node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;6.512;0;0;3;1
STA_A1;1;A;-2.0138;4.4505;5.5563;0;0;3;0
STA_A2;1;A;14.4077;5.3803;4.06;0;0;3;0
STA_A3;1;A;0.8835;11.1774;4.5246;0;0;3;0
STA_A4;1;A;14.9637;7.2578;7.4386;0;0;3;0
STA_A5;1;A;0.3151;3.4399;8.3689;0;0;3;0
STA_A6;1;A;12.1023;6.2108;8.1059;0;0;3;0
STA_A7;1;A;5.0583;10.9742;4.9039;0;0;3;0
STA_A8;1;A;4.3956;1.856;8.8339;0;0;3;0
STA_A9;1;A;3.5553;-2.8704;3.0859;0;0;3;0
STA_A10;1;A;13.7405;1.6795;6.9335;0;0;3;0
STA_A11;1;A;7.2801;1.7116;6.9797;0;0;3;0
STA_A12;1;A;1.7462;-0.7303;9.2218;0;0;3;0
AP_B;0;B;18.75;5.0;9.0458;6;6;7;1
STA_B1;1;B;17.3446;3.5506;4.0396;6;6;7;0
STA_B2;1;B;12.4548;0.8766;6.2486;6;6;7;0
STA_B3;1;B;12.2869;1.7888;7.4692;6;6;7;0
STA_B4;1;B;20.7128;11.8691;9.739;6;6;7;0
STA_B5;1;B;19.4127;7.677;6.5445;6;6;7;0
STA_B6;1;B;9.847;8.9253;4.3434;6;6;7;0
STA_B7;1;B;24.1785;13.2408;4.562;6;6;7;0
STA_B8;1;B;22.6681;12.3266;8.3675;6;6;7;0
STA_B9;1;B;10.2857;3.8532;5.685;6;6;7;0
STA_B10;1;B;12.2266;3.5355;3.1248;6;6;7;0
STA_B11;1;B;20.5663;-4.1962;6.6603;6;6;7;0
STA_B12;1;B;20.6465;1.0901;4.7931;6;6;7;0
STA_B13;1;B;27.0198;8.0588;6.1226;6;6;7;0
STA_B14;1;B;13.5587;7.2726;5.16;6;6;7;0
STA_B15;1;B;10.6973;8.3916;8.4213;6;6;7;0
STA_B16;1;B;26.6601;9.2004;4.1587;6;6;7;0
AP_C;0;C;31.25;5.0;7.8284;2;2;3;1
STA_C1;1;C;38.1148;1.0369;7.7845;2;2;3;0
STA_C2;1;C;26.5196;8.6741;9.2363;2;2;3;0
STA_C3;1;C;38.2105;7.9781;6.9929;2;2;3;0
STA_C4;1;C;25.6261;-1.1438;5.4033;2;2;3;0
STA_C5;1;C;38.9577;1.7607;5.3534;2;2;3;0
STA_C6;1;C;32.6665;2.9157;3.3124;2;2;3;0
STA_C7;1;C;29.6857;-2.4981;3.3843;2;2;3;0
STA_C8;1;C;34.2299;9.8529;5.9061;2;2;3;0
STA_C9;1;C;30.5678;-0.7624;6.2212;2;2;3;0
STA_C10;1;C;28.6896;0.2774;9.2607;2;2;3;0
STA_C11;1;C;35.2372;-0.589;5.7968;2;2;3;0
STA_C12;1;C;38.6801;2.0233;7.8326;2;2;3;0
STA_C13;1;C;38.2497;9.6378;8.9771;2;2;3;0
STA_C14;1;C;33.0576;12.8681;8.4212;2;2;3;0
STA_C15;1;C;24.8078;0.251;5.0551;2;2;3;0
AP_D;0;D;43.75;5.0;4.6221;6;6;7;1
STA_D1;1;D;45.781;-2.1664;5.5819;6;6;7;0
STA_D2;1;D;40.0398;-2.9511;3.7113;6;6;7;0
STA_D3;1;D;40.7441;10.5466;9.8611;6;6;7;0
STA_D4;1;D;47.0303;7.0109;9.6091;6;6;7;0
STA_D5;1;D;46.5414;-1.7217;9.8453;6;6;7;0
STA_D6;1;D;49.4305;3.6774;3.4824;6;6;7;0
STA_D7;1;D;35.9945;2.0072;7.212;6;6;7;0
STA_D8;1;D;45.0061;-3.1919;8.538;6;6;7;0
STA_D9;1;D;39.8947;5.5156;5.0518;6;6;7;0
STA_D10;1;D;40.7742;14.0288;3.1737;6;6;7;0
STA_D11;1;D;45.2663;7.4834;5.9419;6;6;7;0
STA_D12;1;D;47.1682;8.156;3.4092;6;6;7;0
STA_D13;1;D;49.8697;-2.3648;6.4412;6;6;7;0
STA_D14;1;D;44.0734;-3.138;3.2119;6;6;7;0
STA_D15;1;D;51.8327;8.8361;4.2809;6;6;7;0
STA_D16;1;D;48.0603;12.9097;6.8155;6;6;7;0
STA_D17;1;D;37.794;1.2025;5.9528;6;6;7;0
STA_D18;1;D;46.6025;6.1169;5.7057;6;6;7;0
AP_E;0;E;6.25;15.0;7.2513;0;0;3;1
STA_E1;1;E;10.538;6.7654;8.6603;0;0;3;0
STA_E2;1;E;6.5417;8.3933;5.1938;0;0;3;0
STA_E3;1;E;3.3148;23.4316;4.1689;0;0;3;0
STA_E4;1;E;14.5413;12.5142;7.9045;0;0;3;0
STA_E5;1;E;4.5428;9.768;8.8569;0;0;3;0
STA_E6;1;E;8.1106;12.1678;9.5097;0;0;3;0
STA_E7;1;E;12.488;17.7939;9.3922;0;0;3;0
STA_E8;1;E;4.0421;14.4884;8.4509;0;0;3;0
AP_F;0;F;18.75;15.0;3.9032;0;0;3;1
STA_F1;1;F;18.495;24.1918;6.7723;0;0;3;0
STA_F2;1;F;15.5282;16.1145;6.7035;0;0;3;0
STA_F3;1;F;24.1223;21.328;6.3005;0;0;3;0
STA_F4;1;F;16.7339;23.2373;3.9174;0;0;3;0
STA_F5;1;F;24.38;17.4019;5.2302;0;0;3;0
STA_F6;1;F;10.0052;18.484;5.3227;0;0;3;0
STA_F7;1;F;15.7787;20.0806;7.6893;0;0;3;0
STA_F8;1;F;22.6915;14.8689;7.7243;0;0;3;0
STA_F9;1;F;25.2105;7.5548;4.2725;0;0;3;0
STA_F10;1;F;15.7623;14.1361;3.3494;0;0;3;0
STA_F11;1;F;24.7289;11.8982;9.5866;0;0;3;0
STA_F12;1;F;9.3823;12.7515;7.377;0;0;3;0
AP_G;0;G;31.25;15.0;7.7574;0;0;7;1
STA_G1;1;G;29.0429;22.0576;4.3721;0;0;7;0
STA_G2;1;G;26.1348;9.7262;4.0922;0;0;7;0
STA_G3;1;G;24.0498;13.8237;9.5841;0;0;7;0
STA_G4;1;G;35.1673;20.1001;5.0849;0;0;7;0
STA_G5;1;G;26.0562;15.6379;5.7993;0;0;7;0
STA_G6;1;G;24.7441;21.9372;9.5422;0;0;7;0
STA_G7;1;G;35.0147;19.9837;5.7179;0;0;7;0
STA_G8;1;G;33.0278;6.0998;5.5888;0;0;7;0
STA_G9;1;G;37.5285;22.6097;5.6081;0;0;7;0
STA_G10;1;G;27.2748;22.9892;3.2344;0;0;7;0
STA_G11;1;G;37.734;20.6327;9.3497;0;0;7;0
STA_G12;1;G;34.1;23.891;3.7258;0;0;7;0
STA_G13;1;G;23.6362;9.0116;5.3119;0;0;7;0
STA_G14;1;G;26.6055;12.8996;4.3134;0;0;7;0
STA_G15;1;G;22.252;13.3685;3.6349;0;0;7;0
STA_G16;1;G;27.0987;16.922;6.1151;0;0;7;0
AP_H;0;H;43.75;15.0;9.7534;0;0;1;1
STA_H1;1;H;52.0956;12.949;9.1215;0;0;1;0
STA_H2;1;H;39.5034;8.4153;9.4253;0;0;1;0
STA_H3;1;H;36.8539;8.6251;7.3512;0;0;1;0
STA_H4;1;H;39.1261;11.4094;7.4679;0;0;1;0
STA_H5;1;H;48.758;9.9884;7.8119;0;0;1;0
STA_H6;1;H;47.3782;15.6189;5.5789;0;0;1;0
STA_H7;1;H;47.9424;21.4387;8.6734;0;0;1;0
STA_H8;1;H;46.8637;21.0057;8.7819;0;0;1;0
STA_H9;1;H;51.6888;14.795;9.255;0;0;1;0
STA_H10;1;H;38.831;19.94;6.9772;0;0;1;0
STA_H11;1;H;40.2417;8.4162;9.5585;0;0;1;0
STA_H12;1;H;39.8387;23.4033;6.699;0;0;1;0
STA_H13;1;H;38.8412;17.258;3.5883;0;0;1;0
STA_H14;1;H;40.8838;12.1823;4.5237;0;0;1;0
STA_H15;1;H;45.9245;11.1193;3.707;0;0;1;0
STA_H16;1;H;47.7275;9.1702;5.2652;0;0;1;0
STA_H17;1;H;44.8323;24.5757;6.1141;0;0;1;0
