node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;4.5945;6;6;7;1
STA_A1;1;A;3.9045;-2.2052;7.4681;6;6;7;0
STA_A2;1;A;-1.6179;0.4523;4.6121;6;6;7;0
STA_A3;1;A;3.433;-1.5342;8.3836;6;6;7;0
STA_A4;1;A;2.494;-2.1629;5.1031;6;6;7;0
STA_A5;1;A;-1.7084;10.5737;3.9867;6;6;7;0
STA_A6;1;A;-2.572;7.4596;8.4946;6;6;7;0
STA_A7;1;A;8.4245;-1.5344;9.8194;6;6;7;0
STA_A8;1;A;9.0587;13.6214;8.6602;6;6;7;0
STA_A9;1;A;3.1937;9.8537;4.8268;6;6;7;0
STA_A10;1;A;8.379;11.3086;4.5147;6;6;7;0
STA_A11;1;A;8.201;-3.055;6.2927;6;6;7;0
STA_A12;1;A;10.3452;2.7543;9.9319;6;6;7;0
AP_B;0;B;18.75;5.0;7.4171;0;0;3;1
STA_B1;1;B;21.3038;8.0034;6.4623;0;0;3;0
STA_B2;1;B;23.6178;1.5232;4.6029;0;0;3;0
STA_B3;1;B;18.7385;13.6583;3.5441;0;0;3;0
STA_B4;1;B;18.9692;-3.0579;6.52;0;0;3;0
STA_B5;1;B;18.3158;-4.593;5.8521;0;0;3;0
STA_B6;1;B;10.9755;0.8914;8.9869;0;0;3;0
STA_B7;1;B;26.8692;0.9153;6.1978;0;0;3;0
STA_B8;1;B;26.1685;4.7274;7.6232;0;0;3;0
STA_B9;1;B;20.5504;8.831;3.0778;0;0;3;0
STA_B10;1;B;14.7237;5.4765;4.7049;0;0;3;0
STA_B11;1;B;20.5913;12.9046;9.5041;0;0;3;0
STA_B12;1;B;21.8434;6.539;5.4034;0;0;3;0
STA_B13;1;B;23.7062;7.2592;3.1807;0;0;3;0
STA_B14;1;B;24.4062;8.7894;4.2891;0;0;3;0
STA_B15;1;B;10.0731;5.5747;8.0043;0;0;3;0
AP_C;0;C;31.25;5.0;6.2514;4;4;5;1
STA_C1;1;C;30.4292;14.9659;8.3113;4;4;5;0
STA_C2;1;C;25.9404;6.1475;6.2405;4;4;5;0
STA_C3;1;C;27.8271;0.7591;4.3827;4;4;5;0
STA_C4;1;C;28.9788;9.4601;4.465;4;4;5;0
STA_C5;1;C;27.656;1.9725;5.7696;4;4;5;0
STA_C6;1;C;37.2348;7.8497;7.1122;4;4;5;0
STA_C7;1;C;35.7679;11.3873;8.2036;4;4;5;0
STA_C8;1;C;25.0168;8.3951;5.1698;4;4;5;0
STA_C9;1;C;35.0754;11.7651;4.6996;4;4;5;0
STA_C10;1;C;22.6018;6.5209;5.2909;4;4;5;0
STA_C11;1;C;26.5851;4.549;7.6484;4;4;5;0
STA_C12;1;C;40.8577;5.6631;9.3811;4;4;5;0
AP_D;0;D;43.75;5.0;4.7842;0;0;3;1
STA_D1;1;D;38.0169;11.6998;3.4123;0;0;3;0
STA_D2;1;D;45.0852;10.3822;5.9165;0;0;3;0
STA_D3;1;D;52.6481;2.4919;7.464;0;0;3;0
STA_D4;1;D;44.1606;12.1325;9.007;0;0;3;0
STA_D5;1;D;44.1101;9.1705;3.4513;0;0;3;0
STA_D6;1;D;39.5398;-2.4289;7.0925;0;0;3;0
STA_D7;1;D;46.251;-4.2527;3.3998;0;0;3;0
STA_D8;1;D;45.2157;-1.9028;6.6673;0;0;3;0
STA_D9;1;D;47.6408;-2.0491;8.2777;0;0;3;0
AP_E;0;E;6.25;15.0;9.4665;2;2;3;1
STA_E1;1;E;10.3094;22.7987;4.0211;2;2;3;0
STA_E2;1;E;4.4161;12.9352;8.7067;2;2;3;0
STA_E3;1;E;8.7686;16.3995;5.3899;2;2;3;0
STA_E4;1;E;7.0394;5.941;7.1844;2;2;3;0
STA_E5;1;E;8.0191;7.7633;3.0478;2;2;3;0
STA_E6;1;E;7.0114;23.3964;8.285;2;2;3;0
STA_E7;1;E;1.6274;20.6081;3.4218;2;2;3;0
