node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;5.6814;0;0;3;1
STA_A1;1;A;0.9045;1.4524;3.7779;0;0;3;0
STA_A2;1;A;3.0802;13.2111;9.4672;0;0;3;0
STA_A3;1;A;7.8773;5.9469;3.1638;0;0;3;0
STA_A4;1;A;4.9302;-3.971;8.7842;0;0;3;0
STA_A5;1;A;5.1201;12.0618;3.1044;0;0;3;0
STA_A6;1;A;-1.1305;-0.193;6.1096;0;0;3;0
STA_A7;1;A;13.0753;7.9236;4.3024;0;0;3;0
STA_A8;1;A;0.4743;10.8187;9.4711;0;0;3;0
AP_B;0;B;18.75;5.0;6.0085;6;6;7;1
STA_B1;1;B;18.8742;2.819;7.2216;6;6;7;0
STA_B2;1;B;18.2998;0.9956;4.5934;6;6;7;0
STA_B3;1;B;11.101;9.3265;6.367;6;6;7;0
STA_B4;1;B;19.4438;-0.0704;8.5683;6;6;7;0
STA_B5;1;B;9.229;2.2775;4.6396;6;6;7;0
STA_B6;1;B;16.4586;8.3908;6.2753;6;6;7;0
STA_B7;1;B;10.5923;10.4433;7.6287;6;6;7;0
STA_B8;1;B;28.5854;6.747;4.8407;6;6;7;0
STA_B9;1;B;11.9887;6.5595;7.5347;6;6;7;0
STA_B10;1;B;26.4265;3.5725;3.9049;6;6;7;0
STA_B11;1;B;22.1074;11.9402;9.664;6;6;7;0
STA_B12;1;B;18.6583;2.1773;8.0797;6;6;7;0
STA_B13;1;B;22.3825;3.9083;5.5191;6;6;7;0
STA_B14;1;B;26.2953;7.7136;6.8821;6;6;7;0
STA_B15;1;B;22.5785;6.7273;8.4179;6;6;7;0
STA_B16;1;B;10.3597;1.0453;5.391;6;6;7;0
STA_B17;1;B;17.0606;2.9114;6.0049;6;6;7;0
AP_C;0;C;31.25;5.0;8.5276;0;0;7;1
STA_C1;1;C;27.0304;12.6895;4.3472;0;0;7;0
STA_C2;1;C;32.3227;0.5321;5.3618;0;0;7;0
STA_C3;1;C;38.2555;9.0012;5.396;0;0;7;0
STA_C4;1;C;32.5741;6.0992;5.1365;0;0;7;0
STA_C5;1;C;29.1467;11.1511;9.5939;0;0;7;0
STA_C6;1;C;38.7128;-1.174;5.9917;0;0;7;0
STA_C7;1;C;35.5964;-3.006;3.0763;0;0;7;0
STA_C8;1;C;36.2658;6.4176;6.7157;0;0;7;0
STA_C9;1;C;37.4243;12.3768;3.9319;0;0;7;0
STA_C10;1;C;31.2571;-0.4736;8.1671;0;0;7;0
STA_C11;1;C;30.7565;2.1778;5.095;0;0;7;0
AP_D;0;D;43.75;5.0;4.6832;0;0;7;1
STA_D1;1;D;35.0396;4.4363;8.0026;0;0;7;0
STA_D2;1;D;46.2764;-4.3199;9.3278;0;0;7;0
STA_D3;1;D;34.4306;8.4213;8.403;0;0;7;0
STA_D4;1;D;41.945;7.7372;5.7781;0;0;7;0
STA_D5;1;D;47.1384;8.9736;9.9863;0;0;7;0
STA_D6;1;D;39.9869;6.2884;9.375;0;0;7;0
STA_D7;1;D;46.5368;12.2931;3.3222;0;0;7;0
STA_D8;1;D;45.936;2.3769;3.6009;0;0;7;0
AP_E;0;E;6.25;15.0;9.0427;0;0;7;1
STA_E1;1;E;6.6325;22.5399;3.7624;0;0;7;0
STA_E2;1;E;-1.1912;11.7016;9.2412;0;0;7;0
STA_E3;1;E;-1.5375;17.1992;3.5453;0;0;7;0
STA_E4;1;E;6.2754;21.0382;9.2866;0;0;7;0
STA_E5;1;E;13.4401;8.7297;7.0314;0;0;7;0
STA_E6;1;E;12.6187;14.5941;7.0023;0;0;7;0
STA_E7;1;E;-2.8566;18.2554;9.0319;0;0;7;0
STA_E8;1;E;8.4616;16.0918;6.1262;0;0;7;0
STA_E9;1;E;11.4606;8.1101;3.2342;0;0;7;0
STA_E10;1;E;1.3335;13.406;5.362;0;0;7;0
STA_E11;1;E;10.3171;22.1828;4.2819;0;0;7;0
STA_E12;1;E;8.6599;8.0597;7.3982;0;0;7;0
STA_E13;1;E;13.0767;11.0009;6.7043;0;0;7;0
STA_E14;1;E;10.5654;23.1768;3.9705;0;0;7;0
STA_E15;1;E;2.9927;20.5428;6.7347;0;0;7;0
STA_E16;1;E;13.8133;18.1047;6.1877;0;0;7;0
STA_E17;1;E;7.9515;15.2779;8.9488;0;0;7;0
STA_E18;1;E;0.6394;15.4481;7.605;0;0;7;0
STA_E19;1;E;2.1357;13.681;6.1784;0;0;7;0
STA_E20;1;E;5.1638;21.4913;4.396;0;0;7;0
AP_F;0;F;18.75;15.0;6.5817;0;0;7;1
STA_F1;1;F;26.2834;19.429;3.0979;0;0;7;0
STA_F2;1;F;13.0933;20.7407;4.9985;0;0;7;0
STA_F3;1;F;16.64;18.9123;4.8235;0;0;7;0
STA_F4;1;F;23.7357;15.3488;8.6242;0;0;7;0
STA_F5;1;F;20.4808;7.2476;6.646;0;0;7;0
STA_F6;1;F;26.7474;11.35;3.4441;0;0;7;0
STA_F7;1;F;13.335;10.9284;4.4138;0;0;7;0
STA_F8;1;F;11.1177;15.7574;4.1468;0;0;7;0
STA_F9;1;F;15.5979;7.6769;7.5241;0;0;7;0
STA_F10;1;F;15.9818;18.3089;9.9675;0;0;7;0
STA_F11;1;F;11.4147;21.4165;7.4628;0;0;7;0
STA_F12;1;F;17.0274;5.6017;3.7176;0;0;7;0
AP_G;0;G;31.25;15.0;6.889;0;0;1;1
STA_G1;1;G;40.9615;17.2455;9.4667;0;0;1;0
STA_G2;1;G;39.3105;17.2579;3.9693;0;0;1;0
STA_G3;1;G;30.3021;7.0956;5.3866;0;0;1;0
STA_G4;1;G;25.4065;21.3937;5.0428;0;0;1;0
STA_G5;1;G;26.2511;9.0448;4.4111;0;0;1;0
STA_G6;1;G;40.1523;16.8225;4.7218;0;0;1;0
STA_G7;1;G;27.0943;7.1488;5.4586;0;0;1;0
STA_G8;1;G;33.9947;16.0294;9.4916;0;0;1;0
STA_G9;1;G;30.5265;15.9315;6.3871;0;0;1;0
STA_G10;1;G;27.7066;9.9969;5.6243;0;0;1;0
STA_G11;1;G;25.4958;20.8201;8.8278;0;0;1;0
STA_G12;1;G;34.4149;8.6818;3.7314;0;0;1;0
STA_G13;1;G;31.6872;9.9664;9.1892;0;0;1;0
STA_G14;1;G;27.2877;19.5759;4.638;0;0;1;0
AP_H;0;H;43.75;15.0;4.1216;6;6;7;1
STA_H1;1;H;53.2792;15.3004;8.4638;6;6;7;0
STA_H2;1;H;49.6047;21.8875;3.7821;6;6;7;0
STA_H3;1;H;39.0981;21.7995;9.5334;6;6;7;0
STA_H4;1;H;37.4175;22.5339;9.4646;6;6;7;0
STA_H5;1;H;44.7375;10.1297;3.5252;6;6;7;0
STA_H6;1;H;42.5416;21.2944;6.3689;6;6;7;0
STA_H7;1;H;39.4243;6.2908;7.7923;6;6;7;0
STA_H8;1;H;52.4378;11.5563;4.2411;6;6;7;0
STA_H9;1;H;38.2385;7.3081;7.9366;6;6;7;0
STA_H10;1;H;45.2699;24.6342;8.828;6;6;7;0
STA_H11;1;H;35.0198;11.8605;5.7196;6;6;7;0
STA_H12;1;H;52.0651;18.1543;4.9174;6;6;7;0
STA_H13;1;H;35.3774;12.1295;9.5934;6;6;7;0
STA_H14;1;H;42.0976;21.8734;5.6452;6;6;7;0
STA_H15;1;H;34.4332;13.9659;5.8087;6;6;7;0
STA_H16;1;H;40.202;15.7903;7.3451;6;6;7;0
STA_H17;1;H;40.0831;8.7921;9.2478;6;6;7;0
STA_H18;1;H;45.6611;10.6245;5.1248;6;6;7;0
