node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;5.7778;0;0;7;1
STA_A1;1;A;8.2485;12.6041;6.6026;0;0;7;0
STA_A2;1;A;2.303;13.1568;5.7689;0;0;7;0
STA_A3;1;A;10.399;3.9987;8.1025;0;0;7;0
STA_A4;1;A;12.5777;-2.3778;6.0296;0;0;7;0
STA_A5;1;A;2.5801;2.2464;8.5639;0;0;7;0
STA_A6;1;A;3.1498;13.3245;8.2037;0;0;7;0
STA_A7;1;A;5.431;0.3591;3.4207;0;0;7;0
STA_A8;1;A;1.623;12.4759;7.3447;0;0;7;0
STA_A9;1;A;15.4977;2.7486;4.4468;0;0;7;0
STA_A10;1;A;14.7132;2.1732;5.4839;0;0;7;0
STA_A11;1;A;-2.8805;1.3213;8.6055;0;0;7;0
STA_A12;1;A;-2.001;6.5323;4.5352;0;0;7;0
STA_A13;1;A;7.8798;9.2901;4.148;0;0;7;0
STA_A14;1;A;4.7553;12.5067;4.283;0;0;7;0
STA_A15;1;A;-1.2909;8.6347;3.7839;0;0;7;0
STA_A16;1;A;15.9978;3.4699;9.7161;0;0;7;0
STA_A17;1;A;7.6313;13.4413;9.6612;0;0;7;0
STA_A18;1;A;2.9899;11.3523;8.3914;0;0;7;0
AP_B;0;B;18.75;5.0;5.5697;6;6;7;1
STA_B1;1;B;18.8457;3.1334;3.8883;6;6;7;0
STA_B2;1;B;25.6864;10.6276;7.2925;6;6;7;0
STA_B3;1;B;26.6252;8.5104;6.1761;6;6;7;0
STA_B4;1;B;21.2324;14.5792;7.0312;6;6;7;0
STA_B5;1;B;15.265;0.9849;4.9133;6;6;7;0
STA_B6;1;B;21.6617;-1.9423;4.3317;6;6;7;0
STA_B7;1;B;20.9514;-2.8775;4.2586;6;6;7;0
STA_B8;1;B;24.6286;-0.3293;4.8551;6;6;7;0
STA_B9;1;B;17.2936;2.9306;7.0154;6;6;7;0
STA_B10;1;B;11.2591;5.1989;8.117;6;6;7;0
STA_B11;1;B;13.0966;-0.9809;5.8345;6;6;7;0
STA_B12;1;B;23.7454;9.067;7.1432;6;6;7;0
STA_B13;1;B;17.0004;10.8535;7.2845;6;6;7;0
STA_B14;1;B;15.0044;11.942;5.1667;6;6;7;0
STA_B15;1;B;16.0944;-0.3645;6.9161;6;6;7;0
STA_B16;1;B;21.8005;10.9772;6.3761;6;6;7;0
STA_B17;1;B;13.1999;11.6425;9.4229;6;6;7;0
STA_B18;1;B;23.4984;3.2033;6.7985;6;6;7;0
AP_C;0;C;31.25;5.0;9.7213;0;0;3;1
STA_C1;1;C;31.5107;-0.5733;4.0384;0;0;3;0
STA_C2;1;C;32.7008;14.5342;4.0491;0;0;3;0
STA_C3;1;C;30.6723;10.4124;9.7317;0;0;3;0
STA_C4;1;C;23.8426;5.3017;4.3045;0;0;3;0
STA_C5;1;C;24.2924;-1.6977;4.1032;0;0;3;0
STA_C6;1;C;35.9021;-0.7391;8.7291;0;0;3;0
STA_C7;1;C;35.0351;3.2024;7.6649;0;0;3;0
STA_C8;1;C;27.0697;10.6785;8.2672;0;0;3;0
STA_C9;1;C;29.5598;3.5761;9.7258;0;0;3;0
STA_C10;1;C;40.212;6.2694;3.5868;0;0;3;0
STA_C11;1;C;35.3815;4.1284;3.191;0;0;3;0
STA_C12;1;C;30.4827;-0.9238;3.76;0;0;3;0
STA_C13;1;C;32.2128;14.6137;5.1539;0;0;3;0
STA_C14;1;C;23.6949;6.1551;6.8959;0;0;3;0
AP_D;0;D;43.75;5.0;9.6804;0;0;7;1
STA_D1;1;D;37.9894;1.6686;7.0998;0;0;7;0
STA_D2;1;D;47.7024;-2.16;7.2692;0;0;7;0
STA_D3;1;D;40.7741;-0.2616;9.3645;0;0;7;0
STA_D4;1;D;46.3061;4.0238;4.1743;0;0;7;0
STA_D5;1;D;40.1605;10.3444;6.5323;0;0;7;0
STA_D6;1;D;49.2906;8.3129;8.5863;0;0;7;0
STA_D7;1;D;49.9576;7.8774;4.4366;0;0;7;0
STA_D8;1;D;49.188;8.8067;3.457;0;0;7;0
AP_E;0;E;6.25;15.0;8.5167;0;0;7;1
STA_E1;1;E;7.8747;7.8177;8.6432;0;0;7;0
STA_E2;1;E;9.2223;19.4051;8.3939;0;0;7;0
STA_E3;1;E;1.0092;13.2064;3.8153;0;0;7;0
STA_E4;1;E;2.7998;19.5616;7.4073;0;0;7;0
STA_E5;1;E;6.1372;19.6684;9.5614;0;0;7;0
STA_E6;1;E;14.4454;17.0091;6.4587;0;0;7;0
STA_E7;1;E;9.5124;17.7739;6.2924;0;0;7;0
STA_E8;1;E;-1.0313;18.2941;5.0905;0;0;7;0
STA_E9;1;E;6.2745;11.1904;8.9202;0;0;7;0
STA_E10;1;E;3.8272;23.4417;9.6309;0;0;7;0
STA_E11;1;E;0.0937;11.0647;6.8398;0;0;7;0
STA_E12;1;E;5.8854;18.4143;3.6593;0;0;7;0
STA_E13;1;E;9.4774;23.8017;5.8256;0;0;7;0
STA_E14;1;E;11.8897;18.4363;8.8946;0;0;7;0
STA_E15;1;E;6.5912;17.1154;6.606;0;0;7;0
STA_E16;1;E;9.4319;6.739;8.9917;0;0;7;0
STA_E17;1;E;13.3346;13.7565;7.0658;0;0;7;0
AP_F;0;F;18.75;15.0;5.7433;0;0;3;1
STA_F1;1;F;21.2094;12.1709;3.7696;0;0;3;0
STA_F2;1;F;15.1027;9.2936;8.6565;0;0;3;0
STA_F3;1;F;16.3035;11.9968;5.5137;0;0;3;0
STA_F4;1;F;25.5582;19.4538;3.8088;0;0;3;0
STA_F5;1;F;25.6141;21.4873;6.3606;0;0;3;0
STA_F6;1;F;23.202;10.2423;9.7509;0;0;3;0
STA_F7;1;F;16.9467;9.8285;6.9872;0;0;3;0
STA_F8;1;F;14.1684;17.09;8.9324;0;0;3;0
STA_F9;1;F;25.311;17.9391;9.8483;0;0;3;0
STA_F10;1;F;9.8322;14.6662;9.7615;0;0;3;0
STA_F11;1;F;17.6268;23.9652;6.5925;0;0;3;0
STA_F12;1;F;9.1247;17.6886;8.7119;0;0;3;0
STA_F13;1;F;13.8145;14.743;6.7689;0;0;3;0
AP_G;0;G;31.25;15.0;9.7811;0;0;3;1
STA_G1;1;G;23.8618;16.7627;8.225;0;0;3;0
STA_G2;1;G;24.3166;9.6813;8.9475;0;0;3;0
STA_G3;1;G;33.0869;9.4213;7.5957;0;0;3;0
STA_G4;1;G;33.823;22.8022;5.2874;0;0;3;0
STA_G5;1;G;36.016;12.293;7.3045;0;0;3;0
STA_G6;1;G;28.6687;22.7656;9.5297;0;0;3;0
STA_G7;1;G;39.1743;10.0869;5.7261;0;0;3;0
STA_G8;1;G;27.6564;18.9255;3.7643;0;0;3;0
STA_G9;1;G;30.8092;8.547;5.1691;0;0;3;0
STA_G10;1;G;24.1649;16.5493;7.483;0;0;3;0
STA_G11;1;G;27.8169;16.2916;4.1207;0;0;3;0
STA_G12;1;G;26.5241;19.7484;5.3509;0;0;3;0
STA_G13;1;G;26.6393;16.9009;9.9857;0;0;3;0
AP_H;0;H;43.75;15.0;3.0908;0;0;7;1
STA_H1;1;H;38.8261;23.0124;6.7374;0;0;7;0
STA_H2;1;H;34.7146;14.5027;7.9045;0;0;7;0
STA_H3;1;H;42.294;21.9772;4.6283;0;0;7;0
STA_H4;1;H;49.1157;22.9884;7.0999;0;0;7;0
STA_H5;1;H;43.4576;5.469;9.2473;0;0;7;0
STA_H6;1;H;36.3373;16.6767;6.022;0;0;7;0
STA_H7;1;H;37.3183;15.1297;3.9112;0;0;7;0
STA_H8;1;H;40.7179;19.0279;5.4918;0;0;7;0
STA_H9;1;H;43.4319;13.303;7.2107;0;0;7;0
STA_H10;1;H;39.0717;17.0418;7.0797;0;0;7;0
STA_H11;1;H;50.1086;11.1402;9.6134;0;0;7;0
STA_H12;1;H;51.9525;15.9502;5.4804;0;0;7;0
STA_H13;1;H;50.2671;16.5287;4.9833;0;0;7;0
STA_H14;1;H;48.3426;8.3375;6.4077;0;0;7;0
