node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;6.5728;0;0;3;1
STA_A1;1;A;2.7441;6.0913;4.8627;0;0;3;0
STA_A2;1;A;7.1362;12.9214;3.4752;0;0;3;0
STA_A3;1;A;12.9305;1.6552;4.9356;0;0;3;0
STA_A4;1;A;11.3153;9.3571;3.6851;0;0;3;0
STA_A5;1;A;-1.5049;7.9868;3.5296;0;0;3;0
STA_A6;1;A;1.5775;0.5971;8.3478;0;0;3;0
STA_A7;1;A;5.7441;-4.6761;7.8431;0;0;3;0
STA_A8;1;A;11.0464;3.1106;3.1083;0;0;3;0
STA_A9;1;A;-2.1955;8.1824;8.3897;0;0;3;0
STA_A10;1;A;-0.2933;4.1807;9.7822;0;0;3;0
STA_A11;1;A;3.1286;1.9112;9.5618;0;0;3;0
AP_B;0;B;18.75;5.0;7.6406;2;2;3;1
STA_B1;1;B;28.6227;4.0881;6.8518;2;2;3;0
STA_B2;1;B;25.4587;2.4352;6.3765;2;2;3;0
STA_B3;1;B;25.077;-1.0485;7.892;2;2;3;0
STA_B4;1;B;11.7124;10.9533;6.7722;2;2;3;0
STA_B5;1;B;24.2785;-1.075;8.4234;2;2;3;0
STA_B6;1;B;17.31;-0.7307;8.9208;2;2;3;0
STA_B7;1;B;16.1232;-2.6358;4.3734;2;2;3;0
STA_B8;1;B;11.691;2.9017;8.0118;2;2;3;0
STA_B9;1;B;20.385;10.8723;6.7098;2;2;3;0
AP_C;0;C;31.25;5.0;9.8692;0;0;7;1
STA_C1;1;C;28.1412;0.489;8.5082;0;0;7;0
STA_C2;1;C;30.1896;-2.5501;8.8295;0;0;7;0
STA_C3;1;C;30.5944;6.0185;4.8784;0;0;7;0
STA_C4;1;C;26.1063;7.7307;4.4599;0;0;7;0
STA_C5;1;C;27.8896;2.2849;9.9682;0;0;7;0
STA_C6;1;C;37.5426;1.4732;9.4706;0;0;7;0
STA_C7;1;C;32.6292;3.0163;9.9497;0;0;7;0
STA_C8;1;C;29.5541;1.9437;9.7799;0;0;7;0
AP_D;0;D;43.75;5.0;6.0048;2;2;3;1
STA_D1;1;D;46.8043;8.0824;6.7033;2;2;3;0
STA_D2;1;D;44.525;-3.8377;9.145;2;2;3;0
STA_D3;1;D;37.0803;10.4304;7.8871;2;2;3;0
STA_D4;1;D;46.96;13.659;8.4187;2;2;3;0
STA_D5;1;D;44.3634;13.343;9.7293;2;2;3;0
STA_D6;1;D;48.2722;9.8418;6.4263;2;2;3;0
STA_D7;1;D;50.2411;2.0205;9.8457;2;2;3;0
STA_D8;1;D;48.5668;4.6711;6.3452;2;2;3;0
STA_D9;1;D;35.8636;6.6113;6.4242;2;2;3;0
STA_D10;1;D;37.4202;3.5033;9.308;2;2;3;0
STA_D11;1;D;52.4296;9.4855;3.8256;2;2;3;0
STA_D12;1;D;48.1462;13.4442;7.5737;2;2;3;0
STA_D13;1;D;51.4563;9.1719;3.3547;2;2;3;0
AP_E;0;E;6.25;15.0;4.7217;0;0;7;1
STA_E1;1;E;3.8513;19.317;6.8911;0;0;7;0
STA_E2;1;E;14.9175;16.2533;5.9991;0;0;7;0
STA_E3;1;E;1.1532;19.5235;6.3289;0;0;7;0
STA_E4;1;E;8.192;7.0263;4.9296;0;0;7;0
STA_E5;1;E;-2.1173;16.4526;3.9854;0;0;7;0
STA_E6;1;E;4.2494;17.8362;8.1392;0;0;7;0
STA_E7;1;E;-2.2038;17.518;3.2356;0;0;7;0
STA_E8;1;E;0.969;18.042;8.4407;0;0;7;0
STA_E9;1;E;10.1552;6.9286;7.0484;0;0;7;0
STA_E10;1;E;5.7785;13.1544;3.4782;0;0;7;0
AP_F;0;F;18.75;15.0;6.8474;0;0;7;1
STA_F1;1;F;12.1624;17.6314;6.0457;0;0;7;0
STA_F2;1;F;16.6178;14.8663;4.76;0;0;7;0
STA_F3;1;F;21.7612;21.5089;4.2331;0;0;7;0
STA_F4;1;F;20.7132;22.398;3.0427;0;0;7;0
STA_F5;1;F;26.6935;10.2608;9.2046;0;0;7;0
STA_F6;1;F;18.2232;6.11;3.9091;0;0;7;0
STA_F7;1;F;25.7296;12.7813;4.1861;0;0;7;0
STA_F8;1;F;27.2505;10.5288;6.0821;0;0;7;0
STA_F9;1;F;11.0312;16.8952;9.4531;0;0;7;0
STA_F10;1;F;13.2589;16.4027;8.1815;0;0;7;0
STA_F11;1;F;19.2455;7.3435;7.9897;0;0;7;0
STA_F12;1;F;15.9402;18.2875;6.9683;0;0;7;0
STA_F13;1;F;16.314;19.6274;9.4238;0;0;7;0
STA_F14;1;F;26.5829;19.8252;9.8469;0;0;7;0
AP_G;0;G;31.25;15.0;6.0531;0;0;3;1
STA_G1;1;G;28.6469;9.6405;7.131;0;0;3;0
STA_G2;1;G;36.2475;10.9333;9.3678;0;0;3;0
STA_G3;1;G;35.6086;16.7975;5.7421;0;0;3;0
STA_G4;1;G;28.3911;17.3798;7.4168;0;0;3;0
STA_G5;1;G;27.1231;18.6017;5.0214;0;0;3;0
STA_G6;1;G;23.3693;16.9933;8.3841;0;0;3;0
STA_G7;1;G;38.6613;13.3835;3.5472;0;0;3;0
STA_G8;1;G;31.196;23.9256;5.6069;0;0;3;0
STA_G9;1;G;24.3521;18.4081;4.8099;0;0;3;0
STA_G10;1;G;37.5034;19.1587;4.6106;0;0;3;0
STA_G11;1;G;26.3785;9.7285;9.9918;0;0;3;0
STA_G12;1;G;26.0198;9.9812;4.7882;0;0;3;0
STA_G13;1;G;33.3059;24.31;3.8272;0;0;3;0
STA_G14;1;G;24.3163;12.5323;8.0994;0;0;3;0
STA_G15;1;G;26.3121;19.5647;5.4647;0;0;3;0
STA_G16;1;G;34.3803;22.4548;5.9038;0;0;3;0
AP_H;0;H;43.75;15.0;8.5731;0;0;3;1
STA_H1;1;H;40.7211;9.7691;5.7329;0;0;3;0
STA_H2;1;H;35.4645;10.6996;5.3974;0;0;3;0
STA_H3;1;H;37.7262;7.8067;9.8738;0;0;3;0
STA_H4;1;H;42.4334;18.8564;8.3947;0;0;3;0
STA_H5;1;H;52.0794;17.3711;5.4206;0;0;3;0
STA_H6;1;H;46.4481;21.0296;4.8257;0;0;3;0
STA_H7;1;H;41.9859;24.3898;7.9745;0;0;3;0
STA_H8;1;H;35.8026;9.5183;5.6558;0;0;3;0
STA_H9;1;H;40.2205;9.9036;9.208;0;0;3;0
STA_H10;1;H;40.0152;16.4719;3.9591;0;0;3;0
STA_H11;1;H;33.9159;15.7581;6.0753;0;0;3;0
STA_H12;1;H;49.9948;16.9435;7.4865;0;0;3;0
STA_H13;1;H;37.791;14.1718;9.8768;0;0;3;0
STA_H14;1;H;51.4554;16.9516;5.9913;0;0;3;0
