node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;4.6345;0;0;7;1
STA_A1;1;A;-0.2584;0.5827;9.6484;0;0;7;0
STA_A2;1;A;9.3676;2.2295;4.1299;0;0;7;0
STA_A3;1;A;13.1418;2.75;7.9009;0;0;7;0
STA_A4;1;A;9.5066;-4.3336;7.6094;0;0;7;0
STA_A5;1;A;8.1833;-2.7831;9.8819;0;0;7;0
STA_A6;1;A;5.5795;11.8416;4.1419;0;0;7;0
STA_A7;1;A;0.3149;9.4814;8.4602;0;0;7;0
STA_A8;1;A;8.8999;5.299;3.2524;0;0;7;0
STA_A9;1;A;0.5774;5.7226;5.4303;0;0;7;0
STA_A10;1;A;4.6773;1.5832;5.4573;0;0;7;0
STA_A11;1;A;1.293;-3.2839;8.071;0;0;7;0
STA_A12;1;A;3.0813;-2.5912;5.812;0;0;7;0
STA_A13;1;A;9.5786;-1.8186;5.5117;0;0;7;0
STA_A14;1;A;13.3963;4.7054;9.5894;0;0;7;0
AP_B;0;B;18.75;5.0;5.8087;0;0;3;1
STA_B1;1;B;9.7426;2.0977;5.9249;0;0;3;0
STA_B2;1;B;13.8052;4.8813;9.7925;0;0;3;0
STA_B3;1;B;11.9756;9.5162;9.8043;0;0;3;0
STA_B4;1;B;27.0828;7.7965;3.4258;0;0;3;0
STA_B5;1;B;22.7128;2.7102;6.0968;0;0;3;0
STA_B6;1;B;12.1004;2.8378;5.9224;0;0;3;0
STA_B7;1;B;10.0109;6.033;6.4506;0;0;3;0
STA_B8;1;B;22.5163;6.3732;7.2963;0;0;3;0
STA_B9;1;B;16.3772;12.4801;7.452;0;0;3;0
STA_B10;1;B;23.2463;2.3404;9.0589;0;0;3;0
STA_B11;1;B;15.6727;12.3734;3.0504;0;0;3;0
STA_B12;1;B;24.6862;1.6184;9.7217;0;0;3;0
STA_B13;1;B;22.2852;3.0284;7.3265;0;0;3;0
STA_B14;1;B;13.2706;8.2634;5.909;0;0;3;0
STA_B15;1;B;15.3664;8.1036;9.3341;0;0;3;0
STA_B16;1;B;18.758;12.2748;8.8741;0;0;3;0
STA_B17;1;B;28.4986;7.2136;4.7847;0;0;3;0
STA_B18;1;B;22.8989;0.4863;3.2817;0;0;3;0
AP_C;0;C;31.25;5.0;8.1403;0;0;7;1
STA_C1;1;C;33.2404;-2.7441;7.6692;0;0;7;0
STA_C2;1;C;28.1072;-2.9093;5.5963;0;0;7;0
