node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;7.2012;0;0;1;1
STA_A1;1;A;-0.9049;2.5879;3.0596;0;0;1;0
STA_A2;1;A;8.4374;4.6751;5.9895;0;0;1;0
STA_A3;1;A;2.5038;-1.2192;4.8191;0;0;1;0
STA_A4;1;A;-2.0501;1.0127;5.7289;0;0;1;0
STA_A5;1;A;12.8116;11.3056;7.4059;0;0;1;0
STA_A6;1;A;-3.1481;4.3953;8.6982;0;0;1;0
STA_A7;1;A;7.93;4.632;3.0629;0;0;1;0
STA_A8;1;A;-3.6798;4.9309;7.6797;0;0;1;0
STA_A9;1;A;3.6353;11.4331;8.6426;0;0;1;0
STA_A10;1;A;4.0953;-0.234;8.1608;0;0;1;0
STA_A11;1;A;12.6967;4.2952;3.9231;0;0;1;0
STA_A12;1;A;-0.1612;-0.0698;8.5609;0;0;1;0
STA_A13;1;A;1.4634;7.8076;5.5341;0;0;1;0
STA_A14;1;A;4.3174;10.0575;4.4977;0;0;1;0
AP_B;0;B;18.75;5.0;4.3937;2;2;3;1
STA_B1;1;B;22.7233;5.9954;3.3483;2;2;3;0
STA_B2;1;B;10.2452;7.3203;9.9246;2;2;3;0
STA_B3;1;B;15.5822;9.815;3.4172;2;2;3;0
STA_B4;1;B;22.6611;5.0035;5.8316;2;2;3;0
STA_B5;1;B;9.6121;3.0998;7.6434;2;2;3;0
STA_B6;1;B;11.2424;5.9271;4.9297;2;2;3;0
STA_B7;1;B;19.3238;9.0356;7.442;2;2;3;0
STA_B8;1;B;24.2467;5.9505;3.7409;2;2;3;0
STA_B9;1;B;19.0187;9.1306;8.376;2;2;3;0
STA_B10;1;B;23.1699;12.2346;9.5343;2;2;3;0
STA_B11;1;B;12.6884;8.6412;6.0475;2;2;3;0
STA_B12;1;B;15.7405;9.7506;5.877;2;2;3;0
STA_B13;1;B;11.4871;3.2665;3.1517;2;2;3;0
STA_B14;1;B;10.3973;8.2906;3.5464;2;2;3;0
STA_B15;1;B;24.6792;12.8917;8.025;2;2;3;0
STA_B16;1;B;18.0164;11.5711;7.4392;2;2;3;0
STA_B17;1;B;10.1365;6.3531;9.7655;2;2;3;0
STA_B18;1;B;22.5069;8.0253;3.5583;2;2;3;0
AP_C;0;C;31.25;5.0;7.3332;4;4;5;1
STA_C1;1;C;39.1464;10.4717;4.2723;4;4;5;0
STA_C2;1;C;36.2925;6.9668;5.0967;4;4;5;0
STA_C3;1;C;30.8479;6.6979;8.1351;4;4;5;0
STA_C4;1;C;35.3899;7.3476;7.4352;4;4;5;0
STA_C5;1;C;36.9332;7.6154;4.5036;4;4;5;0
STA_C6;1;C;26.5139;-2.3471;5.6953;4;4;5;0
STA_C7;1;C;26.0258;-0.1028;3.0639;4;4;5;0
STA_C8;1;C;24.5675;2.2379;6.371;4;4;5;0
STA_C9;1;C;31.7887;4.1049;5.8443;4;4;5;0
STA_C10;1;C;35.7845;-1.2838;3.5794;4;4;5;0
STA_C11;1;C;30.0342;-2.3995;8.1745;4;4;5;0
STA_C12;1;C;31.6578;9.3768;5.5445;4;4;5;0
STA_C13;1;C;26.6407;12.5592;3.7874;4;4;5;0
STA_C14;1;C;38.5237;11.0994;8.1692;4;4;5;0
STA_C15;1;C;30.2308;14.6739;7.2956;4;4;5;0
STA_C16;1;C;33.936;-4.2256;7.7206;4;4;5;0
AP_D;0;D;43.75;5.0;6.9141;0;0;7;1
STA_D1;1;D;47.3855;-1.8844;5.928;0;0;7;0
STA_D2;1;D;40.3552;-1.5349;9.929;0;0;7;0
STA_D3;1;D;50.2035;1.0873;3.8741;0;0;7;0
STA_D4;1;D;50.4257;7.4523;7.5623;0;0;7;0
STA_D5;1;D;39.6689;5.9199;3.4422;0;0;7;0
STA_D6;1;D;39.373;6.8639;4.9141;0;0;7;0
STA_D7;1;D;47.6448;-3.3791;4.6362;0;0;7;0
STA_D8;1;D;43.2593;14.1287;5.9183;0;0;7;0
STA_D9;1;D;37.0654;0.6511;6.2062;0;0;7;0
STA_D10;1;D;46.8062;-2.982;7.6634;0;0;7;0
AP_E;0;E;6.25;15.0;8.4423;4;4;5;1
STA_E1;1;E;10.634;19.5138;4.5082;4;4;5;0
STA_E2;1;E;2.6159;12.5248;5.0354;4;4;5;0
STA_E3;1;E;6.7491;23.41;7.7235;4;4;5;0
STA_E4;1;E;-0.6734;11.3377;3.4808;4;4;5;0
STA_E5;1;E;9.3773;20.4462;3.1935;4;4;5;0
STA_E6;1;E;5.8842;23.2717;8.444;4;4;5;0
STA_E7;1;E;7.8268;11.8979;3.3669;4;4;5;0
STA_E8;1;E;5.9716;23.9464;8.5084;4;4;5;0
STA_E9;1;E;5.549;19.082;8.5112;4;4;5;0
STA_E10;1;E;6.1202;9.9873;9.198;4;4;5;0
STA_E11;1;E;9.3728;14.7256;7.8037;4;4;5;0
STA_E12;1;E;10.4533;12.8619;8.6916;4;4;5;0
STA_E13;1;E;15.4832;16.444;7.8244;4;4;5;0
STA_E14;1;E;7.7116;11.559;8.4366;4;4;5;0
STA_E15;1;E;14.6871;16.2534;9.5057;4;4;5;0
STA_E16;1;E;13.1528;20.5043;9.9191;4;4;5;0
STA_E17;1;E;8.8207;6.7945;7.9771;4;4;5;0
STA_E18;1;E;4.5651;20.6034;5.0436;4;4;5;0
STA_E19;1;E;9.5825;21.4353;5.0597;4;4;5;0
STA_E20;1;E;8.3853;23.0154;3.5371;4;4;5;0
AP_F;0;F;18.75;15.0;3.6691;4;4;5;1
STA_F1;1;F;14.09;20.1771;3.4692;4;4;5;0
STA_F2;1;F;16.0612;6.0541;9.7732;4;4;5;0
STA_F3;1;F;20.8068;13.4678;9.3038;4;4;5;0
STA_F4;1;F;10.9305;19.237;6.2715;4;4;5;0
STA_F5;1;F;14.267;15.97;7.6674;4;4;5;0
STA_F6;1;F;20.3055;18.788;8.6055;4;4;5;0
STA_F7;1;F;19.0139;22.1633;6.5564;4;4;5;0
STA_F8;1;F;14.1199;7.0296;7.8973;4;4;5;0
AP_G;0;G;31.25;15.0;3.0855;0;0;1;1
STA_G1;1;G;32.6172;8.1851;3.8806;0;0;1;0
STA_G2;1;G;34.1626;23.0095;4.2207;0;0;1;0
STA_G3;1;G;28.4576;10.4503;5.0284;0;0;1;0
STA_G4;1;G;23.5159;12.6083;4.0668;0;0;1;0
STA_G5;1;G;31.1189;10.2391;9.6733;0;0;1;0
STA_G6;1;G;28.2078;17.9392;7.5753;0;0;1;0
STA_G7;1;G;31.425;6.4201;3.674;0;0;1;0
STA_G8;1;G;35.5379;15.3379;8.5597;0;0;1;0
STA_G9;1;G;32.0062;6.9282;8.1185;0;0;1;0
STA_G10;1;G;31.6516;22.5941;6.7656;0;0;1;0
STA_G11;1;G;29.4853;22.9633;7.2005;0;0;1;0
STA_G12;1;G;35.3913;18.3289;6.4438;0;0;1;0
AP_H;0;H;43.75;15.0;5.9132;0;0;7;1
STA_H1;1;H;43.7359;24.6112;6.3598;0;0;7;0
STA_H2;1;H;42.0493;5.6705;6.8238;0;0;7;0
STA_H3;1;H;40.529;15.8132;4.8109;0;0;7;0
STA_H4;1;H;50.5593;16.18;3.7816;0;0;7;0
STA_H5;1;H;36.741;18.1888;4.0954;0;0;7;0
STA_H6;1;H;44.4002;12.7356;7.6578;0;0;7;0
STA_H7;1;H;50.9066;16.0222;6.0043;0;0;7;0
STA_H8;1;H;43.1403;18.7581;5.9717;0;0;7;0
STA_H9;1;H;43.6985;9.7356;6.3019;0;0;7;0
