node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;6.1581;2;2;3;1
STA_A1;1;A;6.6428;-0.5627;9.9533;2;2;3;0
STA_A2;1;A;5.6302;7.0009;4.5909;2;2;3;0
STA_A3;1;A;5.432;10.226;6.5347;2;2;3;0
STA_A4;1;A;2.197;7.3846;3.2367;2;2;3;0
STA_A5;1;A;4.4124;-4.0007;6.5929;2;2;3;0
STA_A6;1;A;0.8581;10.0615;3.7202;2;2;3;0
STA_A7;1;A;7.5315;0.3191;7.3182;2;2;3;0
STA_A8;1;A;-0.975;7.3561;3.449;2;2;3;0
STA_A9;1;A;6.1036;13.93;4.942;2;2;3;0
STA_A10;1;A;14.5781;7.3922;8.2618;2;2;3;0
STA_A11;1;A;-1.0341;2.9136;8.9457;2;2;3;0
AP_B;0;B;18.75;5.0;6.1297;0;0;3;1
STA_B1;1;B;12.3887;10.0073;9.9931;0;0;3;0
STA_B2;1;B;16.8529;-4.1251;9.2365;0;0;3;0
STA_B3;1;B;17.5942;12.142;9.9372;0;0;3;0
STA_B4;1;B;23.0708;8.0909;9.3342;0;0;3;0
STA_B5;1;B;10.1234;2.2427;5.3933;0;0;3;0
STA_B6;1;B;28.4007;2.5514;7.449;0;0;3;0
STA_B7;1;B;13.1923;4.7389;6.0443;0;0;3;0
STA_B8;1;B;12.7373;11.9691;4.9481;0;0;3;0
STA_B9;1;B;14.6023;-3.0587;5.0487;0;0;3;0
STA_B10;1;B;20.0583;12.8442;9.42;0;0;3;0
AP_C;0;C;31.25;5.0;4.4215;6;6;7;1
STA_C1;1;C;22.606;8.6097;9.0466;6;6;7;0
STA_C2;1;C;25.5218;0.1078;3.5009;6;6;7;0
STA_C3;1;C;23.6516;4.8906;9.5734;6;6;7;0
STA_C4;1;C;22.1968;6.3823;9.0108;6;6;7;0
STA_C5;1;C;38.0741;1.791;9.5633;6;6;7;0
STA_C6;1;C;38.4207;7.3406;6.129;6;6;7;0
STA_C7;1;C;26.1364;-2.4434;6.3325;6;6;7;0
STA_C8;1;C;27.4762;-3.0725;8.3925;6;6;7;0
STA_C9;1;C;29.8138;9.9833;9.3359;6;6;7;0
STA_C10;1;C;31.0024;-1.9113;5.1056;6;6;7;0
STA_C11;1;C;37.4783;1.0909;3.3121;6;6;7;0
STA_C12;1;C;33.6621;10.2859;5.848;6;6;7;0
STA_C13;1;C;24.8707;1.9243;3.4217;6;6;7;0
AP_D;0;D;43.75;5.0;5.1287;0;0;7;1
STA_D1;1;D;39.5886;3.8429;6.1265;0;0;7;0
STA_D2;1;D;33.8906;4.4213;4.2156;0;0;7;0
STA_D3;1;D;48.3133;4.6877;8.2533;0;0;7;0
STA_D4;1;D;48.7623;3.5937;6.4589;0;0;7;0
STA_D5;1;D;47.7799;13.5841;5.5971;0;0;7;0
STA_D6;1;D;51.8764;0.8427;4.9202;0;0;7;0
STA_D7;1;D;47.0744;13.8742;3.3504;0;0;7;0
STA_D8;1;D;42.0543;-1.3579;5.6613;0;0;7;0
STA_D9;1;D;48.1349;-2.2877;7.75;0;0;7;0
STA_D10;1;D;49.7242;11.2491;3.3936;0;0;7;0
STA_D11;1;D;38.8327;2.9219;3.8647;0;0;7;0
STA_D12;1;D;34.9881;7.1453;7.421;0;0;7;0
STA_D13;1;D;49.5557;5.2253;7.6746;0;0;7;0
STA_D14;1;D;42.675;-3.6583;5.3211;0;0;7;0
STA_D15;1;D;45.633;7.1007;3.8071;0;0;7;0
AP_E;0;E;6.25;15.0;8.9312;0;0;7;1
STA_E1;1;E;-1.458;9.8334;4.9693;0;0;7;0
STA_E2;1;E;-1.1783;11.1831;5.4042;0;0;7;0
STA_E3;1;E;3.8291;14.6591;7.2884;0;0;7;0
STA_E4;1;E;-1.4932;17.4452;6.4122;0;0;7;0
STA_E5;1;E;7.8412;18.7065;6.3325;0;0;7;0
STA_E6;1;E;13.6847;11.2376;7.1042;0;0;7;0
STA_E7;1;E;11.1344;15.5502;8.4721;0;0;7;0
STA_E8;1;E;-0.8927;16.3639;4.2685;0;0;7;0
STA_E9;1;E;13.2214;11.1061;4.892;0;0;7;0
STA_E10;1;E;12.6544;20.5045;7.395;0;0;7;0
STA_E11;1;E;2.1913;9.7997;6.3025;0;0;7;0
STA_E12;1;E;10.0785;18.8446;5.8545;0;0;7;0
STA_E13;1;E;-0.8525;16.1053;5.3864;0;0;7;0
STA_E14;1;E;12.0149;10.9419;7.0622;0;0;7;0
STA_E15;1;E;12.0314;12.9364;6.4507;0;0;7;0
STA_E16;1;E;2.2229;20.1974;6.7903;0;0;7;0
STA_E17;1;E;11.2013;21.1007;7.2589;0;0;7;0
AP_F;0;F;18.75;15.0;8.7849;6;6;7;1
STA_F1;1;F;24.1972;7.6555;8.2018;6;6;7;0
STA_F2;1;F;11.7328;21.3083;5.574;6;6;7;0
STA_F3;1;F;17.4423;22.5862;7.7585;6;6;7;0
STA_F4;1;F;21.0725;20.5118;3.7849;6;6;7;0
STA_F5;1;F;17.4496;11.0502;6.6151;6;6;7;0
STA_F6;1;F;16.5439;7.462;7.6445;6;6;7;0
STA_F7;1;F;25.8196;16.3558;6.6564;6;6;7;0
STA_F8;1;F;12.5777;17.491;5.217;6;6;7;0
STA_F9;1;F;16.2823;10.4352;3.7652;6;6;7;0
STA_F10;1;F;12.1869;21.9931;4.4965;6;6;7;0
STA_F11;1;F;20.2354;20.5412;7.6565;6;6;7;0
STA_F12;1;F;13.6976;10.6167;4.2977;6;6;7;0
STA_F13;1;F;13.6218;21.9446;3.4833;6;6;7;0
STA_F14;1;F;21.8819;8.7286;8.3587;6;6;7;0
STA_F15;1;F;21.9393;9.4773;6.9635;6;6;7;0
STA_F16;1;F;12.1844;13.0472;3.89;6;6;7;0
STA_F17;1;F;15.7754;7.6322;5.5533;6;6;7;0
STA_F18;1;F;17.2466;22.2206;4.0707;6;6;7;0
AP_G;0;G;31.25;15.0;5.6998;0;0;3;1
STA_G1;1;G;38.5071;16.7958;7.1049;0;0;3;0
STA_G2;1;G;31.3464;20.9325;5.1261;0;0;3;0
STA_G3;1;G;31.5054;24.7642;8.9236;0;0;3;0
STA_G4;1;G;28.693;16.2291;9.6462;0;0;3;0
STA_G5;1;G;24.5937;14.7348;6.9002;0;0;3;0
STA_G6;1;G;36.2984;19.1069;6.8309;0;0;3;0
STA_G7;1;G;21.3958;14.836;8.2409;0;0;3;0
STA_G8;1;G;24.6902;9.8944;4.1338;0;0;3;0
STA_G9;1;G;27.3283;12.2895;3.2329;0;0;3;0
STA_G10;1;G;38.0978;10.6758;4.424;0;0;3;0
STA_G11;1;G;39.1668;17.9265;7.8412;0;0;3;0
STA_G12;1;G;27.2937;18.1952;7.3519;0;0;3;0
AP_H;0;H;43.75;15.0;9.2156;0;0;7;1
STA_H1;1;H;39.8037;11.7076;8.5156;0;0;7;0
STA_H2;1;H;53.0337;12.3931;8.439;0;0;7;0
STA_H3;1;H;47.1284;23.9035;8.9431;0;0;7;0
STA_H4;1;H;35.4211;13.2403;8.2397;0;0;7;0
STA_H5;1;H;41.8509;23.3675;5.746;0;0;7;0
STA_H6;1;H;37.6147;18.8693;7.1303;0;0;7;0
STA_H7;1;H;43.1628;22.6619;3.9128;0;0;7;0
STA_H8;1;H;46.6831;9.8581;7.0196;0;0;7;0
STA_H9;1;H;41.7917;19.7858;3.5935;0;0;7;0
STA_H10;1;H;33.9422;14.0133;3.4265;0;0;7;0
STA_H11;1;H;37.7291;22.8111;6.5177;0;0;7;0
STA_H12;1;H;48.7709;11.2027;4.9272;0;0;7;0
STA_H13;1;H;45.6837;19.6359;5.3293;0;0;7;0
