node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;9.8883;4;4;5;1
STA_A1;1;A;9.4855;-1.7262;7.2017;4;4;5;0
STA_A2;1;A;16.0344;5.9164;8.287;4;4;5;0
STA_A3;1;A;5.6419;-4.4293;3.2121;4;4;5;0
STA_A4;1;A;3.5165;-2.5337;8.5379;4;4;5;0
STA_A5;1;A;3.0632;7.1068;9.4339;4;4;5;0
STA_A6;1;A;10.3103;-1.0453;4.3937;4;4;5;0
STA_A7;1;A;1.3136;6.619;7.4133;4;4;5;0
STA_A8;1;A;6.6727;-3.8599;6.6155;4;4;5;0
STA_A9;1;A;4.9375;12.545;7.6575;4;4;5;0
STA_A10;1;A;4.6969;13.9081;9.1998;4;4;5;0
STA_A11;1;A;7.1965;-2.8175;8.8902;4;4;5;0
STA_A12;1;A;4.9611;14.1754;8.5231;4;4;5;0
STA_A13;1;A;2.833;-0.5482;8.9911;4;4;5;0
STA_A14;1;A;0.865;9.0306;3.061;4;4;5;0
STA_A15;1;A;10.792;8.2168;6.3355;4;4;5;0
STA_A16;1;A;2.3032;5.0369;6.843;4;4;5;0
STA_A17;1;A;-2.9509;8.3648;5.1884;4;4;5;0
STA_A18;1;A;4.7697;9.1535;5.8108;4;4;5;0
STA_A19;1;A;-1.8106;1.2139;5.5298;4;4;5;0
STA_A20;1;A;15.2394;7.8487;8.6237;4;4;5;0
AP_B;0;B;18.75;5.0;5.9933;0;0;3;1
STA_B1;1;B;21.4861;9.722;6.4358;0;0;3;0
STA_B2;1;B;10.1714;8.1234;7.2601;0;0;3;0
STA_B3;1;B;10.6953;3.7902;3.6963;0;0;3;0
STA_B4;1;B;22.1194;2.2688;8.3577;0;0;3;0
STA_B5;1;B;27.7439;5.6645;5.2003;0;0;3;0
STA_B6;1;B;13.7636;0.8238;3.5987;0;0;3;0
STA_B7;1;B;18.3132;1.8665;7.1762;0;0;3;0
STA_B8;1;B;19.8878;1.0055;4.9086;0;0;3;0
STA_B9;1;B;10.6681;3.6873;8.3957;0;0;3;0
STA_B10;1;B;15.3122;-1.1835;4.0175;0;0;3;0
STA_B11;1;B;23.5753;4.6423;7.6393;0;0;3;0
STA_B12;1;B;15.8039;13.0203;8.9072;0;0;3;0
STA_B13;1;B;22.402;11.3572;7.1425;0;0;3;0
STA_B14;1;B;16.9092;-2.3632;4.9792;0;0;3;0
STA_B15;1;B;25.0582;5.8962;9.2264;0;0;3;0
STA_B16;1;B;26.9365;1.8565;7.792;0;0;3;0
STA_B17;1;B;16.0031;11.7393;9.2221;0;0;3;0
STA_B18;1;B;23.6346;-1.7969;5.065;0;0;3;0
STA_B19;1;B;22.6972;9.3846;6.9336;0;0;3;0
STA_B20;1;B;15.7628;-4.275;8.0096;0;0;3;0
AP_C;0;C;31.25;5.0;9.9364;0;0;3;1
STA_C1;1;C;32.2028;12.9113;3.4205;0;0;3;0
STA_C2;1;C;28.7254;11.9783;9.9777;0;0;3;0
STA_C3;1;C;36.4265;9.1788;7.5737;0;0;3;0
STA_C4;1;C;25.5166;1.7801;4.0555;0;0;3;0
STA_C5;1;C;35.2559;-2.2708;9.7029;0;0;3;0
STA_C6;1;C;29.7562;7.5777;9.8685;0;0;3;0
STA_C7;1;C;39.9568;6.4927;7.2331;0;0;3;0
STA_C8;1;C;29.0941;1.201;7.2428;0;0;3;0
STA_C9;1;C;27.7636;13.7458;6.7037;0;0;3;0
STA_C10;1;C;34.2232;0.2185;4.746;0;0;3;0
STA_C11;1;C;26.2016;10.1831;6.2798;0;0;3;0
STA_C12;1;C;30.1625;-4.1765;5.8411;0;0;3;0
STA_C13;1;C;33.4047;-4.1495;4.4806;0;0;3;0
STA_C14;1;C;37.4719;11.7946;5.1482;0;0;3;0
AP_D;0;D;43.75;5.0;3.7971;6;6;7;1
STA_D1;1;D;49.2051;-0.6901;5.5727;6;6;7;0
STA_D2;1;D;50.8963;3.4917;6.5074;6;6;7;0
STA_D3;1;D;39.2476;8.1583;5.3506;6;6;7;0
STA_D4;1;D;45.9459;-1.1249;6.8901;6;6;7;0
STA_D5;1;D;36.9747;5.4431;4.4513;6;6;7;0
STA_D6;1;D;50.6083;4.6817;6.4521;6;6;7;0
STA_D7;1;D;51.1967;-0.0076;6.6657;6;6;7;0
STA_D8;1;D;47.6496;1.6462;8.8852;6;6;7;0
STA_D9;1;D;36.2346;2.4102;8.4295;6;6;7;0
STA_D10;1;D;39.659;0.7354;3.3054;6;6;7;0
STA_D11;1;D;46.7412;-3.8724;5.788;6;6;7;0
STA_D12;1;D;41.2643;-0.9964;7.8161;6;6;7;0
STA_D13;1;D;39.1316;10.6799;6.6709;6;6;7;0
STA_D14;1;D;48.9197;4.2194;6.6084;6;6;7;0
STA_D15;1;D;36.9443;6.6346;9.6202;6;6;7;0
AP_E;0;E;6.25;15.0;3.9454;0;0;3;1
STA_E1;1;E;15.35;11.4001;4.9899;0;0;3;0
STA_E2;1;E;-2.1735;12.3899;5.9338;0;0;3;0
STA_E3;1;E;-1.2665;13.0739;8.4366;0;0;3;0
STA_E4;1;E;1.6189;10.257;3.3147;0;0;3;0
STA_E5;1;E;-1.3876;9.277;5.3778;0;0;3;0
STA_E6;1;E;7.5809;19.571;3.698;0;0;3;0
STA_E7;1;E;1.2712;20.7403;9.8342;0;0;3;0
STA_E8;1;E;9.3051;12.3352;7.3239;0;0;3;0
STA_E9;1;E;-1.9621;11.7685;9.1924;0;0;3;0
STA_E10;1;E;11.4988;16.1238;6.4815;0;0;3;0
STA_E11;1;E;6.4497;8.1722;5.0574;0;0;3;0
STA_E12;1;E;10.1624;18.0196;3.1985;0;0;3;0
STA_E13;1;E;8.1777;8.6906;8.901;0;0;3;0
STA_E14;1;E;11.6641;19.6253;3.7643;0;0;3;0
STA_E15;1;E;7.1438;18.006;6.775;0;0;3;0
STA_E16;1;E;1.8793;12.194;5.2288;0;0;3;0
AP_F;0;F;18.75;15.0;7.1976;0;0;7;1
STA_F1;1;F;10.2085;11.0632;4.8519;0;0;7;0
STA_F2;1;F;12.7776;19.6583;5.0014;0;0;7;0
STA_F3;1;F;18.6076;24.4187;6.1907;0;0;7;0
STA_F4;1;F;25.3386;10.948;3.1001;0;0;7;0
STA_F5;1;F;17.5872;7.2901;8.316;0;0;7;0
STA_F6;1;F;17.7452;23.0447;3.9773;0;0;7;0
STA_F7;1;F;12.7925;13.0198;6.7094;0;0;7;0
STA_F8;1;F;26.039;19.7409;8.6781;0;0;7;0
STA_F9;1;F;26.4653;12.9616;3.432;0;0;7;0
STA_F10;1;F;20.2723;12.4564;5.7657;0;0;7;0
STA_F11;1;F;21.1395;9.9061;5.1773;0;0;7;0
STA_F12;1;F;16.4135;6.787;9.0376;0;0;7;0
STA_F13;1;F;20.0892;10.5534;6.3612;0;0;7;0
STA_F14;1;F;25.6918;10.3882;7.2465;0;0;7;0
STA_F15;1;F;22.9045;12.4589;5.0996;0;0;7;0
STA_F16;1;F;26.5544;20.9291;8.4337;0;0;7;0
STA_F17;1;F;21.8302;17.9125;5.3374;0;0;7;0
STA_F18;1;F;16.8735;9.6566;9.1524;0;0;7;0
AP_G;0;G;31.25;15.0;5.8629;0;0;7;1
STA_G1;1;G;27.2861;12.7034;9.2934;0;0;7;0
STA_G2;1;G;38.0175;11.4448;5.6316;0;0;7;0
STA_G3;1;G;22.8221;13.5707;4.8118;0;0;7;0
