node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;5.3841;0;0;3;1
STA_A1;1;A;16.0238;6.3091;4.0022;0;0;3;0
STA_A2;1;A;4.6187;-0.4662;8.9923;0;0;3;0
STA_A3;1;A;7.7924;12.6667;5.5792;0;0;3;0
STA_A4;1;A;12.5567;-1.3403;3.4457;0;0;3;0
STA_A5;1;A;11.9782;13.1771;4.7874;0;0;3;0
STA_A6;1;A;-2.7952;5.5506;5.7635;0;0;3;0
STA_A7;1;A;5.8064;8.2605;6.4716;0;0;3;0
STA_A8;1;A;8.3396;7.1402;9.0136;0;0;3;0
STA_A9;1;A;14.0192;3.3994;5.5806;0;0;3;0
STA_A10;1;A;13.0144;1.9534;3.2285;0;0;3;0
STA_A11;1;A;11.8697;1.2898;5.4069;0;0;3;0
STA_A12;1;A;6.8993;10.7997;5.6764;0;0;3;0
STA_A13;1;A;-0.8228;9.1849;8.5667;0;0;3;0
AP_B;0;B;18.75;5.0;8.9776;0;0;3;1
STA_B1;1;B;12.1454;7.5415;3.2821;0;0;3;0
STA_B2;1;B;20.4551;-3.8888;8.3873;0;0;3;0
STA_B3;1;B;27.0947;8.0658;5.6724;0;0;3;0
STA_B4;1;B;20.6;12.5114;5.8125;0;0;3;0
STA_B5;1;B;10.3989;-0.0368;7.2994;0;0;3;0
STA_B6;1;B;22.8578;1.5824;4.9428;0;0;3;0
STA_B7;1;B;8.9085;5.9317;7.3495;0;0;3;0
STA_B8;1;B;16.8478;10.146;8.2225;0;0;3;0
STA_B9;1;B;10.7928;9.2804;4.8513;0;0;3;0
STA_B10;1;B;17.9148;-3.1568;7.2981;0;0;3;0
STA_B11;1;B;24.46;9.3146;3.0628;0;0;3;0
STA_B12;1;B;9.961;3.3181;5.6659;0;0;3;0
STA_B13;1;B;12.0619;10.8665;3.2768;0;0;3;0
STA_B14;1;B;22.0484;6.0266;5.0259;0;0;3;0
AP_C;0;C;31.25;5.0;5.8823;0;0;1;1
STA_C1;1;C;24.7101;-0.9581;5.8625;0;0;1;0
STA_C2;1;C;26.937;11.5672;4.3103;0;0;1;0
STA_C3;1;C;22.0078;5.3976;4.534;0;0;1;0
STA_C4;1;C;25.6617;-1.2814;9.6468;0;0;1;0
STA_C5;1;C;23.2881;2.1893;7.7133;0;0;1;0
STA_C6;1;C;29.2852;8.6066;8.1986;0;0;1;0
STA_C7;1;C;39.1882;0.2118;7.512;0;0;1;0
STA_C8;1;C;40.7408;6.3896;8.7605;0;0;1;0
STA_C9;1;C;32.4264;6.5536;6.9459;0;0;1;0
AP_D;0;D;43.75;5.0;4.0767;0;0;7;1
STA_D1;1;D;40.5883;-2.6237;3.3958;0;0;7;0
STA_D2;1;D;52.5826;6.6342;3.3196;0;0;7;0
STA_D3;1;D;50.8167;-0.2879;4.6113;0;0;7;0
STA_D4;1;D;39.4035;13.1082;6.2727;0;0;7;0
STA_D5;1;D;46.4731;-2.6599;3.1687;0;0;7;0
STA_D6;1;D;46.3455;0.7581;3.8211;0;0;7;0
STA_D7;1;D;37.5798;3.8078;7.9463;0;0;7;0
STA_D8;1;D;50.9874;1.3784;4.6185;0;0;7;0
STA_D9;1;D;35.0484;9.5609;7.0272;0;0;7;0
AP_E;0;E;6.25;15.0;4.0481;0;0;3;1
STA_E1;1;E;-0.0611;19.4903;8.856;0;0;3;0
STA_E2;1;E;12.8302;7.8778;6.4491;0;0;3;0
STA_E3;1;E;11.0435;18.9002;9.1301;0;0;3;0
STA_E4;1;E;3.3177;17.0851;3.3023;0;0;3;0
STA_E5;1;E;3.6919;19.9303;9.3698;0;0;3;0
STA_E6;1;E;13.3879;16.4959;4.2923;0;0;3;0
STA_E7;1;E;10.816;8.4293;9.6663;0;0;3;0
STA_E8;1;E;6.8702;10.3396;6.6014;0;0;3;0
STA_E9;1;E;0.7259;9.4995;6.3823;0;0;3;0
STA_E10;1;E;-2.8816;14.3978;5.0201;0;0;3;0
STA_E11;1;E;4.3621;23.4091;5.0126;0;0;3;0
AP_F;0;F;18.75;15.0;5.7579;0;0;7;1
STA_F1;1;F;14.5508;13.3429;9.7249;0;0;7;0
STA_F2;1;F;18.0704;17.8511;9.9915;0;0;7;0
STA_F3;1;F;20.5082;11.0737;8.2344;0;0;7;0
STA_F4;1;F;15.4959;22.5051;5.3281;0;0;7;0
STA_F5;1;F;27.4621;11.2605;5.6116;0;0;7;0
STA_F6;1;F;20.849;5.6092;8.2989;0;0;7;0
STA_F7;1;F;26.7399;17.5656;7.0882;0;0;7;0
STA_F8;1;F;23.6459;14.1795;4.7877;0;0;7;0
STA_F9;1;F;23.9711;15.6856;6.3102;0;0;7;0
STA_F10;1;F;23.1521;7.2874;9.9462;0;0;7;0
STA_F11;1;F;15.5418;16.1785;8.0473;0;0;7;0
STA_F12;1;F;16.359;17.7326;7.3445;0;0;7;0
STA_F13;1;F;16.13;5.479;6.8542;0;0;7;0
AP_G;0;G;31.25;15.0;9.6211;0;0;3;1
STA_G1;1;G;37.0952;21.8712;5.0032;0;0;3;0
STA_G2;1;G;27.9938;23.051;8.8188;0;0;3;0
STA_G3;1;G;22.181;11.6732;6.79;0;0;3;0
STA_G4;1;G;31.8961;6.9078;3.7561;0;0;3;0
STA_G5;1;G;24.4526;17.0661;9.9728;0;0;3;0
STA_G6;1;G;25.0689;22.5674;4.2228;0;0;3;0
STA_G7;1;G;27.3148;18.9869;5.8407;0;0;3;0
STA_G8;1;G;30.1917;6.938;8.5848;0;0;3;0
STA_G9;1;G;24.0126;14.538;5.0559;0;0;3;0
STA_G10;1;G;24.3735;15.2991;8.2257;0;0;3;0
STA_G11;1;G;23.2374;11.8193;6.5504;0;0;3;0
STA_G12;1;G;36.0577;18.7959;8.07;0;0;3;0
STA_G13;1;G;37.4207;22.0569;8.4799;0;0;3;0
STA_G14;1;G;40.1979;12.9951;9.1698;0;0;3;0
STA_G15;1;G;21.9489;12.7862;9.7773;0;0;3;0
STA_G16;1;G;25.1439;8.3695;6.6032;0;0;3;0
STA_G17;1;G;26.3052;19.4808;9.828;0;0;3;0
STA_G18;1;G;30.0661;21.6344;8.286;0;0;3;0
STA_G19;1;G;29.1383;19.5525;7.4939;0;0;3;0
AP_H;0;H;43.75;15.0;5.9278;4;4;5;1
STA_H1;1;H;47.0655;21.5466;6.142;4;4;5;0
STA_H2;1;H;45.4121;11.7847;6.2177;4;4;5;0
STA_H3;1;H;40.2862;21.5847;6.1713;4;4;5;0
STA_H4;1;H;41.2883;16.3271;9.7738;4;4;5;0
STA_H5;1;H;43.8859;12.2168;5.6093;4;4;5;0
STA_H6;1;H;50.0876;17.0477;5.0335;4;4;5;0
STA_H7;1;H;46.2474;10.3335;4.4792;4;4;5;0
STA_H8;1;H;50.3279;14.5693;6.9613;4;4;5;0
STA_H9;1;H;38.2507;18.635;6.0547;4;4;5;0
STA_H10;1;H;36.0992;18.6156;5.1147;4;4;5;0
