node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;9.1541;0;0;7;1
STA_A1;1;A;0.6371;2.1115;3.0164;0;0;7;0
STA_A2;1;A;10.0793;4.6887;3.1675;0;0;7;0
STA_A3;1;A;15.8408;6.2751;7.1497;0;0;7;0
STA_A4;1;A;9.6696;0.4321;9.1387;0;0;7;0
STA_A5;1;A;10.819;6.8162;4.1974;0;0;7;0
STA_A6;1;A;14.3447;1.6219;7.3326;0;0;7;0
STA_A7;1;A;6.4648;13.7883;5.942;0;0;7;0
STA_A8;1;A;13.0377;12.0743;5.382;0;0;7;0
STA_A9;1;A;3.6936;7.4097;9.4087;0;0;7;0
STA_A10;1;A;12.0228;0.6021;6.4129;0;0;7;0
STA_A11;1;A;7.5353;11.2758;3.4193;0;0;7;0
STA_A12;1;A;-0.1591;2.8998;7.3456;0;0;7;0
STA_A13;1;A;13.7734;3.7328;8.9365;0;0;7;0
AP_B;0;B;18.75;5.0;5.424;2;2;3;1
STA_B1;1;B;26.9195;7.459;5.424;2;2;3;0
STA_B2;1;B;22.4689;2.5482;5.2798;2;2;3;0
STA_B3;1;B;18.4924;12.3437;7.5686;2;2;3;0
STA_B4;1;B;15.7673;13.3809;4.1009;2;2;3;0
STA_B5;1;B;21.5678;9.7445;8.0986;2;2;3;0
STA_B6;1;B;13.2884;8.0113;4.3068;2;2;3;0
STA_B7;1;B;18.6803;-2.5777;5.6457;2;2;3;0
STA_B8;1;B;15.994;5.2698;6.295;2;2;3;0
STA_B9;1;B;18.5946;9.1791;3.8709;2;2;3;0
STA_B10;1;B;24.2117;0.0472;3.4836;2;2;3;0
STA_B11;1;B;13.8881;11.7418;6.8066;2;2;3;0
STA_B12;1;B;17.5155;0.045;4.2952;2;2;3;0
STA_B13;1;B;25.3561;2.8469;3.2724;2;2;3;0
AP_C;0;C;31.25;5.0;9.93;0;0;3;1
STA_C1;1;C;26.8574;10.1222;7.0696;0;0;3;0
STA_C2;1;C;27.7346;9.5686;4.0799;0;0;3;0
STA_C3;1;C;26.9529;3.5497;4.6721;0;0;3;0
STA_C4;1;C;29.8339;-4.3311;7.1878;0;0;3;0
STA_C5;1;C;29.1724;11.1267;8.4714;0;0;3;0
STA_C6;1;C;22.5499;7.2334;4.942;0;0;3;0
STA_C7;1;C;31.5327;2.7496;6.0544;0;0;3;0
STA_C8;1;C;30.6255;10.0267;4.9515;0;0;3;0
AP_D;0;D;43.75;5.0;5.1299;0;0;3;1
STA_D1;1;D;44.9267;12.6872;3.9684;0;0;3;0
STA_D2;1;D;48.3994;8.7544;4.1482;0;0;3;0
STA_D3;1;D;35.5167;2.2919;9.4731;0;0;3;0
STA_D4;1;D;47.5175;10.3534;5.4495;0;0;3;0
STA_D5;1;D;48.3074;0.7463;5.3226;0;0;3;0
STA_D6;1;D;50.1969;10.1954;9.8913;0;0;3;0
STA_D7;1;D;47.9084;8.2307;9.8792;0;0;3;0
STA_D8;1;D;36.2555;9.1779;5.9706;0;0;3;0
STA_D9;1;D;36.3861;0.8739;5.5221;0;0;3;0
STA_D10;1;D;49.8776;7.8872;6.41;0;0;3;0
STA_D11;1;D;39.473;2.3683;9.7535;0;0;3;0
STA_D12;1;D;45.7232;-3.3689;7.5859;0;0;3;0
AP_E;0;E;6.25;15.0;6.6478;0;0;1;1
STA_E1;1;E;15.1092;17.3614;9.0048;0;0;1;0
STA_E2;1;E;6.7909;20.9825;3.8994;0;0;1;0
STA_E3;1;E;4.76;22.5548;3.0175;0;0;1;0
