node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;8.9029;0;0;1;1
STA_A1;1;A;-0.3417;6.4873;8.6802;0;0;1;0
STA_A2;1;A;8.0701;1.3398;9.3006;0;0;1;0
STA_A3;1;A;10.2311;10.1426;5.1456;0;0;1;0
STA_A4;1;A;0.647;-2.2496;7.2966;0;0;1;0
STA_A5;1;A;11.9694;8.2365;7.7271;0;0;1;0
STA_A6;1;A;9.5228;7.9413;7.1443;0;0;1;0
STA_A7;1;A;15.2238;7.0173;4.0259;0;0;1;0
STA_A8;1;A;16.1366;5.5729;6.9219;0;0;1;0
STA_A9;1;A;7.3798;14.7395;9.36;0;0;1;0
STA_A10;1;A;2.3082;0.285;3.3545;0;0;1;0
STA_A11;1;A;2.9532;13.2339;8.3685;0;0;1;0
STA_A12;1;A;1.0441;8.4116;5.2686;0;0;1;0
STA_A13;1;A;-3.4699;4.8984;8.3627;0;0;1;0
STA_A14;1;A;15.9251;5.3911;8.2917;0;0;1;0
STA_A15;1;A;-1.4744;4.4786;8.2337;0;0;1;0
STA_A16;1;A;12.0442;9.7946;4.8468;0;0;1;0
STA_A17;1;A;8.5876;0.221;6.729;0;0;1;0
STA_A18;1;A;8.5702;-2.4408;9.2366;0;0;1;0
AP_B;0;B;18.75;5.0;5.5287;0;0;7;1
STA_B1;1;B;17.1156;14.7804;8.6858;0;0;7;0
STA_B2;1;B;17.0761;14.7444;5.7403;0;0;7;0
STA_B3;1;B;17.315;10.2749;7.2897;0;0;7;0
STA_B4;1;B;25.8913;9.4296;8.4079;0;0;7;0
STA_B5;1;B;24.061;11.0011;3.8343;0;0;7;0
STA_B6;1;B;22.7026;6.0451;8.7257;0;0;7;0
STA_B7;1;B;18.8939;13.6584;8.0176;0;0;7;0
STA_B8;1;B;21.6133;8.6374;4.8123;0;0;7;0
STA_B9;1;B;20.8857;-4.4065;6.7903;0;0;7;0
STA_B10;1;B;25.3939;2.4034;7.7201;0;0;7;0
STA_B11;1;B;14.6468;12.7829;6.3676;0;0;7;0
AP_C;0;C;31.25;5.0;9.5104;4;4;5;1
STA_C1;1;C;35.39;4.539;4.7194;4;4;5;0
STA_C2;1;C;34.8048;-0.3773;4.9858;4;4;5;0
STA_C3;1;C;30.7966;-4.0559;4.6893;4;4;5;0
STA_C4;1;C;30.7437;-2.1098;6.5906;4;4;5;0
STA_C5;1;C;22.1114;7.2113;8.4969;4;4;5;0
STA_C6;1;C;35.5133;11.4295;5.3856;4;4;5;0
STA_C7;1;C;38.8432;-0.1011;5.3524;4;4;5;0
STA_C8;1;C;31.8009;13.7626;8.7638;4;4;5;0
STA_C9;1;C;30.3618;-3.5228;8.497;4;4;5;0
STA_C10;1;C;29.9489;-2.2591;7.0459;4;4;5;0
STA_C11;1;C;34.1601;9.0375;9.9127;4;4;5;0
STA_C12;1;C;37.6201;-1.5176;7.2951;4;4;5;0
STA_C13;1;C;33.7848;-0.7682;6.938;4;4;5;0
STA_C14;1;C;36.164;1.3494;9.942;4;4;5;0
AP_D;0;D;43.75;5.0;8.8647;0;0;7;1
STA_D1;1;D;40.4334;1.9524;7.9136;0;0;7;0
STA_D2;1;D;39.1672;-2.2748;7.6833;0;0;7;0
STA_D3;1;D;35.8292;2.7175;6.1514;0;0;7;0
STA_D4;1;D;49.2405;-3.0897;7.5088;0;0;7;0
STA_D5;1;D;46.1049;9.3112;6.3765;0;0;7;0
STA_D6;1;D;39.0111;3.8898;8.9067;0;0;7;0
STA_D7;1;D;39.3772;8.9997;9.0553;0;0;7;0
STA_D8;1;D;44.5064;0.5472;3.7045;0;0;7;0
STA_D9;1;D;39.4605;-2.5213;5.2881;0;0;7;0
STA_D10;1;D;52.013;3.8062;5.8544;0;0;7;0
STA_D11;1;D;51.391;-1.4099;6.5785;0;0;7;0
STA_D12;1;D;42.0574;-4.2131;5.2809;0;0;7;0
AP_E;0;E;6.25;15.0;8.498;2;2;3;1
STA_E1;1;E;3.2326;8.4349;7.3327;2;2;3;0
STA_E2;1;E;11.1878;17.6124;7.4;2;2;3;0
STA_E3;1;E;11.5626;8.5401;4.3396;2;2;3;0
STA_E4;1;E;-0.477;9.4723;8.5954;2;2;3;0
STA_E5;1;E;8.5057;18.1827;3.3298;2;2;3;0
STA_E6;1;E;0.0145;16.1215;6.5548;2;2;3;0
STA_E7;1;E;7.9355;24.6004;8.4038;2;2;3;0
STA_E8;1;E;4.4004;23.7582;3.3011;2;2;3;0
STA_E9;1;E;10.1236;15.66;6.4144;2;2;3;0
AP_F;0;F;18.75;15.0;3.844;0;0;3;1
STA_F1;1;F;19.2687;8.7636;5.1671;0;0;3;0
STA_F2;1;F;17.4084;16.6691;8.2458;0;0;3;0
STA_F3;1;F;20.0995;7.94;5.5963;0;0;3;0
STA_F4;1;F;12.0354;12.6482;4.7592;0;0;3;0
STA_F5;1;F;22.2386;11.9559;5.0361;0;0;3;0
STA_F6;1;F;23.1332;23.1281;8.8296;0;0;3;0
STA_F7;1;F;27.3857;15.2802;7.7741;0;0;3;0
STA_F8;1;F;16.2863;13.1055;8.0341;0;0;3;0
STA_F9;1;F;26.117;15.8698;8.8094;0;0;3;0
STA_F10;1;F;25.185;8.0227;3.4215;0;0;3;0
AP_G;0;G;31.25;15.0;3.5994;0;0;3;1
STA_G1;1;G;29.2189;20.9144;6.222;0;0;3;0
STA_G2;1;G;31.7074;24.3889;8.5696;0;0;3;0
STA_G3;1;G;23.6731;18.7188;3.5045;0;0;3;0
STA_G4;1;G;31.2688;22.0345;3.5281;0;0;3;0
STA_G5;1;G;24.6838;20.8846;4.731;0;0;3;0
STA_G6;1;G;36.6981;8.2756;8.8095;0;0;3;0
STA_G7;1;G;39.5573;12.4838;3.9648;0;0;3;0
STA_G8;1;G;38.6752;16.2235;4.6882;0;0;3;0
STA_G9;1;G;39.6866;12.6973;4.577;0;0;3;0
STA_G10;1;G;40.3194;16.2127;3.5449;0;0;3;0
STA_G11;1;G;35.1334;24.047;9.3071;0;0;3;0
STA_G12;1;G;36.3722;13.6923;7.9481;0;0;3;0
STA_G13;1;G;26.4808;10.3459;6.8421;0;0;3;0
STA_G14;1;G;22.6063;10.0557;7.3571;0;0;3;0
STA_G15;1;G;33.1938;11.4326;3.5453;0;0;3;0
STA_G16;1;G;25.3176;9.819;8.8947;0;0;3;0
STA_G17;1;G;32.6691;12.3709;3.0586;0;0;3;0
STA_G18;1;G;36.2183;16.6073;4.7715;0;0;3;0
STA_G19;1;G;26.1661;8.1505;6.2898;0;0;3;0
STA_G20;1;G;27.5374;16.1465;9.5528;0;0;3;0
AP_H;0;H;43.75;15.0;8.7598;6;6;7;1
STA_H1;1;H;42.1875;15.5513;9.7317;6;6;7;0
STA_H2;1;H;47.3476;22.6609;9.1926;6;6;7;0
STA_H3;1;H;51.3713;10.4938;4.1922;6;6;7;0
STA_H4;1;H;50.8778;18.2112;9.534;6;6;7;0
STA_H5;1;H;40.0671;10.0832;7.7876;6;6;7;0
STA_H6;1;H;37.412;20.5091;8.1343;6;6;7;0
STA_H7;1;H;44.5795;9.1447;3.318;6;6;7;0
STA_H8;1;H;36.0797;17.254;6.9877;6;6;7;0
STA_H9;1;H;47.587;9.908;7.1883;6;6;7;0
