node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;6.1277;0;0;1;1
STA_A1;1;A;-2.6949;9.3223;3.4554;0;0;1;0
STA_A2;1;A;5.0715;11.3698;5.9059;0;0;1;0
STA_A3;1;A;2.6247;0.4438;3.0394;0;0;1;0
STA_A4;1;A;8.4385;1.4724;8.3477;0;0;1;0
STA_A5;1;A;2.304;5.1367;9.4147;0;0;1;0
STA_A6;1;A;10.782;12.8175;3.5502;0;0;1;0
STA_A7;1;A;8.6467;14.3214;7.8476;0;0;1;0
STA_A8;1;A;5.027;10.0264;7.5203;0;0;1;0
STA_A9;1;A;9.4819;3.3785;7.7959;0;0;1;0
STA_A10;1;A;11.1933;2.4026;4.4084;0;0;1;0
STA_A11;1;A;11.0097;6.8568;6.5328;0;0;1;0
STA_A12;1;A;13.9033;2.3928;5.0886;0;0;1;0
STA_A13;1;A;1.603;12.113;6.1409;0;0;1;0
STA_A14;1;A;1.792;-0.7225;4.3131;0;0;1;0
STA_A15;1;A;5.5239;11.1176;4.2318;0;0;1;0
STA_A16;1;A;0.2966;7.5518;8.429;0;0;1;0
STA_A17;1;A;6.7734;-4.7368;5.9469;0;0;1;0
STA_A18;1;A;2.5335;-1.3154;3.3458;0;0;1;0
AP_B;0;B;18.75;5.0;3.7621;4;4;5;1
STA_B1;1;B;15.4625;-1.3352;9.9806;4;4;5;0
STA_B2;1;B;20.869;-1.1718;4.9432;4;4;5;0
STA_B3;1;B;17.2321;13.8546;5.9324;4;4;5;0
STA_B4;1;B;19.1657;-1.554;4.3662;4;4;5;0
STA_B5;1;B;13.5645;-0.1485;3.957;4;4;5;0
STA_B6;1;B;20.383;3.7595;4.5403;4;4;5;0
STA_B7;1;B;12.9465;4.224;9.4448;4;4;5;0
STA_B8;1;B;19.3923;-3.1999;3.7806;4;4;5;0
STA_B9;1;B;22.5264;-4.2254;9.0033;4;4;5;0
STA_B10;1;B;23.9713;10.0715;5.7783;4;4;5;0
STA_B11;1;B;26.365;9.644;5.4102;4;4;5;0
STA_B12;1;B;22.2387;10.8674;9.635;4;4;5;0
STA_B13;1;B;16.9341;-3.9199;9.0016;4;4;5;0
STA_B14;1;B;20.7569;0.5875;6.3417;4;4;5;0
STA_B15;1;B;13.9344;-3.7341;4.486;4;4;5;0
STA_B16;1;B;19.9758;8.2539;7.3078;4;4;5;0
AP_C;0;C;31.25;5.0;6.7569;0;0;7;1
STA_C1;1;C;29.6875;3.0265;7.4879;0;0;7;0
STA_C2;1;C;31.0207;11.2496;7.7602;0;0;7;0
STA_C3;1;C;23.9504;2.6964;8.057;0;0;7;0
STA_C4;1;C;32.9822;4.9514;8.4823;0;0;7;0
STA_C5;1;C;26.7922;13.6299;9.1642;0;0;7;0
STA_C6;1;C;37.0926;1.6128;9.2375;0;0;7;0
STA_C7;1;C;30.0501;-2.933;4.0725;0;0;7;0
STA_C8;1;C;26.6289;0.9908;9.3709;0;0;7;0
STA_C9;1;C;34.6743;7.997;7.7176;0;0;7;0
STA_C10;1;C;24.1058;3.819;3.8552;0;0;7;0
STA_C11;1;C;23.6408;2.1979;3.4699;0;0;7;0
STA_C12;1;C;33.5828;6.2367;3.8676;0;0;7;0
STA_C13;1;C;28.8452;7.3161;5.087;0;0;7;0
STA_C14;1;C;31.3679;2.4911;4.8077;0;0;7;0
STA_C15;1;C;28.2616;11.0523;9.9987;0;0;7;0
STA_C16;1;C;24.7693;8.1618;6.388;0;0;7;0
STA_C17;1;C;31.0042;9.3452;5.9313;0;0;7;0
STA_C18;1;C;39.7135;5.7266;7.1499;0;0;7;0
AP_D;0;D;43.75;5.0;5.1883;4;4;5;1
STA_D1;1;D;43.4521;10.1804;5.1715;4;4;5;0
STA_D2;1;D;42.7948;9.9807;6.6463;4;4;5;0
STA_D3;1;D;50.3043;6.6359;6.368;4;4;5;0
STA_D4;1;D;42.2119;-3.0137;6.3453;4;4;5;0
STA_D5;1;D;39.7497;-1.5475;9.7117;4;4;5;0
STA_D6;1;D;42.8885;-1.4642;5.7542;4;4;5;0
STA_D7;1;D;44.8983;-2.2751;9.7289;4;4;5;0
STA_D8;1;D;48.5875;9.8563;4.7955;4;4;5;0
STA_D9;1;D;35.5825;0.2624;5.1002;4;4;5;0
STA_D10;1;D;34.7161;5.2978;4.977;4;4;5;0
STA_D11;1;D;39.7352;6.5904;5.1557;4;4;5;0
STA_D12;1;D;52.5078;3.2502;7.8532;4;4;5;0
STA_D13;1;D;40.1766;7.8184;4.1469;4;4;5;0
STA_D14;1;D;50.3394;-2.431;9.0075;4;4;5;0
STA_D15;1;D;40.0971;-0.1209;8.3184;4;4;5;0
STA_D16;1;D;51.5943;10.4248;5.9759;4;4;5;0
STA_D17;1;D;41.2295;7.4726;8.9323;4;4;5;0
AP_E;0;E;6.25;15.0;3.5576;0;0;3;1
STA_E1;1;E;8.1591;24.3451;7.808;0;0;3;0
STA_E2;1;E;0.2524;11.1688;9.8329;0;0;3;0
STA_E3;1;E;-1.6069;9.0534;7.972;0;0;3;0
STA_E4;1;E;12.1992;18.1213;7.1873;0;0;3;0
STA_E5;1;E;12.9121;21.7169;9.1663;0;0;3;0
STA_E6;1;E;14.316;9.951;3.8881;0;0;3;0
STA_E7;1;E;7.6079;9.1555;8.0587;0;0;3;0
STA_E8;1;E;3.8501;18.1601;7.1941;0;0;3;0
AP_F;0;F;18.75;15.0;3.2283;0;0;7;1
STA_F1;1;F;20.3076;24.4499;7.8616;0;0;7;0
STA_F2;1;F;13.3922;22.2794;8.2047;0;0;7;0
STA_F3;1;F;13.7162;23.2491;5.1575;0;0;7;0
STA_F4;1;F;16.1997;24.5031;6.1347;0;0;7;0
STA_F5;1;F;21.2497;24.0547;8.3904;0;0;7;0
STA_F6;1;F;23.7563;19.1246;7.5251;0;0;7;0
STA_F7;1;F;25.0444;19.8418;8.8184;0;0;7;0
STA_F8;1;F;27.4129;16.0838;6.5201;0;0;7;0
STA_F9;1;F;15.2426;9.9157;8.64;0;0;7;0
STA_F10;1;F;28.4124;17.4388;9.2804;0;0;7;0
STA_F11;1;F;12.7281;16.455;3.2667;0;0;7;0
STA_F12;1;F;22.124;22.9886;4.498;0;0;7;0
STA_F13;1;F;22.5605;17.9335;7.5978;0;0;7;0
STA_F14;1;F;18.4166;9.1444;6.6584;0;0;7;0
STA_F15;1;F;17.7571;24.6072;4.3296;0;0;7;0
AP_G;0;G;31.25;15.0;5.7592;2;2;3;1
STA_G1;1;G;28.1445;16.1849;6.2211;2;2;3;0
STA_G2;1;G;32.4041;22.4953;4.2789;2;2;3;0
STA_G3;1;G;37.1402;19.863;4.2389;2;2;3;0
STA_G4;1;G;23.0261;11.0266;4.8256;2;2;3;0
STA_G5;1;G;34.6568;9.9236;4.1894;2;2;3;0
STA_G6;1;G;29.4359;6.2277;7.9674;2;2;3;0
STA_G7;1;G;36.5392;21.1924;9.1325;2;2;3;0
STA_G8;1;G;23.9178;11.322;3.7894;2;2;3;0
STA_G9;1;G;28.0208;18.6393;8.7076;2;2;3;0
STA_G10;1;G;34.5347;18.7544;7.6521;2;2;3;0
STA_G11;1;G;39.7258;11.721;9.2681;2;2;3;0
STA_G12;1;G;39.6287;11.0334;7.5629;2;2;3;0
STA_G13;1;G;40.2098;13.1114;8.2517;2;2;3;0
STA_G14;1;G;23.2141;14.0888;3.1862;2;2;3;0
AP_H;0;H;43.75;15.0;3.7902;0;0;3;1
STA_H1;1;H;42.2156;6.9173;9.6157;0;0;3;0
STA_H2;1;H;42.3459;5.2708;7.4842;0;0;3;0
STA_H3;1;H;51.4227;10.6987;5.2529;0;0;3;0
STA_H4;1;H;41.1794;21.3279;9.5385;0;0;3;0
STA_H5;1;H;42.3292;17.0318;8.5663;0;0;3;0
STA_H6;1;H;50.5829;16.6767;5.2158;0;0;3;0
STA_H7;1;H;38.7917;8.4814;5.0748;0;0;3;0
STA_H8;1;H;37.3016;7.7193;6.9352;0;0;3;0
STA_H9;1;H;34.1704;15.7156;3.1438;0;0;3;0
STA_H10;1;H;36.3143;13.9272;6.8819;0;0;3;0
