node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
AP_A;0;A;6.25;5.0;6.9877;0;0;3;1
STA_A1;1;A;11.956;12.3525;8.0929;0;0;3;0
STA_A2;1;A;15.9176;5.5256;5.1092;0;0;3;0
STA_A3;1;A;10.5252;2.7406;9.7186;0;0;3;0
STA_A4;1;A;13.4431;-1.0518;3.5023;0;0;3;0
STA_A5;1;A;-3.3281;3.625;4.3955;0;0;3;0
STA_A6;1;A;-2.6778;6.1184;3.4933;0;0;3;0
STA_A7;1;A;0.827;7.8738;7.2059;0;0;3;0
STA_A8;1;A;-3.4557;3.2157;3.9632;0;0;3;0
STA_A9;1;A;-1.2113;4.8001;5.8916;0;0;3;0
STA_A10;1;A;10.6238;9.2259;3.8344;0;0;3;0
AP_B;0;B;18.75;5.0;4.2163;0;0;7;1
STA_B1;1;B;13.4948;9.0566;5.7094;0;0;7;0
STA_B2;1;B;24.0174;-1.501;3.1008;0;0;7;0
STA_B3;1;B;11.5644;2.9044;8.1152;0;0;7;0
STA_B4;1;B;23.5668;5.2051;9.4087;0;0;7;0
STA_B5;1;B;23.4248;13.5306;5.0886;0;0;7;0
STA_B6;1;B;22.3385;0.2867;4.934;0;0;7;0
STA_B7;1;B;20.0105;7.947;6.9608;0;0;7;0
STA_B8;1;B;20.8295;5.6411;5.011;0;0;7;0
STA_B9;1;B;19.1678;-2.8382;8.9318;0;0;7;0
AP_C;0;C;31.25;5.0;6.5588;0;0;7;1
STA_C1;1;C;25.8237;3.5174;7.691;0;0;7;0
STA_C2;1;C;25.3514;11.3484;4.5271;0;0;7;0
STA_C3;1;C;37.1856;3.2665;6.9254;0;0;7;0
STA_C4;1;C;41.2426;4.8599;5.5202;0;0;7;0
STA_C5;1;C;30.4768;11.489;6.0033;0;0;7;0
STA_C6;1;C;21.7046;3.8371;7.6555;0;0;7;0
STA_C7;1;C;31.0627;14.4801;6.4122;0;0;7;0
STA_C8;1;C;39.1213;9.3826;6.3599;0;0;7;0
STA_C9;1;C;31.4114;10.2045;6.0515;0;0;7;0
STA_C10;1;C;23.4151;0.8617;8.4138;0;0;7;0
STA_C11;1;C;37.5169;4.9211;7.8817;0;0;7;0
STA_C12;1;C;26.5299;13.2194;4.7401;0;0;7;0
STA_C13;1;C;30.4994;1.2479;6.2745;0;0;7;0
STA_C14;1;C;25.0943;12.2788;4.0985;0;0;7;0
STA_C15;1;C;38.8298;8.9116;4.2078;0;0;7;0
STA_C16;1;C;26.6875;7.482;6.8822;0;0;7;0
STA_C17;1;C;25.1531;-1.9519;8.7992;0;0;7;0
STA_C18;1;C;37.7;3.9194;6.0492;0;0;7;0
STA_C19;1;C;28.6899;11.3518;7.958;0;0;7;0
STA_C20;1;C;32.3697;6.6552;4.3114;0;0;7;0
AP_D;0;D;43.75;5.0;6.9209;0;0;7;1
STA_D1;1;D;48.9647;10.1636;9.234;0;0;7;0
STA_D2;1;D;43.631;14.6046;9.1474;0;0;7;0
STA_D3;1;D;48.0054;6.0682;7.3606;0;0;7;0
STA_D4;1;D;42.5784;2.0734;7.5388;0;0;7;0
STA_D5;1;D;49.3494;10.8674;8.9203;0;0;7;0
STA_D6;1;D;42.4276;13.1929;3.5455;0;0;7;0
STA_D7;1;D;41.6884;-2.1246;8.0403;0;0;7;0
STA_D8;1;D;43.6583;-4.9875;9.2465;0;0;7;0
STA_D9;1;D;42.0129;9.5025;6.0769;0;0;7;0
STA_D10;1;D;36.3227;7.0018;5.8544;0;0;7;0
STA_D11;1;D;51.2954;2.6858;7.1689;0;0;7;0
STA_D12;1;D;41.4006;9.9274;7.0671;0;0;7;0
STA_D13;1;D;43.3694;12.1453;3.1413;0;0;7;0
STA_D14;1;D;47.4988;8.7319;3.4002;0;0;7;0
STA_D15;1;D;43.9481;10.0798;8.0552;0;0;7;0
STA_D16;1;D;45.4615;8.9951;7.0948;0;0;7;0
STA_D17;1;D;49.5854;8.8335;7.2816;0;0;7;0
AP_E;0;E;6.25;15.0;6.7178;4;4;5;1
STA_E1;1;E;9.1203;9.4137;6.3993;4;4;5;0
STA_E2;1;E;9.212;5.826;6.7653;4;4;5;0
STA_E3;1;E;12.1545;14.756;7.0684;4;4;5;0
STA_E4;1;E;4.1746;22.3077;3.8624;4;4;5;0
STA_E5;1;E;-0.8437;13.082;3.8504;4;4;5;0
STA_E6;1;E;13.8064;11.0402;3.9618;4;4;5;0
STA_E7;1;E;4.4411;18.3109;9.637;4;4;5;0
STA_E8;1;E;-0.4953;17.0245;9.7459;4;4;5;0
STA_E9;1;E;8.0322;13.2368;6.5452;4;4;5;0
STA_E10;1;E;-0.5249;21.3275;6.8177;4;4;5;0
STA_E11;1;E;12.868;16.0547;6.1837;4;4;5;0
STA_E12;1;E;2.5506;15.6849;4.584;4;4;5;0
STA_E13;1;E;6.4739;5.3168;5.2445;4;4;5;0
STA_E14;1;E;10.3698;16.4971;5.7713;4;4;5;0
AP_F;0;F;18.75;15.0;6.8825;0;0;7;1
STA_F1;1;F;15.9675;15.039;6.6074;0;0;7;0
STA_F2;1;F;18.0506;7.928;9.5313;0;0;7;0
STA_F3;1;F;16.5972;23.1982;9.2529;0;0;7;0
STA_F4;1;F;12.195;19.2831;6.8015;0;0;7;0
STA_F5;1;F;17.6233;17.3811;6.5074;0;0;7;0
STA_F6;1;F;22.9504;18.9474;6.7515;0;0;7;0
STA_F7;1;F;15.9577;22.158;5.4944;0;0;7;0
STA_F8;1;F;17.1747;10.5442;3.2908;0;0;7;0
STA_F9;1;F;24.6598;13.6476;8.4315;0;0;7;0
STA_F10;1;F;16.1665;20.3208;6.4589;0;0;7;0
STA_F11;1;F;17.7266;24.153;4.4499;0;0;7;0
STA_F12;1;F;21.3162;7.9375;8.0014;0;0;7;0
STA_F13;1;F;16.4902;5.3133;8.1889;0;0;7;0
STA_F14;1;F;27.5318;12.5686;9.2121;0;0;7;0
AP_G;0;G;31.25;15.0;6.5354;0;0;7;1
STA_G1;1;G;34.7362;15.72;3.9454;0;0;7;0
STA_G2;1;G;34.1257;5.9686;4.8707;0;0;7;0
STA_G3;1;G;25.7105;17.7423;6.4465;0;0;7;0
STA_G4;1;G;26.3774;17.092;3.9725;0;0;7;0
STA_G5;1;G;33.2;11.1033;6.8589;0;0;7;0
STA_G6;1;G;31.3546;18.4461;8.117;0;0;7;0
STA_G7;1;G;34.1563;24.5358;9.4892;0;0;7;0
STA_G8;1;G;27.7374;11.7949;3.2201;0;0;7;0
STA_G9;1;G;37.5734;17.3848;7.6031;0;0;7;0
STA_G10;1;G;33.2821;23.442;9.9405;0;0;7;0
STA_G11;1;G;31.6057;23.025;5.2097;0;0;7;0
STA_G12;1;G;24.5601;8.4807;4.4313;0;0;7;0
AP_H;0;H;43.75;15.0;3.3673;6;6;7;1
STA_H1;1;H;41.9739;12.5744;9.3896;6;6;7;0
STA_H2;1;H;46.9006;20.2537;9.5234;6;6;7;0
STA_H3;1;H;52.1281;15.8517;7.0468;6;6;7;0
STA_H4;1;H;39.9446;23.4298;8.9488;6;6;7;0
