node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 8.8224 2 3
STA_A1 1 A 7.1902 1.6065 6.6056 2 3
STA_A2 1 A 4.7973 14.8359 5.29 2 3
STA_A3 1 A 3.4517 9.823 7.8628 2 3
STA_A4 1 A -0.6887 10.2916 4.2132 2 3
STA_A5 1 A 0.7465 4.4872 7.7474 2 3
STA_A6 1 A 2.1425 3.8086 9.7087 2 3
STA_A7 1 A 2.0559 -0.3787 8.384 2 3
STA_A8 1 A 1.7634 12.7281 6.8252 2 3
STA_A9 1 A 1.0718 4.1397 9.0901 2 3
STA_A10 1 A 1.6554 13.4853 8.5398 2 3
STA_A11 1 A 14.2676 2.5835 8.0019 2 3
STA_A12 1 A 6.6541 -1.6348 7.803 2 3
STA_A13 1 A 5.1502 2.8628 9.7171 2 3
STA_A14 1 A 3.1851 1.6034 6.3541 2 3
STA_A15 1 A 4.6219 -0.5034 6.2229 2 3
STA_A16 1 A 1.9339 -0.3772 6.9628 2 3
STA_A17 1 A 5.9515 -4.5972 6.7384 2 3
STA_A18 1 A 11.4848 8.1368 5.6503 2 3
STA_A19 1 A 6.2969 12.7733 3.3668 2 3
AP_B 0 B 18.75 5.0 9.0988 0 1
STA_B1 1 B 12.9656 5.5297 7.0733 0 1
STA_B2 1 B 11.7022 4.7903 9.3554 0 1
STA_B3 1 B 23.8033 12.5303 4.7943 0 1
STA_B4 1 B 13.3928 7.1273 7.7723 0 1
STA_B5 1 B 15.3853 -1.9747 5.3001 0 1
STA_B6 1 B 17.5264 12.2329 7.0441 0 1
STA_B7 1 B 22.0814 12.3619 5.7185 0 1
STA_B8 1 B 23.0628 -0.1854 8.3466 0 1
STA_B9 1 B 20.5459 13.4598 5.3598 0 1
STA_B10 1 B 12.3193 -0.3176 6.226 0 1
AP_C 0 C 31.25 5.0 7.8739 6 7
STA_C1 1 C 28.0421 8.855 3.21 6 7
STA_C2 1 C 39.3287 5.1051 3.8974 6 7
STA_C3 1 C 28.8719 3.0663 9.0057 6 7
STA_C4 1 C 28.643 -1.0699 4.2832 6 7
STA_C5 1 C 25.4425 3.0416 8.5882 6 7
STA_C6 1 C 33.6573 6.457 6.3416 6 7
STA_C7 1 C 27.4788 1.6022 7.8425 6 7
STA_C8 1 C 28.4616 5.8245 3.7149 6 7
STA_C9 1 C 26.9008 -0.3714 5.468 6 7
STA_C10 1 C 32.7804 12.2888 8.009 6 7
STA_C11 1 C 24.7228 8.8537 6.9431 6 7
STA_C12 1 C 21.8231 6.8461 8.4319 6 7
STA_C13 1 C 30.7164 -2.4946 8.965 6 7
AP_D 0 D 43.75 5.0 3.8701 6 7
STA_D1 1 D 43.9442 -1.7393 4.09 6 7
STA_D2 1 D 38.5578 3.2844 7.9671 6 7
STA_D3 1 D 48.294 9.1401 5.3082 6 7
STA_D4 1 D 52.3235 7.3327 7.88 6 7
STA_D5 1 D 48.4392 -2.6163 9.0131 6 7
STA_D6 1 D 47.0128 -3.4258 9.5302 6 7
STA_D7 1 D 42.4325 0.526 6.2417 6 7
STA_D8 1 D 40.8926 12.258 8.3727 6 7
STA_D9 1 D 39.844 6.7912 9.1234 6 7
STA_D10 1 D 40.5366 -3.267 9.9425 6 7
STA_D11 1 D 46.4055 12.5272 7.9908 6 7
STA_D12 1 D 51.0057 4.1994 3.121 6 7
STA_D13 1 D 43.9022 11.2098 9.5983 6 7
STA_D14 1 D 38.9679 5.8762 3.7936 6 7
STA_D15 1 D 43.7431 8.1944 9.1896 6 7
STA_D16 1 D 35.7567 3.481 6.6773 6 7
AP_E 0 E 6.25 15.0 8.9296 0 7
STA_E1 1 E -3.4 12.6181 7.1303 0 7
STA_E2 1 E 3.7529 14.5814 6.05 0 7
STA_E3 1 E 3.3802 10.3357 9.9883 0 7
STA_E4 1 E 11.5553 10.1792 4.7787 0 7
STA_E5 1 E 11.8684 8.6697 9.3921 0 7
STA_E6 1 E 2.6185 9.719 9.0392 0 7
STA_E7 1 E 5.1932 11.9287 6.5607 0 7
STA_E8 1 E -2.4084 13.8261 5.1944 0 7
STA_E9 1 E 10.9134 7.6302 4.3965 0 7
STA_E10 1 E 7.8172 20.8907 7.8242 0 7
STA_E11 1 E 7.425 10.3564 7.508 0 7
STA_E12 1 E 9.3957 20.2327 4.0836 0 7
STA_E13 1 E 0.3361 15.8181 8.6606 0 7
AP_F 0 F 18.75 15.0 6.6522 4 5
STA_F1 1 F 19.7803 23.7751 3.1503 4 5
STA_F2 1 F 19.2123 12.1466 9.9945 4 5
STA_F3 1 F 20.7038 24.1529 8.4304 4 5
STA_F4 1 F 19.3231 7.6812 6.1502 4 5
STA_F5 1 F 13.5559 16.613 5.898 4 5
STA_F6 1 F 15.3967 20.0659 7.9425 4 5
STA_F7 1 F 14.0577 8.2616 9.1457 4 5
STA_F8 1 F 23.9864 18.1751 7.3197 4 5
STA_F9 1 F 23.1009 14.4387 4.4557 4 5
STA_F10 1 F 16.2838 15.0836 4.8761 4 5
STA_F11 1 F 13.7474 8.9313 8.3389 4 5
STA_F12 1 F 15.1826 12.3952 3.7317 4 5
STA_F13 1 F 16.0547 9.9686 7.096 4 5
STA_F14 1 F 25.9423 18.0739 8.9398 4 5
STA_F15 1 F 11.1077 16.664 6.0235 4 5
STA_F16 1 F 21.001 23.9635 3.0998 4 5
STA_F17 1 F 10.815 15.183 4.5811 4 5
STA_F18 1 F 26.0935 16.1626 6.2699 4 5
STA_F19 1 F 25.7076 21.4617 9.688 4 5
AP_G 0 G 31.25 15.0 7.5438 0 3
STA_G1 1 G 25.0499 7.5184 9.4561 0 3
STA_G2 1 G 37.2065 15.0836 4.2118 0 3
STA_G3 1 G 27.1847 8.4935 6.3192 0 3
STA_G4 1 G 29.3589 13.5393 5.7899 0 3
STA_G5 1 G 30.984 8.5131 6.4533 0 3
STA_G6 1 G 35.0492 23.0817 7.9455 0 3
STA_G7 1 G 38.7564 11.9742 5.86 0 3
STA_G8 1 G 23.7386 18.1706 4.1249 0 3
STA_G9 1 G 30.3344 6.1444 4.3609 0 3
STA_G10 1 G 28.5263 10.5816 8.0732 0 3
STA_G11 1 G 25.1391 18.0288 9.7955 0 3
STA_G12 1 G 32.4023 21.6413 6.8209 0 3
STA_G13 1 G 28.8805 15.7247 9.1182 0 3
STA_G14 1 G 36.903 8.8071 7.4896 0 3
STA_G15 1 G 24.0928 13.7764 8.1501 0 3
STA_G16 1 G 25.8021 10.4492 5.3113 0 3
STA_G17 1 G 33.7759 6.187 6.2181 0 3
STA_G18 1 G 37.742 19.7058 9.0908 0 3
STA_G19 1 G 26.6909 22.3003 6.0693 0 3
STA_G20 1 G 34.8711 14.4766 4.8036 0 3
AP_H 0 H 43.75 15.0 4.4716 2 3
STA_H1 1 H 45.9812 20.2118 4.2738 2 3
STA_H2 1 H 50.4604 10.96 3.0441 2 3
STA_H3 1 H 51.4533 18.7664 3.7569 2 3
STA_H4 1 H 43.6832 22.8817 7.6296 2 3
STA_H5 1 H 41.9234 18.6716 3.3662 2 3
STA_H6 1 H 42.1261 7.2104 3.032 2 3
STA_H7 1 H 52.945 15.6073 3.6319 2 3
STA_H8 1 H 37.3561 20.7438 5.7402 2 3
STA_H9 1 H 39.3957 19.0449 4.1293 2 3
STA_H10 1 H 43.6619 5.1739 8.9812 2 3
STA_H11 1 H 46.1011 8.3542 9.2651 2 3
STA_H12 1 H 46.6592 19.6763 6.9297 2 3
STA_H13 1 H 52.2104 19.3 9.7433 2 3
STA_H14 1 H 47.4815 7.8844 9.8063 2 3
STA_H15 1 H 39.7746 7.6895 5.7456 2 3
STA_H16 1 H 47.1065 23.4288 9.1514 2 3
STA_H17 1 H 40.1601 20.0825 9.899 2 3
STA_H18 1 H 50.1797 11.3687 3.2613 2 3
STA_H19 1 H 41.9491 9.7258 4.7921 2 3
