node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 9.0312 4 5
STA_A1 1 A 1.8348 3.9357 7.7936 4 5
STA_A2 1 A 13.9654 1.1089 6.3561 4 5
STA_A3 1 A 14.0375 7.7586 5.6309 4 5
STA_A4 1 A 3.806 -3.2423 6.2934 4 5
STA_A5 1 A 11.4451 11.8699 8.6823 4 5
STA_A6 1 A 2.918 12.0476 4.973 4 5
STA_A7 1 A 1.2981 6.1874 3.2145 4 5
STA_A8 1 A 3.6287 2.0991 4.1501 4 5
STA_A9 1 A 5.3349 14.5823 7.3871 4 5
STA_A10 1 A -2.0173 2.5165 5.7463 4 5
STA_A11 1 A 0.2846 -1.8494 7.8895 4 5
STA_A12 1 A 15.4496 7.2604 6.3668 4 5
STA_A13 1 A 8.8941 14.2721 7.8281 4 5
STA_A14 1 A 8.5786 -1.7149 3.1069 4 5
AP_B 0 B 18.75 5.0 5.2304 0 7
STA_B1 1 B 23.6794 -3.447 4.2607 0 7
STA_B2 1 B 15.7078 6.689 3.8895 0 7
STA_B3 1 B 17.9962 1.9583 9.4344 0 7
STA_B4 1 B 17.4425 -2.2255 8.6406 0 7
STA_B5 1 B 14.3833 -1.0819 6.0289 0 7
STA_B6 1 B 24.1478 0.6413 8.2041 0 7
STA_B7 1 B 20.1522 0.8433 7.7922 0 7
STA_B8 1 B 14.1447 6.5403 5.523 0 7
STA_B9 1 B 25.6323 7.3939 7.9824 0 7
AP_C 0 C 31.25 5.0 9.6719 4 5
STA_C1 1 C 33.4015 14.4578 5.8414 4 5
STA_C2 1 C 34.7754 -3.2364 4.4255 4 5
STA_C3 1 C 39.4627 7.5808 8.4716 4 5
STA_C4 1 C 27.4308 -0.1264 9.6431 4 5
STA_C5 1 C 39.8717 4.2618 8.1109 4 5
STA_C6 1 C 31.4025 11.9138 4.5668 4 5
STA_C7 1 C 36.4445 3.8905 4.4358 4 5
STA_C8 1 C 34.5618 11.772 4.0321 4 5
AP_D 0 D 43.75 5.0 9.7036 0 3
STA_D1 1 D 48.9926 10.3889 8.3889 0 3
STA_D2 1 D 48.292 12.6134 3.2908 0 3
STA_D3 1 D 44.6471 -3.2576 5.7126 0 3
STA_D4 1 D 38.2432 9.0192 8.9773 0 3
STA_D5 1 D 37.3412 -1.5182 8.3739 0 3
STA_D6 1 D 43.9614 1.7686 4.4374 0 3
STA_D7 1 D 37.954 7.8001 6.7489 0 3
STA_D8 1 D 36.0098 7.9688 9.4616 0 3
STA_D9 1 D 50.8754 1.4159 7.1906 0 3
STA_D10 1 D 38.8348 7.0393 3.4817 0 3
STA_D11 1 D 37.4378 -0.2624 5.7484 0 3
STA_D12 1 D 35.1269 9.9746 5.7961 0 3
STA_D13 1 D 34.6326 4.4056 8.9707 0 3
STA_D14 1 D 50.7212 8.3753 4.7211 0 3
STA_D15 1 D 49.169 13.0515 8.1685 0 3
