node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 4.332 0 7
STA_A1 1 A 6.7043 0.5436 3.0729 0 7
STA_A2 1 A 10.7373 3.4042 3.8212 0 7
STA_A3 1 A 1.4356 8.1156 9.2841 0 7
STA_A4 1 A -0.5728 4.9157 6.414 0 7
STA_A5 1 A 2.5861 7.8237 6.4035 0 7
STA_A6 1 A 8.8647 6.9024 4.1106 0 7
STA_A7 1 A 4.2522 13.3353 3.4758 0 7
STA_A8 1 A 8.8353 12.1386 3.8858 0 7
STA_A9 1 A -1.324 8.8672 3.6377 0 7
STA_A10 1 A 9.2066 13.6409 9.4786 0 7
STA_A11 1 A 3.6569 8.9402 3.6401 0 7
STA_A12 1 A 9.2814 -0.0891 5.1864 0 7
AP_B 0 B 18.75 5.0 8.1769 0 7
STA_B1 1 B 11.2253 9.8846 5.801 0 7
STA_B2 1 B 17.7426 7.7958 7.5407 0 7
STA_B3 1 B 15.9246 13.1788 9.5641 0 7
STA_B4 1 B 15.432 13.485 9.728 0 7
STA_B5 1 B 25.9857 -0.929 3.6048 0 7
STA_B6 1 B 14.0957 -2.9777 8.3184 0 7
STA_B7 1 B 24.2057 10.3678 5.066 0 7
STA_B8 1 B 18.7235 -0.6587 7.2532 0 7
STA_B9 1 B 26.3812 5.2899 6.6267 0 7
STA_B10 1 B 13.7003 8.8507 3.6568 0 7
STA_B11 1 B 12.0567 3.7668 7.0351 0 7
STA_B12 1 B 21.5892 10.6983 9.5725 0 7
STA_B13 1 B 21.2448 -2.2108 4.4818 0 7
AP_C 0 C 31.25 5.0 6.0665 0 3
STA_C1 1 C 36.955 -0.7974 8.2674 0 3
STA_C2 1 C 25.3194 -0.5732 4.3306 0 3
STA_C3 1 C 23.5091 5.9078 3.5371 0 3
STA_C4 1 C 26.4752 8.7635 3.3924 0 3
STA_C5 1 C 40.3818 2.2451 7.7878 0 3
STA_C6 1 C 26.3782 3.9316 6.0936 0 3
STA_C7 1 C 35.1889 1.1988 5.5958 0 3
STA_C8 1 C 34.4284 6.6374 3.9143 0 3
STA_C9 1 C 28.0199 -2.781 8.4947 0 3
STA_C10 1 C 24.5856 1.0046 8.8673 0 3
STA_C11 1 C 40.3225 4.1215 5.147 0 3
AP_D 0 D 43.75 5.0 4.2625 0 1
STA_D1 1 D 49.5923 12.5183 4.0014 0 1
STA_D2 1 D 48.7535 7.8446 6.7854 0 1
STA_D3 1 D 50.1845 8.7473 3.6997 0 1
STA_D4 1 D 52.3633 5.4504 8.5111 0 1
STA_D5 1 D 51.3242 7.6982 7.6713 0 1
STA_D6 1 D 50.1645 -1.8566 6.9545 0 1
STA_D7 1 D 51.5947 2.2473 9.0225 0 1
STA_D8 1 D 38.9779 5.0017 9.257 0 1
STA_D9 1 D 48.8393 10.8088 7.8654 0 1
STA_D10 1 D 35.4676 8.5711 7.5199 0 1
STA_D11 1 D 50.7039 0.4242 5.0734 0 1
STA_D12 1 D 44.6284 0.5058 6.1505 0 1
STA_D13 1 D 44.64 1.714 8.4132 0 1
STA_D14 1 D 43.0145 -1.3903 9.2685 0 1
STA_D15 1 D 39.2082 5.726 5.6598 0 1
STA_D16 1 D 40.4695 3.8328 5.2691 0 1
AP_E 0 E 6.25 15.0 4.801 0 7
STA_E1 1 E 6.8064 9.8721 9.9192 0 7
STA_E2 1 E 10.8099 17.0916 7.7432 0 7
STA_E3 1 E 11.7846 8.1099 9.5732 0 7
STA_E4 1 E 3.1925 13.2241 7.7924 0 7
STA_E5 1 E 14.3065 16.8064 6.4484 0 7
STA_E6 1 E 14.666 17.0488 3.5931 0 7
STA_E7 1 E 4.0471 22.5132 5.4491 0 7
STA_E8 1 E 2.3686 22.8 3.2525 0 7
STA_E9 1 E -2.9793 16.7976 6.6837 0 7
STA_E10 1 E 1.4355 23.1818 9.2029 0 7
STA_E11 1 E 7.0684 19.8325 6.8496 0 7
STA_E12 1 E 0.7534 7.8904 9.2668 0 7
STA_E13 1 E 1.7384 19.0725 5.7439 0 7
STA_E14 1 E -1.3972 11.9642 5.4372 0 7
AP_F 0 F 18.75 15.0 4.1119 6 7
STA_F1 1 F 19.2482 5.2869 7.962 6 7
STA_F2 1 F 23.8668 22.7332 4.028 6 7
STA_F3 1 F 13.5605 12.9043 7.1502 6 7
STA_F4 1 F 23.0682 9.7679 7.6084 6 7
STA_F5 1 F 25.3362 21.9473 6.3468 6 7
STA_F6 1 F 27.9388 12.8942 9.115 6 7
STA_F7 1 F 19.287 10.2554 3.5429 6 7
STA_F8 1 F 12.2835 21.2741 8.7206 6 7
STA_F9 1 F 23.9704 22.6606 8.3829 6 7
STA_F10 1 F 26.0004 13.4708 6.4893 6 7
STA_F11 1 F 17.1659 11.2942 6.2988 6 7
STA_F12 1 F 14.0719 14.7264 3.7099 6 7
STA_F13 1 F 18.7033 21.9147 3.1327 6 7
STA_F14 1 F 13.1281 12.0651 3.9087 6 7
AP_G 0 G 31.25 15.0 6.8325 4 5
STA_G1 1 G 22.2889 15.3654 6.4368 4 5
STA_G2 1 G 30.8879 22.7289 9.8744 4 5
STA_G3 1 G 32.1485 22.618 3.8277 4 5
STA_G4 1 G 24.8372 18.5317 4.2029 4 5
STA_G5 1 G 36.7295 19.5748 8.6206 4 5
STA_G6 1 G 28.6466 14.9868 4.3474 4 5
STA_G7 1 G 37.3156 15.3044 4.5183 4 5
STA_G8 1 G 23.6533 20.6313 3.3185 4 5
STA_G9 1 G 31.9699 13.3226 8.3142 4 5
STA_G10 1 G 28.5007 10.6406 4.1073 4 5
STA_G11 1 G 31.6903 8.0466 7.0433 4 5
STA_G12 1 G 27.6125 5.8225 7.2853 4 5
STA_G13 1 G 25.2276 16.2345 9.6161 4 5
STA_G14 1 G 30.3179 14.2591 6.3239 4 5
STA_G15 1 G 35.2517 20.2948 6.2377 4 5
STA_G16 1 G 29.9587 21.9876 8.4636 4 5
STA_G17 1 G 32.1847 7.7054 9.6699 4 5
AP_H 0 H 43.75 15.0 6.9968 0 3
STA_H1 1 H 39.3904 16.3109 7.8736 0 3
STA_H2 1 H 38.5998 19.6102 9.6829 0 3
STA_H3 1 H 47.82 23.964 5.1811 0 3
STA_H4 1 H 47.5886 17.2093 5.8507 0 3
STA_H5 1 H 37.1911 17.5392 3.2611 0 3
STA_H6 1 H 48.539 13.265 3.2118 0 3
STA_H7 1 H 49.4687 15.581 9.0442 0 3
STA_H8 1 H 42.0583 21.4646 5.9628 0 3
STA_H9 1 H 45.7402 10.1693 7.3074 0 3
STA_H10 1 H 38.4754 20.158 5.6293 0 3
STA_H11 1 H 43.0188 24.596 5.2088 0 3
STA_H12 1 H 41.1697 11.3753 4.2874 0 3
STA_H13 1 H 52.2575 20.0038 6.9924 0 3
