node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 6.0799 0 7
STA_A1 1 A -0.1615 10.0111 4.5208 0 7
STA_A2 1 A 10.3775 -3.0401 3.2191 0 7
STA_A3 1 A -0.9041 9.3134 3.4717 0 7
STA_A4 1 A 10.0702 11.7807 5.3676 0 7
STA_A5 1 A 13.5998 11.7467 4.8494 0 7
STA_A6 1 A -1.049 4.1364 7.2146 0 7
STA_A7 1 A 7.9528 1.3588 9.7959 0 7
STA_A8 1 A 4.454 1.3842 9.7641 0 7
STA_A9 1 A -2.475 8.4231 7.2764 0 7
STA_A10 1 A 6.0573 13.9329 4.7043 0 7
STA_A11 1 A 3.3778 8.0676 3.1517 0 7
STA_A12 1 A 9.4208 5.5425 3.8939 0 7
STA_A13 1 A 4.9914 -4.2118 8.5595 0 7
STA_A14 1 A 9.4478 8.6402 9.3299 0 7
STA_A15 1 A 9.2048 12.8407 9.511 0 7
STA_A16 1 A 3.557 3.1744 8.7512 0 7
STA_A17 1 A 5.0528 3.3554 8.9658 0 7
AP_B 0 B 18.75 5.0 6.0596 6 7
STA_B1 1 B 22.1507 11.4101 6.1329 6 7
STA_B2 1 B 22.1969 10.4874 7.8256 6 7
STA_B3 1 B 22.4727 3.1669 5.709 6 7
STA_B4 1 B 16.0197 6.896 3.4873 6 7
STA_B5 1 B 21.1113 4.8632 7.6382 6 7
STA_B6 1 B 12.4057 0.1239 4.125 6 7
STA_B7 1 B 10.7582 10.2808 6.1993 6 7
STA_B8 1 B 24.8672 5.9732 6.6758 6 7
STA_B9 1 B 25.5024 6.7642 7.8993 6 7
STA_B10 1 B 24.8531 12.0214 3.278 6 7
AP_C 0 C 31.25 5.0 9.675 0 7
STA_C1 1 C 38.3555 5.6806 9.1582 0 7
STA_C2 1 C 23.9269 3.3543 8.9816 0 7
STA_C3 1 C 23.5751 8.7653 6.436 0 7
STA_C4 1 C 40.0239 0.5025 4.2024 0 7
STA_C5 1 C 37.3369 6.6934 6.7191 0 7
STA_C6 1 C 31.685 2.6898 4.5815 0 7
STA_C7 1 C 30.4694 8.7538 8.6741 0 7
STA_C8 1 C 35.518 6.1741 3.1589 0 7
STA_C9 1 C 35.9702 1.3574 9.5246 0 7
STA_C10 1 C 37.989 4.0718 6.9565 0 7
STA_C11 1 C 35.4768 0.9794 6.6504 0 7
STA_C12 1 C 36.5105 6.9443 5.3627 0 7
STA_C13 1 C 28.337 -0.6067 4.8275 0 7
STA_C14 1 C 36.9101 8.4548 6.5996 0 7
STA_C15 1 C 29.8206 11.0772 3.6629 0 7
STA_C16 1 C 32.2462 6.5684 9.1932 0 7
STA_C17 1 C 34.4108 11.4512 6.3052 0 7
STA_C18 1 C 31.4106 12.9482 3.2509 0 7
AP_D 0 D 43.75 5.0 8.1328 0 7
STA_D1 1 D 41.7499 4.3207 6.9168 0 7
STA_D2 1 D 42.842 9.5148 5.8258 0 7
STA_D3 1 D 49.5126 9.4692 4.6116 0 7
STA_D4 1 D 48.1746 3.2914 7.2238 0 7
STA_D5 1 D 34.7384 5.7971 7.338 0 7
STA_D6 1 D 42.9372 10.4236 5.6889 0 7
STA_D7 1 D 33.8553 4.5923 6.0056 0 7
STA_D8 1 D 39.7329 -1.9435 9.6364 0 7
STA_D9 1 D 44.8764 6.0542 3.958 0 7
AP_E 0 E 6.25 15.0 5.5636 0 7
STA_E1 1 E -1.042 17.3837 3.8225 0 7
STA_E2 1 E 15.3619 13.2974 3.2915 0 7
STA_E3 1 E 9.2301 7.4661 9.9479 0 7
STA_E4 1 E 12.702 21.5375 3.0139 0 7
STA_E5 1 E 0.404 12.64 5.9699 0 7
STA_E6 1 E 13.7512 20.359 3.4737 0 7
STA_E7 1 E -0.2614 11.9152 4.296 0 7
STA_E8 1 E 12.7022 10.795 5.8968 0 7
AP_F 0 F 18.75 15.0 7.2786 0 1
STA_F1 1 F 23.7598 23.0185 6.3575 0 1
STA_F2 1 F 15.7846 8.1072 7.7748 0 1
STA_F3 1 F 11.9419 19.3368 7.3814 0 1
STA_F4 1 F 18.2113 13.0182 4.7825 0 1
STA_F5 1 F 15.2996 14.4384 9.9766 0 1
STA_F6 1 F 17.178 6.8731 6.2906 0 1
STA_F7 1 F 21.5871 18.8941 7.6013 0 1
STA_F8 1 F 11.8092 13.3459 5.1429 0 1
STA_F9 1 F 13.0237 14.3231 4.0909 0 1
STA_F10 1 F 20.5836 22.0435 9.351 0 1
STA_F11 1 F 16.0685 18.1689 7.463 0 1
AP_G 0 G 31.25 15.0 3.9241 4 5
STA_G1 1 G 34.7646 6.7142 7.9976 4 5
STA_G2 1 G 26.8082 21.9857 5.3965 4 5
STA_G3 1 G 37.0495 22.1167 5.1294 4 5
STA_G4 1 G 35.4369 21.4572 8.8036 4 5
STA_G5 1 G 30.5396 5.7582 5.742 4 5
STA_G6 1 G 39.3646 15.1382 5.678 4 5
STA_G7 1 G 26.5853 23.4105 4.578 4 5
STA_G8 1 G 32.6456 22.4511 4.9071 4 5
AP_H 0 H 43.75 15.0 3.4301 0 3
STA_H1 1 H 34.9425 10.376 6.4547 0 3
STA_H2 1 H 43.4335 11.9232 9.9717 0 3
STA_H3 1 H 46.199 5.871 3.0291 0 3
STA_H4 1 H 47.5593 20.4541 4.2694 0 3
STA_H5 1 H 45.7574 8.9485 7.9911 0 3
STA_H6 1 H 42.4445 9.4605 5.4043 0 3
STA_H7 1 H 44.6576 20.1422 9.8604 0 3
STA_H8 1 H 43.0039 18.1874 4.4404 0 3
STA_H9 1 H 37.608 10.0634 6.014 0 3
STA_H10 1 H 37.8622 10.3395 5.7858 0 3
STA_H11 1 H 44.5787 6.3722 3.8564 0 3
STA_H12 1 H 41.9454 14.9418 8.1316 0 3
STA_H13 1 H 41.3039 21.6645 8.3566 0 3
STA_H14 1 H 39.8171 15.2586 9.3019 0 3
STA_H15 1 H 39.5416 8.9602 7.0357 0 3
STA_H16 1 H 39.7974 6.8762 8.8597 0 3
STA_H17 1 H 40.5994 6.7386 4.7791 0 3
