node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 7.0538 0 3
STA_A1 1 A 4.4929 -2.7784 9.6172 0 3
STA_A2 1 A 1.0415 9.4583 4.145 0 3
STA_A3 1 A -1.9248 10.562 3.874 0 3
STA_A4 1 A 11.3649 2.0064 6.9015 0 3
STA_A5 1 A 6.4132 10.5432 9.9806 0 3
STA_A6 1 A 8.748 7.081 4.5006 0 3
STA_A7 1 A 5.0783 10.7861 5.5495 0 3
STA_A8 1 A 1.9913 12.8189 7.7045 0 3
STA_A9 1 A 7.8423 1.2993 4.413 0 3
STA_A10 1 A 7.4218 4.2385 7.7207 0 3
STA_A11 1 A 14.2045 3.5843 3.0073 0 3
STA_A12 1 A 4.3046 10.0891 9.0881 0 3
STA_A13 1 A 12.6812 11.5025 8.9024 0 3
STA_A14 1 A 0.3988 0.0411 3.9334 0 3
STA_A15 1 A 3.0005 9.8963 3.9495 0 3
AP_B 0 B 18.75 5.0 3.285 0 3
STA_B1 1 B 12.6042 -2.5148 5.538 0 3
STA_B2 1 B 24.3059 3.6392 5.0759 0 3
STA_B3 1 B 23.3462 8.0883 7.3697 0 3
STA_B4 1 B 15.7112 6.8086 6.5911 0 3
STA_B5 1 B 17.8367 2.0048 8.0532 0 3
STA_B6 1 B 15.9572 7.7976 3.9934 0 3
STA_B7 1 B 23.4725 4.3737 3.8099 0 3
STA_B8 1 B 17.2817 0.1869 3.4286 0 3
STA_B9 1 B 14.7174 6.3736 8.4137 0 3
STA_B10 1 B 22.9456 0.5639 6.0747 0 3
STA_B11 1 B 13.1318 4.5917 4.1027 0 3
STA_B12 1 B 23.5251 1.0057 9.7157 0 3
STA_B13 1 B 13.7406 6.0716 5.1836 0 3
STA_B14 1 B 13.0045 1.0889 8.6755 0 3
STA_B15 1 B 15.5608 10.0011 6.0341 0 3
STA_B16 1 B 10.6298 -0.708 8.7265 0 3
STA_B17 1 B 22.2141 -4.241 7.2258 0 3
STA_B18 1 B 20.6267 -3.992 7.7005 0 3
STA_B19 1 B 24.5652 11.0842 3.6321 0 3
AP_C 0 C 31.25 5.0 8.3348 0 3
STA_C1 1 C 37.3535 9.3132 5.4376 0 3
STA_C2 1 C 30.3115 12.0108 8.1574 0 3
STA_C3 1 C 33.7599 3.6299 8.4007 0 3
STA_C4 1 C 24.5236 7.9247 3.6781 0 3
STA_C5 1 C 30.116 12.3066 4.147 0 3
STA_C6 1 C 31.4133 -0.3913 5.862 0 3
STA_C7 1 C 29.3113 -0.7818 5.7943 0 3
STA_C8 1 C 33.109 8.9526 8.3422 0 3
STA_C9 1 C 22.5692 0.6683 3.8723 0 3
AP_D 0 D 43.75 5.0 6.019 0 3
STA_D1 1 D 53.5232 4.0757 3.4541 0 3
STA_D2 1 D 46.6823 3.1975 8.1383 0 3
STA_D3 1 D 37.834 8.6294 3.6199 0 3
STA_D4 1 D 35.1249 8.4043 9.2148 0 3
STA_D5 1 D 47.0493 7.0931 4.1908 0 3
STA_D6 1 D 47.2628 10.1967 9.34 0 3
STA_D7 1 D 43.1897 -2.5357 7.3649 0 3
STA_D8 1 D 39.5185 2.4523 9.2346 0 3
STA_D9 1 D 52.9845 3.0755 6.8831 0 3
STA_D10 1 D 49.9251 11.9558 6.7708 0 3
STA_D11 1 D 39.299 5.1463 4.9699 0 3
STA_D12 1 D 44.9943 10.6657 6.9483 0 3
STA_D13 1 D 48.7467 3.2535 6.7012 0 3
STA_D14 1 D 48.5809 13.3353 6.3047 0 3
STA_D15 1 D 49.5714 8.5765 7.6348 0 3
STA_D16 1 D 40.7329 11.7658 7.7194 0 3
STA_D17 1 D 41.2303 14.5254 8.7415 0 3
STA_D18 1 D 52.0367 10.2464 5.0703 0 3
AP_E 0 E 6.25 15.0 3.1254 0 3
STA_E1 1 E 12.7181 11.7379 3.7686 0 3
STA_E2 1 E 12.0948 7.0935 6.7109 0 3
STA_E3 1 E 10.8564 23.5798 5.6413 0 3
STA_E4 1 E 2.2496 19.5484 7.6898 0 3
STA_E5 1 E -2.1455 16.4624 5.9488 0 3
STA_E6 1 E 12.2243 13.5182 3.8225 0 3
STA_E7 1 E 9.6661 6.5105 6.7356 0 3
STA_E8 1 E 13.1618 21.5973 5.0214 0 3
STA_E9 1 E 4.0595 15.7992 6.8169 0 3
STA_E10 1 E 14.3558 10.8159 3.09 0 3
STA_E11 1 E 13.1808 20.3614 5.5655 0 3
STA_E12 1 E 13.2983 20.4364 8.4111 0 3
STA_E13 1 E 10.8605 18.6872 8.3627 0 3
STA_E14 1 E 11.6349 12.1962 4.4819 0 3
STA_E15 1 E 9.8656 11.1609 8.7482 0 3
STA_E16 1 E 4.0495 20.8646 8.2405 0 3
STA_E17 1 E -1.2924 17.5665 9.6893 0 3
STA_E18 1 E 3.1767 19.748 9.4349 0 3
STA_E19 1 E 1.6798 9.0009 6.9438 0 3
STA_E20 1 E -3.5412 13.7434 8.6356 0 3
AP_F 0 F 18.75 15.0 3.1933 0 7
STA_F1 1 F 11.2396 14.5575 3.0388 0 7
STA_F2 1 F 24.4723 12.7601 7.6032 0 7
STA_F3 1 F 16.0598 13.4583 7.3356 0 7
STA_F4 1 F 27.3805 11.3332 9.9499 0 7
STA_F5 1 F 11.0616 11.5004 8.9589 0 7
STA_F6 1 F 15.8077 24.3639 5.0979 0 7
STA_F7 1 F 12.9901 11.4142 7.0563 0 7
STA_F8 1 F 11.4176 8.6158 5.3172 0 7
STA_F9 1 F 19.6562 22.7423 5.6742 0 7
STA_F10 1 F 12.0739 19.6711 3.0188 0 7
AP_G 0 G 31.25 15.0 8.2385 0 7
STA_G1 1 G 26.743 13.136 8.4372 0 7
STA_G2 1 G 33.9893 9.2239 9.951 0 7
STA_G3 1 G 23.3688 12.674 4.6432 0 7
STA_G4 1 G 35.1509 9.6033 6.4504 0 7
STA_G5 1 G 28.2785 17.8891 3.2802 0 7
STA_G6 1 G 39.7576 16.9083 5.2745 0 7
STA_G7 1 G 38.2564 9.9974 4.1067 0 7
STA_G8 1 G 25.3149 8.1675 4.9659 0 7
STA_G9 1 G 26.7014 10.6033 4.3653 0 7
STA_G10 1 G 28.1992 19.3932 8.2676 0 7
STA_G11 1 G 37.8702 11.9881 7.327 0 7
STA_G12 1 G 37.1057 10.083 6.2234 0 7
STA_G13 1 G 37.4153 20.434 3.8065 0 7
STA_G14 1 G 26.3617 20.797 4.9218 0 7
STA_G15 1 G 40.4215 17.1346 5.118 0 7
AP_H 0 H 43.75 15.0 4.4898 0 3
STA_H1 1 H 47.7426 7.9822 6.9473 0 3
STA_H2 1 H 47.26 10.0658 9.4775 0 3
STA_H3 1 H 40.159 15.5633 4.0445 0 3
STA_H4 1 H 47.1168 17.7729 5.2537 0 3
STA_H5 1 H 46.4449 20.4586 8.1728 0 3
STA_H6 1 H 38.1263 10.4079 6.1377 0 3
STA_H7 1 H 35.0857 13.8047 5.3082 0 3
STA_H8 1 H 50.6954 21.3161 4.2284 0 3
STA_H9 1 H 42.3182 10.8305 6.0871 0 3
STA_H10 1 H 47.6956 24.0175 8.8995 0 3
STA_H11 1 H 39.3623 18.5614 4.0927 0 3
STA_H12 1 H 42.7071 18.5623 5.346 0 3
STA_H13 1 H 38.1135 22.2679 8.963 0 3
