node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 9.2659 6 7
STA_A1 1 A -0.0845 2.8346 8.8935 6 7
STA_A2 1 A 8.8802 10.0106 5.5017 6 7
STA_A3 1 A -1.1999 8.3005 3.3382 6 7
STA_A4 1 A 5.9938 2.0463 4.4899 6 7
STA_A5 1 A 13.3236 -0.9171 5.6627 6 7
STA_A6 1 A 6.9995 7.7978 7.1226 6 7
STA_A7 1 A 9.4079 10.8125 5.561 6 7
STA_A8 1 A 3.971 3.4662 5.9068 6 7
STA_A9 1 A 12.8823 11.6689 4.9521 6 7
STA_A10 1 A 3.0255 12.7288 3.4459 6 7
STA_A11 1 A 13.7785 8.7168 8.6977 6 7
STA_A12 1 A 8.8695 12.4594 5.0275 6 7
STA_A13 1 A 1.0221 -1.3279 9.1761 6 7
STA_A14 1 A 4.2962 2.848 8.4159 6 7
STA_A15 1 A 14.6758 1.7192 8.4267 6 7
STA_A16 1 A 14.7743 6.2762 4.6084 6 7
STA_A17 1 A 14.2303 9.2613 6.9661 6 7
AP_B 0 B 18.75 5.0 5.7836 0 3
STA_B1 1 B 9.829 5.8888 5.7673 0 3
STA_B2 1 B 20.4874 -4.1575 5.6997 0 3
STA_B3 1 B 15.8714 11.7756 3.6044 0 3
STA_B4 1 B 27.7585 1.5073 5.8952 0 3
STA_B5 1 B 21.132 13.8504 3.6795 0 3
STA_B6 1 B 18.9096 13.2067 5.7869 0 3
STA_B7 1 B 17.4357 9.2521 8.6652 0 3
STA_B8 1 B 28.1279 5.1197 8.33 0 3
STA_B9 1 B 12.2812 6.051 9.7376 0 3
STA_B10 1 B 21.4658 2.0473 8.3381 0 3
AP_C 0 C 31.25 5.0 8.3864 2 3
STA_C1 1 C 40.2975 4.962 4.6714 2 3
STA_C2 1 C 36.2599 3.0565 6.568 2 3
STA_C3 1 C 35.837 8.3291 3.6583 2 3
STA_C4 1 C 24.8068 9.8992 4.6069 2 3
STA_C5 1 C 33.4291 13.9128 9.7857 2 3
STA_C6 1 C 31.0185 1.2339 7.1657 2 3
STA_C7 1 C 25.3092 0.838 7.2325 2 3
STA_C8 1 C 28.0875 3.0002 4.904 2 3
AP_D 0 D 43.75 5.0 7.7748 4 5
STA_D1 1 D 34.2439 7.1805 8.2367 4 5
STA_D2 1 D 39.7994 0.9289 5.2093 4 5
