node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 4.6918 0 1
STA_A1 1 A 10.9911 5.0632 7.9585 0 1
STA_A2 1 A 7.5845 13.7936 3.4813 0 1
STA_A3 1 A 4.5574 7.1575 9.8746 0 1
STA_A4 1 A 1.1231 6.8566 3.1401 0 1
STA_A5 1 A 14.8085 4.443 5.5165 0 1
STA_A6 1 A 12.0376 0.2378 4.3873 0 1
STA_A7 1 A 7.9078 -1.2767 9.6012 0 1
STA_A8 1 A 1.5535 5.8695 6.011 0 1
STA_A9 1 A 5.0178 13.8727 5.8945 0 1
STA_A10 1 A 13.5256 1.8644 7.8498 0 1
STA_A11 1 A 8.6776 1.368 5.2121 0 1
STA_A12 1 A 3.776 9.007 8.6669 0 1
STA_A13 1 A 14.9055 1.3061 8.5017 0 1
STA_A14 1 A 3.6869 12.6742 7.0175 0 1
STA_A15 1 A 13.7852 -0.0228 4.4803 0 1
AP_B 0 B 18.75 5.0 9.192 0 3
STA_B1 1 B 16.0083 8.6432 4.1803 0 3
STA_B2 1 B 13.8368 11.2465 7.6698 0 3
STA_B3 1 B 16.5254 3.5295 3.4729 0 3
STA_B4 1 B 20.6451 11.0921 5.8882 0 3
STA_B5 1 B 26.8936 1.011 8.3718 0 3
STA_B6 1 B 20.275 -1.878 5.5294 0 3
STA_B7 1 B 16.1355 9.1962 9.5667 0 3
STA_B8 1 B 13.4784 10.2814 3.9517 0 3
STA_B9 1 B 18.9611 13.8176 6.8654 0 3
STA_B10 1 B 21.5542 5.1845 4.7631 0 3
STA_B11 1 B 10.1729 1.6066 9.7915 0 3
STA_B12 1 B 10.6331 7.5991 5.1303 0 3
STA_B13 1 B 12.3461 5.0718 5.3472 0 3
STA_B14 1 B 23.0875 -1.01 7.9381 0 3
STA_B15 1 B 18.2417 10.0382 6.8727 0 3
STA_B16 1 B 27.5231 4.3442 5.1577 0 3
STA_B17 1 B 25.2596 1.9773 9.5212 0 3
STA_B18 1 B 23.0757 1.3342 5.6107 0 3
AP_C 0 C 31.25 5.0 8.7327 0 7
STA_C1 1 C 40.6829 7.7465 3.9707 0 7
STA_C2 1 C 29.3015 13.2671 9.1411 0 7
STA_C3 1 C 28.3839 3.9953 8.3602 0 7
STA_C4 1 C 39.8852 2.8257 7.8948 0 7
STA_C5 1 C 30.5609 2.0324 5.5182 0 7
STA_C6 1 C 31.0353 -3.5612 3.5697 0 7
STA_C7 1 C 28.707 3.6603 7.4875 0 7
STA_C8 1 C 29.3587 1.6335 3.0397 0 7
STA_C9 1 C 27.0093 -2.4891 8.917 0 7
STA_C10 1 C 33.3002 7.4125 3.0683 0 7
STA_C11 1 C 26.5501 5.4034 8.421 0 7
STA_C12 1 C 26.0668 10.7596 7.1571 0 7
STA_C13 1 C 29.441 10.1605 4.4934 0 7
STA_C14 1 C 33.4169 9.6471 3.5843 0 7
STA_C15 1 C 40.071 4.8434 5.8676 0 7
STA_C16 1 C 32.2139 9.5479 6.9544 0 7
AP_D 0 D 43.75 5.0 4.4081 0 7
STA_D1 1 D 45.7951 -3.468 7.2811 0 7
STA_D2 1 D 40.8358 -0.1637 8.1479 0 7
STA_D3 1 D 46.5952 6.3243 4.9782 0 7
STA_D4 1 D 35.4371 7.9502 9.3429 0 7
STA_D5 1 D 42.8777 9.4452 3.8455 0 7
STA_D6 1 D 43.5779 10.5646 7.192 0 7
STA_D7 1 D 50.206 2.1962 9.548 0 7
STA_D8 1 D 47.2735 9.1456 9.0877 0 7
STA_D9 1 D 42.0803 -1.095 4.712 0 7
STA_D10 1 D 44.4242 13.827 7.3098 0 7
STA_D11 1 D 40.114 -1.6685 3.0099 0 7
STA_D12 1 D 36.695 4.2469 3.4053 0 7
STA_D13 1 D 52.81 1.9219 5.9624 0 7
STA_D14 1 D 35.874 8.6266 8.1867 0 7
STA_D15 1 D 49.8839 3.3709 4.492 0 7
STA_D16 1 D 49.0998 2.7321 7.0837 0 7
AP_E 0 E 6.25 15.0 5.1469 0 1
STA_E1 1 E 10.8556 22.7285 3.2991 0 1
STA_E2 1 E 4.1302 7.8062 5.4515 0 1
STA_E3 1 E 5.0886 23.9714 4.7451 0 1
STA_E4 1 E 11.2301 16.6848 3.7129 0 1
STA_E5 1 E 13.3933 20.6455 4.9893 0 1
STA_E6 1 E 10.815 18.7517 8.4878 0 1
STA_E7 1 E 14.6197 9.8143 6.022 0 1
STA_E8 1 E 7.7804 8.3808 4.2818 0 1
STA_E9 1 E 2.6826 17.3888 7.7317 0 1
STA_E10 1 E 14.9653 15.0052 7.6572 0 1
STA_E11 1 E -0.7447 9.1472 8.5552 0 1
STA_E12 1 E 14.2836 18.476 3.1731 0 1
STA_E13 1 E 6.0562 19.9239 6.4654 0 1
STA_E14 1 E -2.8995 13.7281 6.4644 0 1
STA_E15 1 E 11.3148 8.2429 6.5293 0 1
STA_E16 1 E 0.5588 22.41 5.8863 0 1
STA_E17 1 E 12.8437 16.4421 3.8701 0 1
STA_E18 1 E 4.6004 19.1463 9.7394 0 1
STA_E19 1 E 3.8397 23.9995 9.703 0 1
AP_F 0 F 18.75 15.0 3.3126 6 7
STA_F1 1 F 19.0638 18.1608 3.8671 6 7
STA_F2 1 F 15.0366 16.6373 9.5351 6 7
STA_F3 1 F 10.9425 8.9809 9.1632 6 7
STA_F4 1 F 24.6004 16.9576 7.9561 6 7
STA_F5 1 F 10.9487 10.8197 4.8009 6 7
STA_F6 1 F 19.281 7.419 7.0791 6 7
STA_F7 1 F 17.3509 10.0598 5.9582 6 7
STA_F8 1 F 22.0828 6.6007 9.416 6 7
STA_F9 1 F 25.4255 9.6732 9.901 6 7
STA_F10 1 F 12.9693 21.3982 3.9762 6 7
STA_F11 1 F 12.0062 16.196 3.8298 6 7
STA_F12 1 F 22.9292 18.755 9.7449 6 7
STA_F13 1 F 14.1101 15.1843 3.804 6 7
STA_F14 1 F 11.3735 12.2629 8.3516 6 7
STA_F15 1 F 11.8226 19.2161 5.9839 6 7
STA_F16 1 F 23.8472 9.7052 4.2004 6 7
AP_G 0 G 31.25 15.0 3.8967 0 3
STA_G1 1 G 29.5503 6.9523 4.4098 0 3
STA_G2 1 G 23.5153 17.1683 7.624 0 3
STA_G3 1 G 26.2628 20.5353 4.5955 0 3
