node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 7.9052 0 7
STA_A1 1 A 2.8327 8.7253 7.6098 0 7
STA_A2 1 A 2.4278 2.7628 5.606 0 7
STA_A3 1 A 1.0739 8.6566 8.4953 0 7
STA_A4 1 A 7.1335 9.4205 7.2714 0 7
STA_A5 1 A 4.3812 9.9194 8.072 0 7
STA_A6 1 A -0.7986 4.615 3.4151 0 7
STA_A7 1 A -1.5788 8.3579 8.7916 0 7
STA_A8 1 A 14.3913 5.4626 4.8514 0 7
STA_A9 1 A 13.4823 9.5685 3.002 0 7
STA_A10 1 A 9.8372 12.2101 4.6574 0 7
STA_A11 1 A 3.4359 9.155 9.0408 0 7
STA_A12 1 A 5.9039 13.8407 9.7089 0 7
STA_A13 1 A -1.9934 3.4271 6.9943 0 7
STA_A14 1 A -1.5809 4.4048 3.1086 0 7
STA_A15 1 A 0.6141 10.2665 4.7708 0 7
STA_A16 1 A 3.8935 14.5078 6.9136 0 7
STA_A17 1 A -1.8482 5.0596 6.7741 0 7
STA_A18 1 A 4.3929 5.5446 4.7888 0 7
STA_A19 1 A 6.4172 12.1201 7.7498 0 7
STA_A20 1 A 13.158 4.9988 8.0745 0 7
AP_B 0 B 18.75 5.0 4.6857 0 7
STA_B1 1 B 10.3633 7.7228 8.0529 0 7
STA_B2 1 B 21.9805 2.3363 3.0916 0 7
STA_B3 1 B 15.7885 12.2762 8.4132 0 7
STA_B4 1 B 15.6546 12.3073 7.3345 0 7
STA_B5 1 B 15.331 -0.4124 9.5408 0 7
STA_B6 1 B 27.4775 5.4236 3.6587 0 7
STA_B7 1 B 18.0786 -0.9914 8.5764 0 7
STA_B8 1 B 25.3344 8.4323 9.9161 0 7
AP_C 0 C 31.25 5.0 5.7537 0 7
STA_C1 1 C 33.099 9.5201 5.2397 0 7
STA_C2 1 C 36.0502 -1.1908 7.5677 0 7
STA_C3 1 C 36.4288 6.8352 5.5923 0 7
STA_C4 1 C 29.3738 4.619 8.7634 0 7
STA_C5 1 C 40.247 1.6239 4.9011 0 7
STA_C6 1 C 26.7801 11.8186 6.395 0 7
STA_C7 1 C 33.3134 1.8508 9.4737 0 7
STA_C8 1 C 26.477 1.8015 7.9804 0 7
STA_C9 1 C 24.0691 1.3787 7.8401 0 7
STA_C10 1 C 34.8139 8.2071 8.738 0 7
STA_C11 1 C 40.7997 5.1048 9.3002 0 7
STA_C12 1 C 31.9162 14.4593 4.1151 0 7
STA_C13 1 C 27.422 6.8433 9.49 0 7
AP_D 0 D 43.75 5.0 5.9278 0 3
STA_D1 1 D 45.6455 2.1149 7.1236 0 3
STA_D2 1 D 36.7916 9.1217 4.6977 0 3
STA_D3 1 D 45.4302 8.9842 5.0415 0 3
STA_D4 1 D 37.97 0.2789 8.1607 0 3
STA_D5 1 D 52.6775 0.9511 8.8158 0 3
STA_D6 1 D 52.2483 1.1945 9.2442 0 3
STA_D7 1 D 51.2781 10.8388 5.5801 0 3
STA_D8 1 D 48.6763 6.4372 4.0224 0 3
STA_D9 1 D 49.9975 -2.582 9.3425 0 3
STA_D10 1 D 48.4996 12.8469 9.8992 0 3
STA_D11 1 D 47.7777 6.2699 5.3743 0 3
AP_E 0 E 6.25 15.0 3.0423 0 7
STA_E1 1 E -0.6654 11.655 4.8347 0 7
STA_E2 1 E 12.038 18.3219 9.3942 0 7
STA_E3 1 E 15.4009 17.393 7.0437 0 7
