node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 9.5558 0 7
STA_A1 1 A 4.8174 9.7004 5.7601 0 7
STA_A2 1 A 7.7834 1.2616 3.5012 0 7
STA_A3 1 A -2.6816 4.6067 7.834 0 7
STA_A4 1 A 0.7578 10.317 5.9215 0 7
STA_A5 1 A 12.0997 2.5319 5.9194 0 7
STA_A6 1 A 11.9763 11.5729 3.0801 0 7
STA_A7 1 A 12.2615 -0.209 5.3657 0 7
STA_A8 1 A 2.5223 8.3537 7.7422 0 7
STA_A9 1 A 4.0638 8.3615 7.4336 0 7
STA_A10 1 A 14.3657 9.2188 8.6521 0 7
STA_A11 1 A 9.5538 12.7884 4.4778 0 7
STA_A12 1 A 1.0068 10.0005 7.0733 0 7
STA_A13 1 A 7.891 1.4486 3.9282 0 7
STA_A14 1 A 7.7239 1.2966 7.8189 0 7
STA_A15 1 A -1.7507 0.7331 9.7075 0 7
STA_A16 1 A -2.3624 6.2445 5.6796 0 7
AP_B 0 B 18.75 5.0 3.3552 0 7
STA_B1 1 B 9.8843 8.1772 6.3644 0 7
STA_B2 1 B 22.9214 6.9484 6.7616 0 7
STA_B3 1 B 12.4045 1.593 7.9692 0 7
STA_B4 1 B 21.3092 -1.335 6.6663 0 7
STA_B5 1 B 14.3214 -1.1006 7.5529 0 7
STA_B6 1 B 25.7842 -0.8106 7.4383 0 7
STA_B7 1 B 21.2065 5.9643 8.317 0 7
STA_B8 1 B 25.6774 7.1378 8.6722 0 7
AP_C 0 C 31.25 5.0 8.8017 0 7
STA_C1 1 C 22.032 6.4096 4.7882 0 7
STA_C2 1 C 25.2275 5.6982 5.6387 0 7
STA_C3 1 C 30.3473 7.5742 5.9669 0 7
STA_C4 1 C 31.4401 12.7331 3.9095 0 7
STA_C5 1 C 31.6421 6.5049 5.677 0 7
STA_C6 1 C 25.2185 7.5483 3.1307 0 7
STA_C7 1 C 28.0763 -3.8559 6.6171 0 7
STA_C8 1 C 32.4321 2.9495 4.09 0 7
STA_C9 1 C 40.291 3.4377 9.2356 0 7
STA_C10 1 C 30.8264 10.8314 9.801 0 7
STA_C11 1 C 38.6691 0.1945 6.9527 0 7
STA_C12 1 C 38.5502 1.1597 6.9238 0 7
STA_C13 1 C 32.3436 9.3295 4.8109 0 7
STA_C14 1 C 27.7494 4.8139 4.345 0 7
STA_C15 1 C 31.3582 -2.1283 5.3621 0 7
STA_C16 1 C 35.3047 0.9491 5.2667 0 7
AP_D 0 D 43.75 5.0 3.995 0 7
STA_D1 1 D 36.9785 8.3351 6.3608 0 7
STA_D2 1 D 38.9667 4.884 4.3337 0 7
STA_D3 1 D 46.1573 6.0438 5.0399 0 7
STA_D4 1 D 34.233 2.4445 9.9876 0 7
STA_D5 1 D 41.6456 11.4903 7.5048 0 7
STA_D6 1 D 47.3002 2.0431 4.5933 0 7
STA_D7 1 D 52.689 2.4954 9.5038 0 7
STA_D8 1 D 39.197 11.6112 3.3623 0 7
STA_D9 1 D 45.6049 14.3795 6.824 0 7
AP_E 0 E 6.25 15.0 3.6235 4 5
STA_E1 1 E 9.6929 14.9262 3.0877 4 5
STA_E2 1 E 9.9269 19.5179 6.4228 4 5
STA_E3 1 E 9.5316 7.0471 4.1265 4 5
STA_E4 1 E -0.1035 21.0505 9.3136 4 5
STA_E5 1 E 2.3595 14.5376 4.4908 4 5
STA_E6 1 E 14.9853 14.2014 9.9752 4 5
STA_E7 1 E 12.9715 12.3535 6.3725 4 5
STA_E8 1 E 7.8136 18.1983 9.9611 4 5
STA_E9 1 E -2.7909 16.654 9.2119 4 5
STA_E10 1 E 6.1569 6.4278 4.7129 4 5
STA_E11 1 E 4.4347 6.2841 4.6943 4 5
AP_F 0 F 18.75 15.0 7.6605 0 3
STA_F1 1 F 17.8894 18.0889 4.318 0 3
STA_F2 1 F 25.6529 19.3311 6.1798 0 3
STA_F3 1 F 21.1951 5.7032 6.6306 0 3
STA_F4 1 F 11.6197 21.5288 4.903 0 3
STA_F5 1 F 15.7325 14.0457 3.7885 0 3
STA_F6 1 F 15.5359 17.0098 9.6024 0 3
STA_F7 1 F 21.7348 17.1241 6.3698 0 3
STA_F8 1 F 23.5111 10.0303 9.444 0 3
STA_F9 1 F 9.0057 13.2906 6.215 0 3
STA_F10 1 F 9.7899 13.4012 7.3267 0 3
STA_F11 1 F 21.0988 9.5754 5.0087 0 3
STA_F12 1 F 20.5933 5.5142 5.0562 0 3
