node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 4.4068 4 5
STA_A1 1 A 8.2946 13.2927 8.9408 4 5
STA_A2 1 A 9.2523 8.7214 9.9829 4 5
STA_A3 1 A 12.7477 1.4447 8.5646 4 5
STA_A4 1 A 12.1879 0.1677 6.9179 4 5
STA_A5 1 A 7.658 8.7972 5.6474 4 5
STA_A6 1 A 14.3852 9.5065 5.5107 4 5
STA_A7 1 A 10.2786 6.3071 8.1392 4 5
STA_A8 1 A 1.9546 11.5153 3.4298 4 5
STA_A9 1 A 8.4341 -4.243 3.5684 4 5
STA_A10 1 A -0.2894 2.0483 6.8234 4 5
STA_A11 1 A -0.4535 3.3057 8.0728 4 5
STA_A12 1 A 12.6631 11.1014 7.4352 4 5
STA_A13 1 A 7.263 3.4012 5.9515 4 5
STA_A14 1 A 5.1011 8.0003 5.7108 4 5
STA_A15 1 A 3.5869 2.0638 9.1234 4 5
STA_A16 1 A -0.9837 -1.7072 5.1517 4 5
STA_A17 1 A 5.7824 0.7157 6.0458 4 5
STA_A18 1 A 0.5815 7.807 6.3938 4 5
STA_A19 1 A 5.3338 0.7971 7.1674 4 5
AP_B 0 B 18.75 5.0 3.8172 0 3
STA_B1 1 B 23.6282 2.2227 8.0467 0 3
STA_B2 1 B 16.5509 11.5558 7.6916 0 3
STA_B3 1 B 27.9497 5.8591 8.3689 0 3
STA_B4 1 B 24.2579 -1.5397 9.6532 0 3
STA_B5 1 B 26.4325 2.4393 3.0955 0 3
STA_B6 1 B 21.715 -2.6305 3.3791 0 3
STA_B7 1 B 22.1534 3.7973 9.8166 0 3
STA_B8 1 B 18.881 11.1777 9.6333 0 3
STA_B9 1 B 20.2865 -1.9165 3.9395 0 3
STA_B10 1 B 23.2446 -3.7549 8.7016 0 3
STA_B11 1 B 15.3954 7.0295 3.5527 0 3
STA_B12 1 B 16.9785 -3.1022 7.0689 0 3
STA_B13 1 B 11.4529 11.5822 7.4292 0 3
STA_B14 1 B 17.018 11.4227 7.2639 0 3
STA_B15 1 B 9.6046 5.9044 8.8889 0 3
STA_B16 1 B 23.0558 9.6347 8.8529 0 3
STA_B17 1 B 16.1318 9.0799 7.4561 0 3
STA_B18 1 B 20.0497 -1.2477 7.3855 0 3
AP_C 0 C 31.25 5.0 6.0727 0 7
STA_C1 1 C 38.2306 -1.5011 8.9119 0 7
STA_C2 1 C 24.835 8.7566 3.9429 0 7
STA_C3 1 C 26.2209 9.6842 7.2485 0 7
STA_C4 1 C 24.784 7.6313 3.6842 0 7
STA_C5 1 C 25.0613 9.286 6.6567 0 7
STA_C6 1 C 29.5767 12.5199 6.7168 0 7
STA_C7 1 C 28.833 -3.5581 9.7763 0 7
STA_C8 1 C 37.598 5.443 9.8496 0 7
STA_C9 1 C 29.8215 10.0241 8.1429 0 7
STA_C10 1 C 30.9834 3.2802 7.0392 0 7
STA_C11 1 C 23.2968 0.9241 6.4046 0 7
STA_C12 1 C 23.0493 1.9697 7.1709 0 7
STA_C13 1 C 25.06 5.8566 4.2139 0 7
STA_C14 1 C 29.5574 1.7741 8.7202 0 7
STA_C15 1 C 34.8532 7.0304 6.0405 0 7
AP_D 0 D 43.75 5.0 5.1199 0 3
STA_D1 1 D 35.3538 0.3611 7.2648 0 3
STA_D2 1 D 35.3184 7.3202 8.5831 0 3
STA_D3 1 D 44.0244 -2.4474 4.1324 0 3
STA_D4 1 D 43.7161 10.0416 8.7917 0 3
STA_D5 1 D 52.9075 1.2654 7.3602 0 3
STA_D6 1 D 35.7378 5.3571 6.1416 0 3
STA_D7 1 D 35.4737 4.2603 4.8407 0 3
STA_D8 1 D 47.0859 12.1964 6.0987 0 3
STA_D9 1 D 39.8885 -2.6621 7.5318 0 3
STA_D10 1 D 40.8712 10.0994 5.9977 0 3
STA_D11 1 D 50.4616 4.48 8.7344 0 3
STA_D12 1 D 51.0083 -0.348 3.4891 0 3
AP_E 0 E 6.25 15.0 9.4114 6 7
STA_E1 1 E 5.9775 10.7415 8.6863 6 7
STA_E2 1 E 4.1102 10.9349 9.7598 6 7
STA_E3 1 E 13.4783 16.2041 3.2221 6 7
STA_E4 1 E 3.379 11.1464 6.9166 6 7
STA_E5 1 E 1.1586 16.5952 8.4176 6 7
STA_E6 1 E -1.4231 12.5043 7.2383 6 7
STA_E7 1 E -0.6859 19.0228 9.4474 6 7
STA_E8 1 E 12.3339 14.1787 3.4718 6 7
AP_F 0 F 18.75 15.0 5.2287 0 3
STA_F1 1 F 14.0633 11.2812 5.554 0 3
STA_F2 1 F 26.3874 17.7645 9.3171 0 3
STA_F3 1 F 13.8089 15.6489 5.4304 0 3
STA_F4 1 F 19.1974 11.5056 4.3145 0 3
STA_F5 1 F 25.8306 10.6607 7.7757 0 3
STA_F6 1 F 26.2392 10.3667 3.523 0 3
STA_F7 1 F 20.8752 24.0051 6.3281 0 3
STA_F8 1 F 24.8489 22.9188 6.4761 0 3
STA_F9 1 F 10.0635 12.5939 9.8952 0 3
STA_F10 1 F 14.6512 6.7403 3.5594 0 3
STA_F11 1 F 27.1271 13.7697 6.7941 0 3
STA_F12 1 F 19.7554 17.2907 7.3912 0 3
STA_F13 1 F 9.8039 17.7071 5.8089 0 3
STA_F14 1 F 20.1532 19.6262 4.172 0 3
STA_F15 1 F 15.4682 14.4803 4.7772 0 3
STA_F16 1 F 19.2578 5.0599 9.6034 0 3
