node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 5.6285 2 3
STA_A1 1 A 4.0437 7.0427 6.398 2 3
STA_A2 1 A 2.6847 9.0493 3.6708 2 3
STA_A3 1 A 13.5622 6.7662 5.9324 2 3
STA_A4 1 A 12.065 7.2065 7.4376 2 3
STA_A5 1 A -0.6384 2.5171 6.0025 2 3
STA_A6 1 A 13.3892 10.7828 8.1608 2 3
STA_A7 1 A 0.9722 8.8406 7.9215 2 3
STA_A8 1 A -1.7663 7.9102 9.1162 2 3
STA_A9 1 A 0.3522 4.5478 4.9628 2 3
STA_A10 1 A 11.7429 5.2156 8.4443 2 3
STA_A11 1 A 1.484 4.0582 4.8634 2 3
STA_A12 1 A 13.9207 8.1523 5.3554 2 3
STA_A13 1 A 0.7096 -2.7156 3.0717 2 3
STA_A14 1 A 11.0278 11.0628 9.1688 2 3
STA_A15 1 A 5.4066 13.7143 5.8848 2 3
STA_A16 1 A 10.9195 -2.6473 8.6773 2 3
STA_A17 1 A 7.6684 9.7685 9.1659 2 3
AP_B 0 B 18.75 5.0 7.324 2 3
STA_B1 1 B 10.9195 8.1461 9.3963 2 3
STA_B2 1 B 17.5268 -4.8541 9.5072 2 3
STA_B3 1 B 9.2674 3.1728 3.4011 2 3
STA_B4 1 B 21.216 6.0229 9.9397 2 3
STA_B5 1 B 20.6854 13.0551 6.2501 2 3
STA_B6 1 B 23.4567 8.418 4.8999 2 3
STA_B7 1 B 23.3716 4.1451 8.0388 2 3
STA_B8 1 B 10.9798 3.7601 9.111 2 3
STA_B9 1 B 20.9158 2.7308 9.4748 2 3
STA_B10 1 B 9.3898 5.296 5.1793 2 3
STA_B11 1 B 11.743 8.0744 8.6296 2 3
STA_B12 1 B 13.6944 9.5882 5.8993 2 3
STA_B13 1 B 15.9009 6.8065 4.7272 2 3
STA_B14 1 B 23.5847 7.8692 4.4367 2 3
STA_B15 1 B 11.2166 7.084 6.097 2 3
STA_B16 1 B 26.4754 6.0443 6.3067 2 3
AP_C 0 C 31.25 5.0 5.6837 0 7
STA_C1 1 C 35.1746 0.7146 3.3407 0 7
STA_C2 1 C 27.8717 -0.6031 4.8558 0 7
STA_C3 1 C 31.64 13.6291 9.2603 0 7
STA_C4 1 C 22.674 6.0575 7.8411 0 7
STA_C5 1 C 34.3732 1.3237 4.6414 0 7
STA_C6 1 C 22.6563 8.9557 5.825 0 7
STA_C7 1 C 40.2776 8.767 6.4652 0 7
STA_C8 1 C 27.1884 12.3977 7.4384 0 7
STA_C9 1 C 30.3319 3.2762 7.4473 0 7
STA_C10 1 C 37.7797 4.7779 6.1549 0 7
STA_C11 1 C 31.8007 -2.7701 8.9925 0 7
STA_C12 1 C 28.4164 -2.386 4.2751 0 7
STA_C13 1 C 23.042 0.5279 6.0916 0 7
STA_C14 1 C 34.5203 4.298 4.9021 0 7
STA_C15 1 C 30.5841 8.8747 5.3763 0 7
STA_C16 1 C 28.4382 5.037 6.2565 0 7
STA_C17 1 C 27.9778 3.1676 5.6219 0 7
STA_C18 1 C 30.5063 14.527 6.2461 0 7
AP_D 0 D 43.75 5.0 3.6594 0 7
STA_D1 1 D 53.4282 5.2917 5.4886 0 7
STA_D2 1 D 34.3949 7.3817 4.517 0 7
STA_D3 1 D 34.47 8.0992 9.2072 0 7
STA_D4 1 D 48.7773 -3.3625 7.7806 0 7
STA_D5 1 D 38.9014 8.8506 3.2113 0 7
STA_D6 1 D 46.1479 14.1609 5.7874 0 7
STA_D7 1 D 35.6795 10.3554 6.8738 0 7
