node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 3.995 0 7
STA_A1 1 A 6.1415 11.8599 8.9345 0 7
STA_A2 1 A 6.441 6.3165 9.8381 0 7
STA_A3 1 A 7.2897 12.7113 5.5874 0 7
STA_A4 1 A -0.2333 11.1003 7.2378 0 7
STA_A5 1 A -1.0116 11.1728 9.2711 0 7
STA_A6 1 A 5.1686 -1.0667 9.0583 0 7
STA_A7 1 A 7.4519 -1.8451 6.1804 0 7
STA_A8 1 A 5.8706 6.5731 6.3103 0 7
STA_A9 1 A 8.9748 12.7827 4.3105 0 7
STA_A10 1 A 4.0368 -4.468 4.9477 0 7
STA_A11 1 A 10.4633 7.4006 3.6649 0 7
STA_A12 1 A 5.5638 -0.3913 8.7528 0 7
STA_A13 1 A 8.4583 7.8109 8.6148 0 7
STA_A14 1 A 3.3537 1.8512 9.1024 0 7
STA_A15 1 A 7.5617 -0.1943 5.1563 0 7
STA_A16 1 A 8.0606 11.5365 7.8086 0 7
STA_A17 1 A 10.6559 6.3387 3.7804 0 7
STA_A18 1 A 9.7994 7.4159 4.0354 0 7
AP_B 0 B 18.75 5.0 8.9067 0 1
STA_B1 1 B 14.1567 12.3484 6.6647 0 1
STA_B2 1 B 15.721 10.7717 6.4067 0 1
STA_B3 1 B 20.3929 13.8087 8.6439 0 1
STA_B4 1 B 14.2012 3.8745 3.7329 0 1
STA_B5 1 B 19.2557 -1.3538 6.2126 0 1
STA_B6 1 B 24.7608 -2.08 3.0915 0 1
STA_B7 1 B 19.4036 11.5249 7.7332 0 1
STA_B8 1 B 14.1256 -1.8703 7.4955 0 1
STA_B9 1 B 26.2652 5.4839 6.6132 0 1
STA_B10 1 B 14.3995 -3.3959 5.4696 0 1
AP_C 0 C 31.25 5.0 8.5493 0 3
STA_C1 1 C 32.1896 10.0886 7.5048 0 3
STA_C2 1 C 31.1286 2.4486 8.7919 0 3
STA_C3 1 C 25.0992 1.9573 5.6967 0 3
STA_C4 1 C 25.0738 8.7931 6.1711 0 3
STA_C5 1 C 24.5671 0.3777 5.9836 0 3
STA_C6 1 C 25.3947 8.4165 5.2062 0 3
STA_C7 1 C 40.1924 2.7886 4.4369 0 3
STA_C8 1 C 22.2157 8.6814 8.6623 0 3
AP_D 0 D 43.75 5.0 3.7727 0 3
STA_D1 1 D 38.3124 6.6476 5.8291 0 3
STA_D2 1 D 41.4167 13.438 5.5209 0 3
STA_D3 1 D 49.7786 5.6042 8.6387 0 3
STA_D4 1 D 47.6366 -1.1287 5.0145 0 3
STA_D5 1 D 50.7404 1.4901 8.6096 0 3
STA_D6 1 D 51.9931 3.6798 5.1057 0 3
STA_D7 1 D 48.6791 -0.2559 8.2424 0 3
STA_D8 1 D 37.4471 9.4295 8.6036 0 3
STA_D9 1 D 49.5426 10.9555 3.3588 0 3
AP_E 0 E 6.25 15.0 7.5167 0 7
STA_E1 1 E 9.0262 18.1149 6.2921 0 7
STA_E2 1 E 0.2597 13.5364 4.3108 0 7
STA_E3 1 E -0.3327 11.4599 5.0063 0 7
STA_E4 1 E 2.3137 11.3123 3.1593 0 7
STA_E5 1 E 6.2179 7.7608 6.2623 0 7
STA_E6 1 E 5.5375 13.3695 9.6301 0 7
STA_E7 1 E -0.528 15.3262 3.0303 0 7
STA_E8 1 E 7.2018 18.3379 4.3737 0 7
STA_E9 1 E 3.4716 5.9538 7.9553 0 7
STA_E10 1 E 15.1088 19.4892 9.3319 0 7
STA_E11 1 E 12.5302 18.1225 3.217 0 7
STA_E12 1 E 1.8042 8.2951 7.5415 0 7
STA_E13 1 E 9.6466 12.7064 5.3516 0 7
STA_E14 1 E 15.9444 13.0201 9.5845 0 7
STA_E15 1 E -1.1361 10.4494 3.0482 0 7
STA_E16 1 E 9.7413 18.3971 9.3362 0 7
STA_E17 1 E -3.6386 14.7914 9.9613 0 7
STA_E18 1 E 1.0983 8.6529 6.8679 0 7
STA_E19 1 E -2.2477 19.2702 5.8125 0 7
AP_F 0 F 18.75 15.0 5.7885 0 3
STA_F1 1 F 9.8369 15.9147 8.2078 0 3
STA_F2 1 F 26.7855 17.4469 8.5874 0 3
STA_F3 1 F 12.0124 20.0616 8.5609 0 3
STA_F4 1 F 27.3123 19.9382 9.3899 0 3
