node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 8.146 0 7
STA_A1 1 A 8.0033 10.0172 9.0964 0 7
STA_A2 1 A 7.9432 13.2471 8.6678 0 7
STA_A3 1 A 2.6838 -1.7711 3.593 0 7
STA_A4 1 A -1.0403 1.6709 7.2206 0 7
STA_A5 1 A 3.5089 -3.8048 5.8017 0 7
STA_A6 1 A 12.1265 11.2418 6.1704 0 7
STA_A7 1 A 1.0264 -0.4623 5.2703 0 7
STA_A8 1 A 9.4651 3.8155 9.3843 0 7
STA_A9 1 A 13.8095 10.1162 7.0842 0 7
STA_A10 1 A 9.9746 0.5439 7.3926 0 7
STA_A11 1 A 1.543 13.1859 6.3623 0 7
STA_A12 1 A 3.6872 9.5204 5.909 0 7
STA_A13 1 A 14.0933 9.483 9.9134 0 7
STA_A14 1 A 4.7599 2.2549 3.2764 0 7
STA_A15 1 A 11.8614 -3.2199 4.3416 0 7
STA_A16 1 A 3.335 9.6596 3.8903 0 7
STA_A17 1 A 9.6039 1.3046 7.6694 0 7
STA_A18 1 A 6.5531 -0.3066 7.5545 0 7
STA_A19 1 A -2.7021 5.3825 7.917 0 7
STA_A20 1 A -2.3312 3.9266 3.5778 0 7
AP_B 0 B 18.75 5.0 3.179 0 7
STA_B1 1 B 26.9297 8.5626 3.0933 0 7
STA_B2 1 B 18.6366 -0.2379 5.0165 0 7
STA_B3 1 B 12.3323 6.8591 7.1657 0 7
STA_B4 1 B 27.5055 8.2823 5.3586 0 7
STA_B5 1 B 13.3627 11.9205 9.8986 0 7
STA_B6 1 B 27.9815 7.5056 5.9931 0 7
STA_B7 1 B 28.3892 6.3793 4.4626 0 7
STA_B8 1 B 16.9891 0.5147 9.1849 0 7
STA_B9 1 B 15.5922 -0.1227 5.9958 0 7
STA_B10 1 B 18.7447 1.2557 8.0934 0 7
STA_B11 1 B 16.2647 0.6071 5.0373 0 7
STA_B12 1 B 14.6304 9.8984 9.3435 0 7
AP_C 0 C 31.25 5.0 9.6794 0 7
STA_C1 1 C 26.7561 11.1119 3.1052 0 7
STA_C2 1 C 28.3325 2.6119 6.4706 0 7
STA_C3 1 C 27.816 5.132 4.7916 0 7
STA_C4 1 C 35.7945 11.2625 3.6106 0 7
STA_C5 1 C 21.873 4.6938 9.1086 0 7
STA_C6 1 C 31.9238 9.1716 6.9918 0 7
STA_C7 1 C 32.6365 12.2423 9.396 0 7
STA_C8 1 C 34.3065 1.1465 9.264 0 7
STA_C9 1 C 35.5262 8.7842 3.306 0 7
STA_C10 1 C 34.1206 10.308 3.0803 0 7
STA_C11 1 C 40.2236 3.7176 7.2335 0 7
STA_C12 1 C 21.3487 6.0525 5.1143 0 7
STA_C13 1 C 31.5412 7.8828 6.6862 0 7
STA_C14 1 C 21.7948 6.9192 4.0444 0 7
STA_C15 1 C 37.7871 5.9432 3.8127 0 7
STA_C16 1 C 36.5338 -0.6751 4.621 0 7
STA_C17 1 C 24.4323 2.9823 5.9904 0 7
STA_C18 1 C 39.7696 0.5406 3.4838 0 7
STA_C19 1 C 31.5035 -4.1671 9.6493 0 7
STA_C20 1 C 27.779 2.5592 7.8485 0 7
AP_D 0 D 43.75 5.0 5.365 0 7
STA_D1 1 D 44.7485 1.6798 5.971 0 7
STA_D2 1 D 41.641 14.0176 4.9098 0 7
STA_D3 1 D 52.4436 6.2952 4.0822 0 7
STA_D4 1 D 34.535 2.4084 9.5941 0 7
STA_D5 1 D 36.4487 5.6332 5.394 0 7
STA_D6 1 D 43.2062 14.7926 9.3359 0 7
STA_D7 1 D 50.1717 -1.1984 5.5414 0 7
STA_D8 1 D 39.9398 13.9423 4.0562 0 7
STA_D9 1 D 37.8842 1.7018 9.5421 0 7
STA_D10 1 D 44.0245 -2.8023 9.5193 0 7
STA_D11 1 D 43.5441 -1.7202 8.9206 0 7
STA_D12 1 D 50.5907 4.9387 4.1681 0 7
STA_D13 1 D 43.4711 8.3956 4.9314 0 7
STA_D14 1 D 45.5052 -0.9473 9.6598 0 7
STA_D15 1 D 42.2076 13.8172 3.4713 0 7
STA_D16 1 D 49.5031 3.1584 8.7774 0 7
STA_D17 1 D 38.6135 5.1418 6.4677 0 7
STA_D18 1 D 45.2709 14.0982 7.6759 0 7
STA_D19 1 D 46.0003 -4.2483 3.9129 0 7
AP_E 0 E 6.25 15.0 9.7179 0 7
STA_E1 1 E 3.928 17.149 8.2966 0 7
STA_E2 1 E 7.1309 24.0289 5.025 0 7
STA_E3 1 E 1.3734 17.0841 6.5464 0 7
STA_E4 1 E 14.0798 19.4487 5.9974 0 7
STA_E5 1 E 3.7573 22.7285 7.4421 0 7
STA_E6 1 E 10.9889 13.4415 4.7177 0 7
STA_E7 1 E 2.5736 9.1883 8.6933 0 7
STA_E8 1 E -2.6831 17.4468 9.6446 0 7
STA_E9 1 E 8.9899 6.5402 3.5061 0 7
STA_E10 1 E 1.3964 8.5408 5.2364 0 7
STA_E11 1 E 3.9237 16.8372 5.3061 0 7
STA_E12 1 E -2.5591 16.7147 3.1939 0 7
STA_E13 1 E 15.267 15.3917 9.5175 0 7
STA_E14 1 E 10.4913 10.9255 8.6579 0 7
STA_E15 1 E 6.1751 8.0137 8.4449 0 7
AP_F 0 F 18.75 15.0 5.493 6 7
STA_F1 1 F 18.8897 11.0882 3.7376 6 7
STA_F2 1 F 17.2217 9.0599 3.9291 6 7
STA_F3 1 F 21.0045 7.5195 9.2772 6 7
STA_F4 1 F 24.7701 20.6775 6.7078 6 7
STA_F5 1 F 16.9167 9.4039 8.418 6 7
STA_F6 1 F 25.9246 17.9208 6.2732 6 7
STA_F7 1 F 15.1111 8.4333 8.2681 6 7
STA_F8 1 F 16.9951 17.3735 7.7787 6 7
STA_F9 1 F 9.9879 10.7164 4.202 6 7
STA_F10 1 F 16.8096 10.3998 8.7594 6 7
STA_F11 1 F 19.9865 6.4614 5.8763 6 7
STA_F12 1 F 23.6182 9.0297 5.0962 6 7
STA_F13 1 F 15.3857 14.1653 3.1499 6 7
STA_F14 1 F 24.8179 11.0639 9.2229 6 7
STA_F15 1 F 17.2664 6.6229 5.7893 6 7
STA_F16 1 F 20.4432 7.7555 8.0736 6 7
AP_G 0 G 31.25 15.0 6.5129 0 1
STA_G1 1 G 36.4408 14.863 5.0715 0 1
STA_G2 1 G 36.9212 10.2713 8.9662 0 1
STA_G3 1 G 35.165 18.823 4.336 0 1
STA_G4 1 G 25.1064 13.7523 6.9106 0 1
STA_G5 1 G 33.2412 18.2016 5.3552 0 1
STA_G6 1 G 27.843 5.8632 3.4318 0 1
STA_G7 1 G 23.3367 14.5865 3.7913 0 1
STA_G8 1 G 35.8102 20.9903 7.5229 0 1
STA_G9 1 G 23.2913 8.9507 5.477 0 1
STA_G10 1 G 33.6151 18.4176 7.0599 0 1
STA_G11 1 G 40.1324 11.4256 7.4662 0 1
STA_G12 1 G 25.4942 17.3482 6.0653 0 1
STA_G13 1 G 28.435 24.25 6.1517 0 1
AP_H 0 H 43.75 15.0 5.9002 6 7
STA_H1 1 H 43.2861 20.5385 5.6004 6 7
STA_H2 1 H 44.1818 24.4282 5.9779 6 7
STA_H3 1 H 46.5872 18.0184 6.1763 6 7
STA_H4 1 H 40.7924 13.1654 6.131 6 7
STA_H5 1 H 44.0691 8.1096 8.095 6 7
STA_H6 1 H 48.6274 15.5315 7.6563 6 7
STA_H7 1 H 36.432 19.1525 6.3949 6 7
STA_H8 1 H 42.1321 18.9822 4.991 6 7
STA_H9 1 H 50.3159 15.3307 9.9393 6 7
STA_H10 1 H 42.41 16.3501 5.0665 6 7
STA_H11 1 H 40.6588 18.36 9.1413 6 7
STA_H12 1 H 45.3154 9.5326 7.544 6 7
STA_H13 1 H 48.9855 18.3382 6.7542 6 7
