node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 6.8244 0 7
STA_A1 1 A 5.4349 -3.8898 4.4022 0 7
STA_A2 1 A 9.9542 -3.4363 5.0526 0 7
STA_A3 1 A 5.5707 -4.6036 3.6796 0 7
STA_A4 1 A 11.8446 8.3389 4.3973 0 7
STA_A5 1 A 14.7536 -0.0601 9.8115 0 7
STA_A6 1 A 3.2695 13.3565 4.9496 0 7
STA_A7 1 A 3.4131 -3.4334 4.5343 0 7
STA_A8 1 A 2.9073 -4.3844 3.7606 0 7
STA_A9 1 A 11.5458 9.2943 9.0129 0 7
STA_A10 1 A 7.7413 12.6952 3.615 0 7
STA_A11 1 A 5.2402 9.9055 9.5128 0 7
AP_B 0 B 18.75 5.0 6.1639 0 7
STA_B1 1 B 19.9704 5.8018 3.442 0 7
STA_B2 1 B 20.2883 12.6347 4.1464 0 7
STA_B3 1 B 14.9138 6.8424 8.3495 0 7
STA_B4 1 B 12.596 6.6471 7.6665 0 7
STA_B5 1 B 25.1751 -1.0783 3.9231 0 7
STA_B6 1 B 19.7673 12.9283 9.264 0 7
STA_B7 1 B 15.1538 0.1485 6.6965 0 7
STA_B8 1 B 18.0382 2.6212 4.1042 0 7
STA_B9 1 B 10.3843 8.221 9.5741 0 7
STA_B10 1 B 9.7711 3.5768 8.1661 0 7
AP_C 0 C 31.25 5.0 8.2397 2 3
STA_C1 1 C 30.0149 4.2062 3.0062 2 3
STA_C2 1 C 38.6357 3.3492 8.7093 2 3
STA_C3 1 C 25.4751 8.864 9.7464 2 3
STA_C4 1 C 27.6733 11.3744 9.7266 2 3
STA_C5 1 C 37.7283 3.3731 6.7464 2 3
STA_C6 1 C 25.9462 7.9265 4.7782 2 3
STA_C7 1 C 37.6933 -1.589 4.0958 2 3
STA_C8 1 C 24.9232 8.1149 4.485 2 3
STA_C9 1 C 34.0113 10.5022 4.2801 2 3
STA_C10 1 C 23.0336 10.6415 5.963 2 3
STA_C11 1 C 24.1991 0.8037 5.6034 2 3
AP_D 0 D 43.75 5.0 9.7905 0 3
STA_D1 1 D 33.9895 4.4713 9.2437 0 3
STA_D2 1 D 34.3384 1.665 8.2658 0 3
STA_D3 1 D 40.9432 -2.7662 5.3859 0 3
STA_D4 1 D 39.8543 0.0214 7.2601 0 3
STA_D5 1 D 38.0062 -3.0774 6.8578 0 3
STA_D6 1 D 38.9517 0.3442 6.6239 0 3
STA_D7 1 D 44.6869 9.528 4.5878 0 3
STA_D8 1 D 42.4924 5.1334 3.1631 0 3
STA_D9 1 D 39.8811 3.6434 4.8505 0 3
STA_D10 1 D 35.3194 9.6444 3.9021 0 3
STA_D11 1 D 40.518 6.5425 9.2736 0 3
STA_D12 1 D 35.3868 0.6317 9.5967 0 3
STA_D13 1 D 36.5463 0.1253 4.8409 0 3
STA_D14 1 D 41.0142 5.9639 8.8817 0 3
STA_D15 1 D 53.6107 4.1946 8.7819 0 3
STA_D16 1 D 45.7293 9.7648 6.3641 0 3
STA_D17 1 D 50.4837 7.3518 6.3011 0 3
STA_D18 1 D 42.8685 11.6497 7.5402 0 3
AP_E 0 E 6.25 15.0 3.6022 0 1
STA_E1 1 E 6.5685 17.9155 6.5262 0 1
STA_E2 1 E 10.5507 23.1479 8.7768 0 1
STA_E3 1 E 11.9162 19.6528 6.1185 0 1
STA_E4 1 E 12.7747 15.2214 6.6998 0 1
STA_E5 1 E 15.84 13.1416 6.7151 0 1
STA_E6 1 E -0.6411 21.7379 3.6719 0 1
STA_E7 1 E 0.4534 21.9007 3.9816 0 1
STA_E8 1 E -1.5727 14.9221 7.5036 0 1
STA_E9 1 E -2.6279 11.8108 7.0736 0 1
STA_E10 1 E -0.313 18.309 3.285 0 1
STA_E11 1 E 9.512 22.9455 7.4957 0 1
STA_E12 1 E 8.3431 14.7328 4.8505 0 1
STA_E13 1 E 10.1327 10.4299 4.6765 0 1
STA_E14 1 E 8.2874 20.7689 8.8001 0 1
STA_E15 1 E 9.9776 17.1719 9.4323 0 1
STA_E16 1 E 12.7115 10.8043 7.8099 0 1
STA_E17 1 E 3.1794 19.5349 9.0545 0 1
STA_E18 1 E -1.2467 17.8799 6.0788 0 1
STA_E19 1 E -0.7343 7.9027 5.7883 0 1
STA_E20 1 E 4.1557 9.4514 3.7178 0 1
AP_F 0 F 18.75 15.0 8.445 0 3
STA_F1 1 F 17.0894 21.939 9.239 0 3
STA_F2 1 F 12.4309 11.4587 4.6734 0 3
STA_F3 1 F 17.2293 5.9638 5.7283 0 3
STA_F4 1 F 12.0808 14.1191 9.7689 0 3
STA_F5 1 F 24.7551 7.8129 3.0577 0 3
STA_F6 1 F 20.9515 19.5349 6.301 0 3
STA_F7 1 F 18.5955 6.3481 8.5492 0 3
STA_F8 1 F 22.9271 15.6459 3.3325 0 3
AP_G 0 G 31.25 15.0 8.1137 0 3
STA_G1 1 G 33.0482 14.5917 9.0874 0 3
STA_G2 1 G 32.1345 19.8926 4.0308 0 3
STA_G3 1 G 36.8344 20.946 5.7037 0 3
STA_G4 1 G 38.0495 19.1999 3.3971 0 3
STA_G5 1 G 27.957 6.1931 3.8419 0 3
STA_G6 1 G 28.0873 9.8122 6.1118 0 3
STA_G7 1 G 25.6279 18.2436 5.3657 0 3
STA_G8 1 G 25.3772 11.9155 7.6952 0 3
AP_H 0 H 43.75 15.0 3.8633 0 3
STA_H1 1 H 38.0621 17.8782 7.1937 0 3
STA_H2 1 H 35.1957 12.2515 8.4867 0 3
STA_H3 1 H 37.3205 15.628 7.5724 0 3
STA_H4 1 H 50.1414 20.8601 3.1404 0 3
STA_H5 1 H 45.9084 17.0714 7.7545 0 3
STA_H6 1 H 48.6592 7.3979 9.0081 0 3
STA_H7 1 H 46.2445 17.568 4.846 0 3
STA_H8 1 H 51.3828 16.5087 4.147 0 3
STA_H9 1 H 36.0541 9.8044 8.3964 0 3
STA_H10 1 H 40.9277 6.8829 5.1689 0 3
STA_H11 1 H 51.5903 20.1301 8.783 0 3
STA_H12 1 H 48.9251 15.6189 8.3107 0 3
STA_H13 1 H 50.025 15.174 3.3526 0 3
STA_H14 1 H 50.9344 19.9637 3.6762 0 3
STA_H15 1 H 41.9651 7.0291 8.8638 0 3
STA_H16 1 H 50.9245 19.9722 4.259 0 3
STA_H17 1 H 48.1451 12.2696 5.0266 0 3
