node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 3.0808 0 7
STA_A1 1 A 8.4193 12.4279 6.9882 0 7
STA_A2 1 A 6.9424 11.916 6.2831 0 7
STA_A3 1 A 14.7575 8.7978 7.0806 0 7
STA_A4 1 A 3.9467 4.6577 3.7292 0 7
STA_A5 1 A 6.4613 -0.6797 7.2074 0 7
STA_A6 1 A 10.6588 11.0635 8.5963 0 7
STA_A7 1 A 9.4499 10.0119 7.072 0 7
STA_A8 1 A -0.8178 8.0392 4.1401 0 7
STA_A9 1 A 13.0639 -1.4995 8.7403 0 7
STA_A10 1 A 1.8519 13.0616 5.7912 0 7
STA_A11 1 A 15.6307 8.2211 6.4616 0 7
STA_A12 1 A 4.0469 3.0173 9.5017 0 7
STA_A13 1 A 12.4483 -0.78 8.8757 0 7
STA_A14 1 A 13.5633 6.1356 4.1515 0 7
STA_A15 1 A -2.2559 6.0992 4.9647 0 7
STA_A16 1 A 9.7051 13.4055 5.4287 0 7
STA_A17 1 A 15.3455 3.0021 4.111 0 7
STA_A18 1 A -0.2162 4.3791 4.9383 0 7
AP_B 0 B 18.75 5.0 6.3902 0 3
STA_B1 1 B 22.6496 5.0972 7.0689 0 3
STA_B2 1 B 27.7585 1.2715 9.863 0 3
STA_B3 1 B 24.918 8.2588 7.9295 0 3
STA_B4 1 B 22.4804 1.8883 4.638 0 3
STA_B5 1 B 21.8262 1.2534 6.8085 0 3
STA_B6 1 B 9.3733 4.7275 3.044 0 3
STA_B7 1 B 13.8346 5.2977 8.8504 0 3
STA_B8 1 B 18.0575 2.3229 7.3235 0 3
STA_B9 1 B 19.7771 9.5628 6.3455 0 3
STA_B10 1 B 25.2292 2.2466 8.8198 0 3
STA_B11 1 B 23.1577 10.2478 4.0427 0 3
STA_B12 1 B 20.5505 12.1867 9.7866 0 3
STA_B13 1 B 12.867 10.4834 8.7369 0 3
STA_B14 1 B 20.5848 13.5504 5.0351 0 3
STA_B15 1 B 16.2712 6.5277 8.0142 0 3
STA_B16 1 B 16.1113 8.5786 8.2169 0 3
STA_B17 1 B 20.5631 -4.0083 8.5988 0 3
STA_B18 1 B 16.4964 -3.6191 4.8261 0 3
AP_C 0 C 31.25 5.0 9.5101 4 5
STA_C1 1 C 28.562 -4.3841 8.1173 4 5
STA_C2 1 C 25.3255 0.5374 3.1655 4 5
STA_C3 1 C 24.7501 9.5648 5.3933 4 5
STA_C4 1 C 29.2939 7.2361 7.2079 4 5
STA_C5 1 C 27.7304 0.8713 3.3582 4 5
STA_C6 1 C 33.5443 5.4277 9.8749 4 5
STA_C7 1 C 28.2822 13.3293 8.2007 4 5
STA_C8 1 C 32.9574 -2.1449 8.1997 4 5
AP_D 0 D 43.75 5.0 8.6947 6 7
STA_D1 1 D 44.0508 1.662 4.1023 6 7
STA_D2 1 D 39.4645 7.8498 3.6904 6 7
STA_D3 1 D 45.3964 4.8266 7.179 6 7
STA_D4 1 D 45.9882 6.0149 6.2881 6 7
STA_D5 1 D 36.1268 1.7512 9.516 6 7
STA_D6 1 D 47.0141 12.4463 4.3937 6 7
STA_D7 1 D 41.3925 -3.2969 4.6273 6 7
STA_D8 1 D 38.7489 10.8455 5.5527 6 7
STA_D9 1 D 50.0201 5.9352 4.0078 6 7
STA_D10 1 D 34.4188 5.8572 3.3221 6 7
STA_D11 1 D 36.8363 10.0476 4.8702 6 7
STA_D12 1 D 37.0828 11.6435 8.9745 6 7
STA_D13 1 D 42.2592 8.7415 8.9438 6 7
STA_D14 1 D 47.9923 11.7791 7.6736 6 7
STA_D15 1 D 38.2685 4.1915 3.8394 6 7
STA_D16 1 D 40.938 -2.5821 8.9171 6 7
STA_D17 1 D 48.9209 1.6499 8.4335 6 7
STA_D18 1 D 40.3919 13.7809 3.8541 6 7
AP_E 0 E 6.25 15.0 4.0691 0 3
STA_E1 1 E 7.054 13.883 4.4865 0 3
STA_E2 1 E 15.2014 15.4923 5.506 0 3
STA_E3 1 E 3.5823 22.4841 5.4469 0 3
STA_E4 1 E 4.8359 18.2529 5.8327 0 3
STA_E5 1 E 6.3529 17.4433 4.1696 0 3
STA_E6 1 E 10.6268 13.5623 8.3189 0 3
STA_E7 1 E 13.4433 15.5512 3.0418 0 3
STA_E8 1 E 3.6712 22.9127 9.5799 0 3
STA_E9 1 E 7.8087 5.7577 8.4306 0 3
STA_E10 1 E 2.9896 24.0475 3.9337 0 3
STA_E11 1 E 4.9169 8.057 6.79 0 3
STA_E12 1 E 4.5709 16.3833 5.097 0 3
STA_E13 1 E 13.8613 8.7405 5.4231 0 3
STA_E14 1 E 8.9283 20.6696 3.3277 0 3
STA_E15 1 E 5.021 5.9538 8.9743 0 3
AP_F 0 F 18.75 15.0 3.3887 0 3
STA_F1 1 F 17.3912 22.007 9.1322 0 3
STA_F2 1 F 22.7202 12.386 8.5059 0 3
STA_F3 1 F 26.0602 21.1573 8.3339 0 3
STA_F4 1 F 22.2747 12.7178 9.4776 0 3
STA_F5 1 F 19.2488 18.5399 3.2486 0 3
STA_F6 1 F 22.1174 20.4556 6.3194 0 3
STA_F7 1 F 11.0153 16.6768 9.018 0 3
STA_F8 1 F 11.3335 21.0064 6.8561 0 3
