node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 3.5944 4 5
STA_A1 1 A -0.456 -0.6703 6.7973 4 5
STA_A2 1 A 1.3836 12.1859 6.3161 4 5
STA_A3 1 A 11.648 1.6134 9.348 4 5
STA_A4 1 A 3.3409 -1.3058 7.8129 4 5
STA_A5 1 A -1.5162 9.832 9.4995 4 5
STA_A6 1 A 8.2138 0.9868 3.1964 4 5
STA_A7 1 A 13.9727 10.745 3.8947 4 5
STA_A8 1 A 1.743 6.195 4.4388 4 5
STA_A9 1 A -1.9338 6.4535 6.8622 4 5
STA_A10 1 A 15.6678 5.8042 8.8691 4 5
STA_A11 1 A 1.9031 -1.1046 4.7638 4 5
STA_A12 1 A -2.2433 5.1344 5.8911 4 5
STA_A13 1 A 1.0921 3.307 6.9441 4 5
STA_A14 1 A 6.1385 12.9451 4.6741 4 5
STA_A15 1 A 11.9093 7.9912 6.7553 4 5
STA_A16 1 A 6.4347 9.0171 6.8195 4 5
STA_A17 1 A 9.3149 2.1695 3.2393 4 5
AP_B 0 B 18.75 5.0 3.4011 0 3
STA_B1 1 B 28.3232 7.7819 3.5119 0 3
STA_B2 1 B 24.1991 13.2403 7.161 0 3
STA_B3 1 B 14.2107 -3.7096 4.4902 0 3
STA_B4 1 B 18.1953 7.6502 9.8029 0 3
STA_B5 1 B 20.9337 9.1489 7.3572 0 3
STA_B6 1 B 16.1984 0.2315 7.4779 0 3
STA_B7 1 B 28.0963 6.7897 5.2336 0 3
STA_B8 1 B 15.4891 11.7618 8.4914 0 3
STA_B9 1 B 12.5392 2.0083 7.3131 0 3
STA_B10 1 B 24.1128 9.643 7.4128 0 3
STA_B11 1 B 21.6008 0.4236 8.4229 0 3
STA_B12 1 B 25.7938 12.0577 3.5407 0 3
STA_B13 1 B 11.0183 0.5539 6.4633 0 3
STA_B14 1 B 14.7026 -0.2926 5.3932 0 3
AP_C 0 C 31.25 5.0 8.8895 2 3
STA_C1 1 C 32.1712 14.6054 5.1273 2 3
STA_C2 1 C 26.6759 12.9574 6.5333 2 3
STA_C3 1 C 33.5697 12.7918 5.9653 2 3
STA_C4 1 C 38.0769 0.4731 9.0595 2 3
STA_C5 1 C 35.3292 8.1644 4.8025 2 3
STA_C6 1 C 26.7574 11.535 7.0057 2 3
STA_C7 1 C 29.8455 10.4912 5.2076 2 3
STA_C8 1 C 30.7054 14.388 7.5193 2 3
STA_C9 1 C 33.2859 10.4599 7.2982 2 3
STA_C10 1 C 34.1833 8.5068 8.5777 2 3
STA_C11 1 C 34.9167 12.9827 3.4645 2 3
STA_C12 1 C 29.7977 3.26 7.7719 2 3
STA_C13 1 C 40.2477 6.5288 5.1878 2 3
STA_C14 1 C 26.702 9.7749 7.5607 2 3
