node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 8.457 0 7
STA_A1 1 A 6.1842 7.3866 8.407 0 7
STA_A2 1 A -1.4062 5.1374 9.5705 0 7
STA_A3 1 A -3.1737 4.6066 8.8912 0 7
STA_A4 1 A 2.242 10.8281 9.5477 0 7
STA_A5 1 A 7.2407 7.4126 5.9407 0 7
STA_A6 1 A 5.8798 7.7514 7.3828 0 7
STA_A7 1 A 3.0222 11.5847 8.6973 0 7
STA_A8 1 A 4.7 -0.1463 8.0635 0 7
STA_A9 1 A 10.7576 8.9114 4.6868 0 7
AP_B 0 B 18.75 5.0 3.0257 0 3
STA_B1 1 B 9.6412 8.0163 7.3139 0 3
STA_B2 1 B 11.5834 4.6238 8.9319 0 3
STA_B3 1 B 12.1006 -1.838 7.6814 0 3
STA_B4 1 B 19.7092 8.9735 3.1427 0 3
STA_B5 1 B 14.814 6.7413 7.1965 0 3
STA_B6 1 B 26.4953 9.7009 3.2925 0 3
STA_B7 1 B 16.4978 1.4753 3.6475 0 3
STA_B8 1 B 17.2005 -2.3104 8.4472 0 3
STA_B9 1 B 20.046 -2.8242 8.8607 0 3
AP_C 0 C 31.25 5.0 5.1599 0 3
STA_C1 1 C 23.9168 10.4571 9.2179 0 3
STA_C2 1 C 22.0252 4.1591 7.1566 0 3
STA_C3 1 C 40.8095 6.0479 5.7591 0 3
STA_C4 1 C 30.6143 10.1001 8.1516 0 3
STA_C5 1 C 28.3964 1.8967 9.0851 0 3
STA_C6 1 C 29.3253 14.0171 7.2118 0 3
STA_C7 1 C 28.6768 0.2125 9.9858 0 3
STA_C8 1 C 29.6915 10.3123 8.0725 0 3
STA_C9 1 C 40.241 8.047 4.9031 0 3
STA_C10 1 C 28.708 12.0731 6.6339 0 3
STA_C11 1 C 31.0624 9.4895 3.1139 0 3
STA_C12 1 C 37.9014 3.6103 5.0804 0 3
STA_C13 1 C 30.6179 2.4895 8.587 0 3
STA_C14 1 C 31.5863 10.6371 9.0133 0 3
AP_D 0 D 43.75 5.0 3.3286 6 7
STA_D1 1 D 37.0268 8.5257 7.0887 6 7
STA_D2 1 D 48.8346 5.3399 9.9393 6 7
STA_D3 1 D 49.1771 -0.129 9.3559 6 7
STA_D4 1 D 43.1494 8.3619 3.9616 6 7
STA_D5 1 D 36.3266 5.4672 3.012 6 7
STA_D6 1 D 43.2061 10.0517 3.627 6 7
STA_D7 1 D 49.0472 12.9858 8.947 6 7
STA_D8 1 D 42.0905 12.3532 5.7181 6 7
STA_D9 1 D 39.0845 0.3481 9.9881 6 7
STA_D10 1 D 47.4339 11.0013 3.8821 6 7
STA_D11 1 D 39.8826 10.1517 7.7928 6 7
STA_D12 1 D 44.0032 14.2726 6.2797 6 7
STA_D13 1 D 38.8015 0.8962 9.0049 6 7
STA_D14 1 D 50.985 8.7612 7.9039 6 7
STA_D15 1 D 40.1184 0.2728 3.9462 6 7
AP_E 0 E 6.25 15.0 3.6774 0 7
STA_E1 1 E 3.0041 10.0478 9.0723 0 7
STA_E2 1 E 10.1382 18.449 9.0316 0 7
STA_E3 1 E 2.0564 23.2944 8.4395 0 7
STA_E4 1 E 6.7282 23.7619 7.4101 0 7
STA_E5 1 E 11.7012 21.6404 8.5086 0 7
STA_E6 1 E 15.5569 13.0334 4.1085 0 7
STA_E7 1 E 3.9247 18.085 4.2142 0 7
STA_E8 1 E 5.6858 24.1942 7.6383 0 7
STA_E9 1 E 2.9785 22.9187 4.4381 0 7
STA_E10 1 E 9.6282 13.5276 6.7717 0 7
STA_E11 1 E 0.8755 15.2237 6.3303 0 7
STA_E12 1 E 12.2137 8.4056 6.7392 0 7
STA_E13 1 E 13.2727 21.2438 7.3987 0 7
STA_E14 1 E 11.6041 19.2837 6.9732 0 7
STA_E15 1 E 2.9161 15.228 7.9348 0 7
STA_E16 1 E 11.7872 21.8778 4.115 0 7
STA_E17 1 E 10.0867 20.1212 9.0132 0 7
AP_F 0 F 18.75 15.0 6.6433 0 7
STA_F1 1 F 9.5173 18.8011 5.943 0 7
STA_F2 1 F 25.6728 20.4034 5.2033 0 7
STA_F3 1 F 22.3642 16.2392 8.8487 0 7
STA_F4 1 F 17.0637 20.3057 8.2059 0 7
STA_F5 1 F 12.7663 16.0974 7.2784 0 7
STA_F6 1 F 10.2352 14.0497 9.7853 0 7
STA_F7 1 F 23.7448 11.3922 3.0825 0 7
STA_F8 1 F 16.3277 10.5629 6.6181 0 7
STA_F9 1 F 23.8489 8.3273 8.3573 0 7
STA_F10 1 F 19.1787 11.4749 7.1524 0 7
STA_F11 1 F 26.5474 20.2018 6.6519 0 7
AP_G 0 G 31.25 15.0 8.4292 0 3
STA_G1 1 G 21.3211 15.8206 9.2239 0 3
STA_G2 1 G 33.0837 7.3139 5.449 0 3
STA_G3 1 G 30.9798 6.0194 8.4023 0 3
STA_G4 1 G 22.1807 13.2527 9.8461 0 3
STA_G5 1 G 29.7711 21.6339 6.1196 0 3
STA_G6 1 G 34.0137 22.0551 5.8539 0 3
STA_G7 1 G 22.9218 16.5857 3.9662 0 3
STA_G8 1 G 30.5137 23.0365 3.0778 0 3
STA_G9 1 G 34.4282 22.7263 6.4429 0 3
STA_G10 1 G 33.6002 23.6741 8.2368 0 3
STA_G11 1 G 34.5928 9.3582 8.395 0 3
STA_G12 1 G 34.3665 11.8713 9.9616 0 3
AP_H 0 H 43.75 15.0 5.924 0 3
STA_H1 1 H 42.395 18.1315 4.8832 0 3
STA_H2 1 H 42.4453 5.1749 9.1676 0 3
STA_H3 1 H 36.1814 10.9708 7.0609 0 3
STA_H4 1 H 35.6708 9.2094 9.2433 0 3
STA_H5 1 H 47.8525 12.9362 4.5018 0 3
STA_H6 1 H 40.1917 22.2512 4.1324 0 3
STA_H7 1 H 40.744 6.5781 9.0369 0 3
STA_H8 1 H 37.366 11.8725 7.4659 0 3
STA_H9 1 H 44.8239 11.4023 9.3353 0 3
STA_H10 1 H 42.5155 14.618 7.1292 0 3
STA_H11 1 H 35.1718 12.7195 3.0316 0 3
STA_H12 1 H 41.2623 20.5753 5.4838 0 3
STA_H13 1 H 37.9539 11.0858 7.68 0 3
STA_H14 1 H 40.6552 13.6382 5.3037 0 3
STA_H15 1 H 38.9746 11.9547 5.1147 0 3
STA_H16 1 H 35.034 15.3145 5.9461 0 3
STA_H17 1 H 43.1798 5.6672 8.1588 0 3
STA_H18 1 H 51.3457 11.1779 5.5495 0 3
STA_H19 1 H 44.3737 10.4866 9.7691 0 3
STA_H20 1 H 48.2878 17.4955 8.442 0 3
