node_code node_type wlan_code x(m) y(m) z(m) min_channel_allowed max_channel_allowed
AP_A 0 A 6.25 5.0 9.3807 0 3
STA_A1 1 A 6.7289 -4.8009 7.8951 0 3
STA_A2 1 A 12.6612 4.8461 8.2612 0 3
STA_A3 1 A 0.0522 1.7946 4.2842 0 3
STA_A4 1 A 1.9957 3.3928 9.3359 0 3
STA_A5 1 A 11.0069 9.2438 9.9117 0 3
STA_A6 1 A 8.7113 7.4313 4.8621 0 3
STA_A7 1 A 12.3332 7.7137 4.3472 0 3
STA_A8 1 A 9.7482 14.126 9.1744 0 3
STA_A9 1 A 10.7953 -1.0449 8.7735 0 3
STA_A10 1 A -0.9142 -0.1833 3.9415 0 3
STA_A11 1 A 15.223 2.8272 8.9325 0 3
STA_A12 1 A 4.9118 8.2934 4.1527 0 3
STA_A13 1 A -3.5263 6.0645 6.2956 0 3
STA_A14 1 A 4.9074 -2.2204 8.3169 0 3
STA_A15 1 A 15.6705 6.7781 7.5316 0 3
STA_A16 1 A 10.4893 11.5854 3.4471 0 3
STA_A17 1 A 11.9398 8.7945 9.8902 0 3
AP_B 0 B 18.75 5.0 7.2087 0 7
STA_B1 1 B 17.6535 7.9059 3.428 0 7
STA_B2 1 B 14.0642 13.6113 7.1062 0 7
STA_B3 1 B 24.9945 1.107 7.0451 0 7
STA_B4 1 B 11.4792 7.7809 4.461 0 7
STA_B5 1 B 16.5308 14.4754 9.7918 0 7
STA_B6 1 B 27.7107 2.2816 4.8991 0 7
STA_B7 1 B 20.9931 -0.7944 8.1395 0 7
STA_B8 1 B 16.154 -2.7445 3.4668 0 7
STA_B9 1 B 12.5935 8.9217 7.8936 0 7
STA_B10 1 B 14.2043 -1.9762 3.3078 0 7
STA_B11 1 B 23.9774 12.2098 5.696 0 7
STA_B12 1 B 10.6748 8.0079 7.7772 0 7
STA_B13 1 B 21.0663 9.5721 4.5468 0 7
STA_B14 1 B 21.3604 0.3857 7.0963 0 7
STA_B15 1 B 14.7175 5.9761 9.8061 0 7
STA_B16 1 B 9.5697 6.9645 3.8019 0 7
STA_B17 1 B 10.4542 8.47 3.0104 0 7
STA_B18 1 B 24.946 2.4793 5.4959 0 7
AP_C 0 C 31.25 5.0 3.2149 0 7
STA_C1 1 C 24.2864 -1.2407 5.012 0 7
STA_C2 1 C 26.3779 1.8089 9.5511 0 7
STA_C3 1 C 30.9869 11.701 4.1407 0 7
STA_C4 1 C 25.2965 -2.4668 6.8765 0 7
STA_C5 1 C 41.1198 4.5774 6.0899 0 7
STA_C6 1 C 26.1112 11.1385 4.1926 0 7
STA_C7 1 C 30.5712 4.0111 6.9779 0 7
STA_C8 1 C 30.6585 13.4772 9.111 0 7
STA_C9 1 C 28.5382 7.9338 6.6653 0 7
STA_C10 1 C 27.8745 12.9086 7.5412 0 7
STA_C11 1 C 23.4047 8.8386 4.4093 0 7
STA_C12 1 C 27.2125 11.0639 4.569 0 7
AP_D 0 D 43.75 5.0 6.8501 0 3
STA_D1 1 D 43.1239 10.8854 7.6227 0 3
STA_D2 1 D 46.7421 -1.6022 3.2105 0 3
STA_D3 1 D 53.0847 5.0115 3.1397 0 3
STA_D4 1 D 36.0367 0.8638 5.2765 0 3
STA_D5 1 D 49.2998 10.5126 9.9902 0 3
STA_D6 1 D 41.1456 6.1622 4.112 0 3
STA_D7 1 D 53.1916 3.8838 4.2093 0 3
STA_D8 1 D 43.0632 -4.7099 6.4958 0 3
STA_D9 1 D 36.2058 7.3474 8.6162 0 3
STA_D10 1 D 45.4503 8.6279 4.3762 0 3
STA_D11 1 D 44.2871 0.4994 8.0846 0 3
STA_D12 1 D 38.4362 -2.4385 3.9526 0 3
STA_D13 1 D 47.4432 12.4216 6.7755 0 3
STA_D14 1 D 42.257 -1.8091 8.5966 0 3
STA_D15 1 D 38.4075 8.294 8.851 0 3
STA_D16 1 D 37.3789 4.8965 6.7992 0 3
STA_D17 1 D 49.5993 -1.1687 5.2987 0 3
STA_D18 1 D 39.5781 8.0255 4.7105 0 3
STA_D19 1 D 38.2008 6.1266 5.5137 0 3
STA_D20 1 D 47.0515 4.5942 5.2501 0 3
AP_E 0 E 6.25 15.0 9.8395 4 5
STA_E1 1 E 4.6521 7.6247 5.8226 4 5
STA_E2 1 E 11.5615 14.5136 6.4351 4 5
STA_E3 1 E 14.5875 16.6889 4.0381 4 5
STA_E4 1 E 3.6847 14.9884 3.4325 4 5
STA_E5 1 E 7.2468 18.7188 9.0097 4 5
STA_E6 1 E 5.2152 6.9703 7.3346 4 5
STA_E7 1 E 8.4084 5.7326 5.9843 4 5
STA_E8 1 E 10.2703 14.36 9.7269 4 5
STA_E9 1 E 10.2861 15.8433 5.5687 4 5
STA_E10 1 E 1.2662 12.2718 6.4445 4 5
STA_E11 1 E 5.8815 10.6937 7.6161 4 5
STA_E12 1 E 14.4422 19.1262 4.9538 4 5
AP_F 0 F 18.75 15.0 7.0365 4 5
STA_F1 1 F 20.4043 8.344 9.4121 4 5
STA_F2 1 F 20.947 21.5584 5.7103 4 5
STA_F3 1 F 16.8053 16.1332 3.8755 4 5
STA_F4 1 F 25.5815 10.0456 8.9515 4 5
STA_F5 1 F 17.3069 15.4582 6.3886 4 5
STA_F6 1 F 22.8267 8.6367 3.042 4 5
STA_F7 1 F 25.9419 15.3883 9.0616 4 5
STA_F8 1 F 21.3216 7.4567 5.7603 4 5
STA_F9 1 F 11.641 19.4386 9.5396 4 5
STA_F10 1 F 13.0284 7.0399 4.9808 4 5
STA_F11 1 F 13.7346 18.8422 6.9697 4 5
STA_F12 1 F 17.2951 12.4588 8.0173 4 5
STA_F13 1 F 14.7029 20.0948 3.7138 4 5
STA_F14 1 F 19.835 8.1548 4.4761 4 5
STA_F15 1 F 19.0305 10.8063 4.5828 4 5
STA_F16 1 F 25.8971 9.5962 7.1124 4 5
STA_F17 1 F 16.643 20.724 5.4554 4 5
STA_F18 1 F 27.573 16.0614 7.0138 4 5
STA_F19 1 F 26.7311 14.379 5.8633 4 5
STA_F20 1 F 15.6401 14.8666 6.432 4 5
AP_G 0 G 31.25 15.0 6.0303 0 7
STA_G1 1 G 35.3396 20.9067 9.8399 0 7
STA_G2 1 G 26.9261 14.6879 5.4695 0 7
STA_G3 1 G 30.8014 17.1912 5.2745 0 7
STA_G4 1 G 24.2403 17.5501 4.8752 0 7
STA_G5 1 G 33.6556 18.7805 7.1328 0 7
STA_G6 1 G 24.4868 16.9609 4.0934 0 7
STA_G7 1 G 35.6445 12.1173 5.3354 0 7
STA_G8 1 G 22.2312 19.2971 3.6286 0 7
STA_G9 1 G 29.8704 22.1692 3.5052 0 7
STA_G10 1 G 25.2991 19.8002 3.599 0 7
STA_G11 1 G 27.7019 11.3061 4.7568 0 7
STA_G12 1 G 22.9393 13.0067 5.0824 0 7
AP_H 0 H 43.75 15.0 4.2373 0 7
STA_H1 1 H 41.765 17.5042 8.7882 0 7
STA_H2 1 H 49.9636 17.3208 4.3619 0 7
STA_H3 1 H 46.1341 18.5098 3.5268 0 7
STA_H4 1 H 47.4057 23.4953 6.425 0 7
STA_H5 1 H 38.2517 14.7615 4.7688 0 7
STA_H6 1 H 35.6759 10.9954 8.6854 0 7
STA_H7 1 H 42.4349 13.5741 5.7534 0 7
STA_H8 1 H 41.5084 8.5412 3.4487 0 7
STA_H9 1 H 37.4225 20.2028 6.741 0 7
STA_H10 1 H 50.883 20.2815 8.3594 0 7
