Inf,-69.43,-85.44,-98.45,-71.74,-80.30,-90.35,-99.82;
-69.43,Inf,-69.65,-85.25,-80.65,-71.51,-77.39,-87.36;
-85.44,-69.65,Inf,-70.22,-93.90,-80.67,-69.60,-74.35;
-98.45,-85.25,-70.22,Inf,-105.81,-93.37,-77.29,-65.97;
-65.72,-74.63,-87.88,-99.79,Inf,-75.65,-88.24,-98.65;
-74.28,-65.49,-74.65,-87.35,-75.65,Inf,-72.41,-85.26;
-87.34,-74.38,-66.59,-74.28,-91.25,-75.42,Inf,-69.73;
-99.82,-87.36,-74.35,-65.97,-104.67,-91.28,-72.74,Inf
Inf,-69.43,-85.44,-98.45,-71.74,-80.30,-90.35,-99.82;
-69.43,Inf,-69.65,-85.25,-80.65,-71.51,-77.39,-87.36;
-85.44,-69.65,Inf,-70.22,-93.90,-80.67,-69.60,-74.35;
-98.45,-85.25,-70.22,Inf,-105.81,-93.37,-77.29,-65.97;
-65.72,-74.63,-87.88,-99.79,Inf,-75.65,-88.24,-98.65;
-74.28,-65.49,-74.65,-87.35,-75.65,Inf,-72.41,-85.26;
-87.34,-74.38,-66.59,-74.28,-91.25,-75.42,Inf,-69.73;
-99.82,-87.36,-74.35,-65.97,-104.67,-91.28,-72.74,Inf
Inf,-69.43,-85.44,-98.45,-71.74,-80.30,-90.35,-99.82;
-69.43,Inf,-69.65,-85.25,-80.65,-71.51,-77.39,-87.36;
-85.44,-69.65,Inf,-70.22,-93.90,-80.67,-69.60,-74.35;
-98.45,-85.25,-70.22,Inf,-105.81,-93.37,-77.29,-65.97;
-65.72,-74.63,-87.88,-99.79,Inf,-75.65,-88.24,-98.65;
-74.28,-65.49,-74.65,-87.35,-75.65,Inf,-72.41,-85.26;
-87.34,-74.38,-66.59,-74.28,-91.25,-75.42,Inf,-69.73;
-99.82,-87.36,-74.35,-65.97,-104.67,-91.28,-72.74,Inf
Inf,-69.43,-85.44,-98.45,-71.74,-80.30,-90.35,-99.82;
-69.43,Inf,-69.65,-85.25,-80.65,-71.51,-77.39,-87.36;
-85.44,-69.65,Inf,-70.22,-93.90,-80.67,-69.60,-74.35;
-98.45,-85.25,-70.22,Inf,-105.81,-93.37,-77.29,-65.97;
-65.72,-74.63,-87.88,-99.79,Inf,-75.65,-88.24,-98.65;
-74.28,-65.49,-74.65,-87.35,-75.65,Inf,-72.41,-85.26;
-87.34,-74.38,-66.59,-74.28,-91.25,-75.42,Inf,-69.73;
-99.82,-87.36,-74.35,-65.97,-104.67,-91.28,-72.74,Inf
Inf,-69.43,-85.44,-98.45,-71.74,-80.30,-90.35,-99.82;
-69.43,Inf,-69.65,-85.25,-80.65,-71.51,-77.39,-87.36;
-85.44,-69.65,Inf,-70.22,-93.90,-80.67,-69.60,-74.35;
-98.45,-85.25,-70.22,Inf,-105.81,-93.37,-77.29,-65.97;
-65.72,-74.63,-87.88,-99.79,Inf,-75.65,-88.24,-98.65;
-74.28,-65.49,-74.65,-87.35,-75.65,Inf,-72.41,-85.26;
-87.34,-74.38,-66.59,-74.28,-91.25,-75.42,Inf,-69.73;
-99.82,-87.36,-74.35,-65.97,-104.67,-91.28,-72.74,Inf
