Inf,-72.65,-88.50,-98.45,-70.02,-80.41,-87.34,-102.97;
-75.66,Inf,-72.49,-85.33,-77.51,-71.48,-74.43,-90.41;
-91.51,-72.49,Inf,-70.23,-90.36,-80.46,-66.33,-77.29;
-104.47,-88.34,-73.24,Inf,-103.07,-93.43,-74.29,-69.82;
-73.03,-77.51,-90.36,-100.06,Inf,-75.86,-85.59,-101.46;
-80.41,-68.47,-77.45,-87.41,-72.85,Inf,-69.47,-88.32;
-93.36,-77.44,-69.34,-74.29,-88.60,-75.49,Inf,-73.13;
-105.98,-90.41,-77.29,-66.81,-101.46,-91.33,-70.12,Inf
Inf,-72.65,-88.50,-98.45,-70.02,-80.41,-87.34,-102.97;
-75.66,Inf,-72.49,-85.33,-77.51,-71.48,-74.43,-90.41;
-91.51,-72.49,Inf,-70.23,-90.36,-80.46,-66.33,-77.29;
-104.47,-88.34,-73.24,Inf,-103.07,-93.43,-74.29,-69.82;
-73.03,-77.51,-90.36,-100.06,Inf,-75.86,-85.59,-101.46;
-80.41,-68.47,-77.45,-87.41,-72.85,Inf,-69.47,-88.32;
-93.36,-77.44,-69.34,-74.29,-88.60,-75.49,Inf,-73.13;
-105.98,-90.41,-77.29,-66.81,-101.46,-91.33,-70.12,Inf
Inf,-72.65,-88.50,-98.45,-70.02,-80.41,-87.34,-102.97;
-75.66,Inf,-72.49,-85.33,-77.51,-71.48,-74.43,-90.41;
-91.51,-72.49,Inf,-70.23,-90.36,-80.46,-66.33,-77.29;
-104.47,-88.34,-73.24,Inf,-103.07,-93.43,-74.29,-69.82;
-73.03,-77.51,-90.36,-100.06,Inf,-75.86,-85.59,-101.46;
-80.41,-68.47,-77.45,-87.41,-72.85,Inf,-69.47,-88.32;
-93.36,-77.44,-69.34,-74.29,-88.60,-75.49,Inf,-73.13;
-105.98,-90.41,-77.29,-66.81,-101.46,-91.33,-70.12,Inf
Inf,-72.65,-88.50,-98.45,-70.02,-80.41,-87.34,-102.97;
-75.66,Inf,-72.49,-85.33,-77.51,-71.48,-74.43,-90.41;
-91.51,-72.49,Inf,-70.23,-90.36,-80.46,-66.33,-77.29;
-104.47,-88.34,-73.24,Inf,-103.07,-93.43,-74.29,-69.82;
-73.03,-77.51,-90.36,-100.06,Inf,-75.86,-85.59,-101.46;
-80.41,-68.47,-77.45,-87.41,-72.85,Inf,-69.47,-88.32;
-93.36,-77.44,-69.34,-74.29,-88.60,-75.49,Inf,-73.13;
-105.98,-90.41,-77.29,-66.81,-101.46,-91.33,-70.12,Inf
Inf,-72.65,-88.50,-98.45,-70.02,-80.41,-87.34,-102.97;
-75.66,Inf,-72.49,-85.33,-77.51,-71.48,-74.43,-90.41;
-91.51,-72.49,Inf,-70.23,-90.36,-80.46,-66.33,-77.29;
-104.47,-88.34,-73.24,Inf,-103.07,-93.43,-74.29,-69.82;
-73.03,-77.51,-90.36,-100.06,Inf,-75.86,-85.59,-101.46;
-80.41,-68.47,-77.45,-87.41,-72.85,Inf,-69.47,-88.32;
-93.36,-77.44,-69.34,-74.29,-88.60,-75.49,Inf,-73.13;
-105.98,-90.41,-77.29,-66.81,-101.46,-91.33,-70.12,Inf
