Inf,-69.47,-88.55,-98.69,-65.59,-74.29,-87.67,-100.02;
-69.47,Inf,-72.76,-85.38,-74.28,-65.50,-74.57,-87.53;
-85.54,-69.75,Inf,-69.37,-87.48,-74.76,-65.44,-74.29;
-98.69,-85.38,-72.38,Inf,-99.87,-87.63,-74.28,-65.44;
-65.59,-74.28,-90.49,-99.87,Inf,-69.40,-85.35,-98.58;
-74.29,-65.50,-77.77,-87.63,-69.40,Inf,-70.08,-85.54;
-87.67,-74.57,-68.45,-74.28,-85.35,-70.08,Inf,-69.37;
-100.02,-87.53,-77.30,-65.44,-98.58,-85.54,-69.37,Inf
Inf,-69.47,-88.55,-98.69,-65.59,-74.29,-87.67,-100.02;
-69.47,Inf,-72.76,-85.38,-74.28,-65.50,-74.57,-87.53;
-85.54,-69.75,Inf,-69.37,-87.48,-74.76,-65.44,-74.29;
-98.69,-85.38,-72.38,Inf,-99.87,-87.63,-74.28,-65.44;
-65.59,-74.28,-90.49,-99.87,Inf,-69.40,-85.35,-98.58;
-74.29,-65.50,-77.77,-87.63,-69.40,Inf,-70.08,-85.54;
-87.67,-74.57,-68.45,-74.28,-85.35,-70.08,Inf,-69.37;
-100.02,-87.53,-77.30,-65.44,-98.58,-85.54,-69.37,Inf
Inf,-69.47,-88.55,-98.69,-65.59,-74.29,-87.67,-100.02;
-69.47,Inf,-72.76,-85.38,-74.28,-65.50,-74.57,-87.53;
-85.54,-69.75,Inf,-69.37,-87.48,-74.76,-65.44,-74.29;
-98.69,-85.38,-72.38,Inf,-99.87,-87.63,-74.28,-65.44;
-65.59,-74.28,-90.49,-99.87,Inf,-69.40,-85.35,-98.58;
-74.29,-65.50,-77.77,-87.63,-69.40,Inf,-70.08,-85.54;
-87.67,-74.57,-68.45,-74.28,-85.35,-70.08,Inf,-69.37;
-100.02,-87.53,-77.30,-65.44,-98.58,-85.54,-69.37,Inf
Inf,-69.47,-88.55,-98.69,-65.59,-74.29,-87.67,-100.02;
-69.47,Inf,-72.76,-85.38,-74.28,-65.50,-74.57,-87.53;
-85.54,-69.75,Inf,-69.37,-87.48,-74.76,-65.44,-74.29;
-98.69,-85.38,-72.38,Inf,-99.87,-87.63,-74.28,-65.44;
-65.59,-74.28,-90.49,-99.87,Inf,-69.40,-85.35,-98.58;
-74.29,-65.50,-77.77,-87.63,-69.40,Inf,-70.08,-85.54;
-87.67,-74.57,-68.45,-74.28,-85.35,-70.08,Inf,-69.37;
-100.02,-87.53,-77.30,-65.44,-98.58,-85.54,-69.37,Inf
Inf,-69.47,-88.55,-98.69,-65.59,-74.29,-87.67,-100.02;
-69.47,Inf,-72.76,-85.38,-74.28,-65.50,-74.57,-87.53;
-85.54,-69.75,Inf,-69.37,-87.48,-74.76,-65.44,-74.29;
-98.69,-85.38,-72.38,Inf,-99.87,-87.63,-74.28,-65.44;
-65.59,-74.28,-90.49,-99.87,Inf,-69.40,-85.35,-98.58;
-74.29,-65.50,-77.77,-87.63,-69.40,Inf,-70.08,-85.54;
-87.67,-74.57,-68.45,-74.28,-85.35,-70.08,Inf,-69.37;
-100.02,-87.53,-77.30,-65.44,-98.58,-85.54,-69.37,Inf
