Inf,-76.00,-85.31,-98.50,-65.56,-80.34,-90.55,-99.83;
-72.99,Inf,-69.42,-85.23,-74.45,-72.87,-77.29,-87.96;
-88.32,-75.44,Inf,-69.37,-87.36,-80.74,-68.50,-75.13;
-101.51,-91.25,-69.37,Inf,-99.77,-93.53,-77.35,-66.82;
-68.57,-80.47,-87.36,-99.77,Inf,-75.67,-88.28,-98.62;
-77.33,-72.87,-74.72,-87.51,-69.65,Inf,-73.34,-85.23;
-90.55,-80.30,-65.49,-74.34,-85.27,-76.35,Inf,-71.00;
-102.84,-93.99,-75.13,-66.82,-98.62,-91.25,-74.01,Inf
Inf,-76.00,-85.31,-98.50,-65.56,-80.34,-90.55,-99.83;
-72.99,Inf,-69.42,-85.23,-74.45,-72.87,-77.29,-87.96;
-88.32,-75.44,Inf,-69.37,-87.36,-80.74,-68.50,-75.13;
-101.51,-91.25,-69.37,Inf,-99.77,-93.53,-77.35,-66.82;
-68.57,-80.47,-87.36,-99.77,Inf,-75.67,-88.28,-98.62;
-77.33,-72.87,-74.72,-87.51,-69.65,Inf,-73.34,-85.23;
-90.55,-80.30,-65.49,-74.34,-85.27,-76.35,Inf,-71.00;
-102.84,-93.99,-75.13,-66.82,-98.62,-91.25,-74.01,Inf
Inf,-76.00,-85.31,-98.50,-65.56,-80.34,-90.55,-99.83;
-72.99,Inf,-69.42,-85.23,-74.45,-72.87,-77.29,-87.96;
-88.32,-75.44,Inf,-69.37,-87.36,-80.74,-68.50,-75.13;
-101.51,-91.25,-69.37,Inf,-99.77,-93.53,-77.35,-66.82;
-68.57,-80.47,-87.36,-99.77,Inf,-75.67,-88.28,-98.62;
-77.33,-72.87,-74.72,-87.51,-69.65,Inf,-73.34,-85.23;
-90.55,-80.30,-65.49,-74.34,-85.27,-76.35,Inf,-71.00;
-102.84,-93.99,-75.13,-66.82,-98.62,-91.25,-74.01,Inf
Inf,-76.00,-85.31,-98.50,-65.56,-80.34,-90.55,-99.83;
-72.99,Inf,-69.42,-85.23,-74.45,-72.87,-77.29,-87.96;
-88.32,-75.44,Inf,-69.37,-87.36,-80.74,-68.50,-75.13;
-101.51,-91.25,-69.37,Inf,-99.77,-93.53,-77.35,-66.82;
-68.57,-80.47,-87.36,-99.77,Inf,-75.67,-88.28,-98.62;
-77.33,-72.87,-74.72,-87.51,-69.65,Inf,-73.34,-85.23;
-90.55,-80.30,-65.49,-74.34,-85.27,-76.35,Inf,-71.00;
-102.84,-93.99,-75.13,-66.82,-98.62,-91.25,-74.01,Inf
Inf,-76.00,-85.31,-98.50,-65.56,-80.34,-90.55,-99.83;
-72.99,Inf,-69.42,-85.23,-74.45,-72.87,-77.29,-87.96;
-88.32,-75.44,Inf,-69.37,-87.36,-80.74,-68.50,-75.13;
-101.51,-91.25,-69.37,Inf,-99.77,-93.53,-77.35,-66.82;
-68.57,-80.47,-87.36,-99.77,Inf,-75.67,-88.28,-98.62;
-77.33,-72.87,-74.72,-87.51,-69.65,Inf,-73.34,-85.23;
-90.55,-80.30,-65.49,-74.34,-85.27,-76.35,Inf,-71.00;
-102.84,-93.99,-75.13,-66.82,-98.62,-91.25,-74.01,Inf
