Inf,-73.01,-86.10,-98.87,-68.53,-77.29,-90.91,-102.93;
-76.02,Inf,-69.93,-85.31,-77.51,-69.17,-77.44,-90.35;
-92.13,-72.94,Inf,-69.40,-90.95,-78.77,-68.56,-77.64;
-104.89,-88.32,-69.40,Inf,-103.05,-90.92,-77.29,-68.81;
-71.54,-77.51,-87.94,-100.04,Inf,-72.40,-88.61,-101.54;
-80.30,-69.17,-75.76,-87.91,-72.40,Inf,-73.74,-88.43;
-93.92,-77.44,-65.55,-74.28,-88.61,-73.74,Inf,-72.55;
-105.94,-90.35,-74.63,-65.80,-101.54,-88.43,-72.55,Inf
Inf,-73.01,-86.10,-98.87,-68.53,-77.29,-90.91,-102.93;
-76.02,Inf,-69.93,-85.31,-77.51,-69.17,-77.44,-90.35;
-92.13,-72.94,Inf,-69.40,-90.95,-78.77,-68.56,-77.64;
-104.89,-88.32,-69.40,Inf,-103.05,-90.92,-77.29,-68.81;
-71.54,-77.51,-87.94,-100.04,Inf,-72.40,-88.61,-101.54;
-80.30,-69.17,-75.76,-87.91,-72.40,Inf,-73.74,-88.43;
-93.92,-77.44,-65.55,-74.28,-88.61,-73.74,Inf,-72.55;
-105.94,-90.35,-74.63,-65.80,-101.54,-88.43,-72.55,Inf
Inf,-73.01,-86.10,-98.87,-68.53,-77.29,-90.91,-102.93;
-76.02,Inf,-69.93,-85.31,-77.51,-69.17,-77.44,-90.35;
-92.13,-72.94,Inf,-69.40,-90.95,-78.77,-68.56,-77.64;
-104.89,-88.32,-69.40,Inf,-103.05,-90.92,-77.29,-68.81;
-71.54,-77.51,-87.94,-100.04,Inf,-72.40,-88.61,-101.54;
-80.30,-69.17,-75.76,-87.91,-72.40,Inf,-73.74,-88.43;
-93.92,-77.44,-65.55,-74.28,-88.61,-73.74,Inf,-72.55;
-105.94,-90.35,-74.63,-65.80,-101.54,-88.43,-72.55,Inf
Inf,-73.01,-86.10,-98.87,-68.53,-77.29,-90.91,-102.93;
-76.02,Inf,-69.93,-85.31,-77.51,-69.17,-77.44,-90.35;
-92.13,-72.94,Inf,-69.40,-90.95,-78.77,-68.56,-77.64;
-104.89,-88.32,-69.40,Inf,-103.05,-90.92,-77.29,-68.81;
-71.54,-77.51,-87.94,-100.04,Inf,-72.40,-88.61,-101.54;
-80.30,-69.17,-75.76,-87.91,-72.40,Inf,-73.74,-88.43;
-93.92,-77.44,-65.55,-74.28,-88.61,-73.74,Inf,-72.55;
-105.94,-90.35,-74.63,-65.80,-101.54,-88.43,-72.55,Inf
Inf,-73.01,-86.10,-98.87,-68.53,-77.29,-90.91,-102.93;
-76.02,Inf,-69.93,-85.31,-77.51,-69.17,-77.44,-90.35;
-92.13,-72.94,Inf,-69.40,-90.95,-78.77,-68.56,-77.64;
-104.89,-88.32,-69.40,Inf,-103.05,-90.92,-77.29,-68.81;
-71.54,-77.51,-87.94,-100.04,Inf,-72.40,-88.61,-101.54;
-80.30,-69.17,-75.76,-87.91,-72.40,Inf,-73.74,-88.43;
-93.92,-77.44,-65.55,-74.28,-88.61,-73.74,Inf,-72.55;
-105.94,-90.35,-74.63,-65.80,-101.54,-88.43,-72.55,Inf
