Inf,-69.90,-88.51,-98.53,-66.36,-78.72,-90.38,-102.81;
-69.90,Inf,-72.40,-85.20,-74.28,-69.16,-77.41,-90.38;
-85.50,-69.39,Inf,-69.46,-87.34,-77.51,-68.92,-77.45;
-98.53,-85.20,-72.47,Inf,-99.78,-90.61,-77.34,-68.49;
-66.36,-74.28,-90.35,-99.78,Inf,-72.77,-88.30,-101.49;
-75.71,-66.15,-77.51,-87.60,-69.76,Inf,-73.62,-88.61;
-87.37,-74.40,-68.92,-74.33,-85.29,-73.62,Inf,-72.38;
-99.80,-87.37,-77.45,-65.48,-98.48,-88.61,-72.38,Inf
Inf,-69.90,-88.51,-98.53,-66.36,-78.72,-90.38,-102.81;
-69.90,Inf,-72.40,-85.20,-74.28,-69.16,-77.41,-90.38;
-85.50,-69.39,Inf,-69.46,-87.34,-77.51,-68.92,-77.45;
-98.53,-85.20,-72.47,Inf,-99.78,-90.61,-77.34,-68.49;
-66.36,-74.28,-90.35,-99.78,Inf,-72.77,-88.30,-101.49;
-75.71,-66.15,-77.51,-87.60,-69.76,Inf,-73.62,-88.61;
-87.37,-74.40,-68.92,-74.33,-85.29,-73.62,Inf,-72.38;
-99.80,-87.37,-77.45,-65.48,-98.48,-88.61,-72.38,Inf
Inf,-69.90,-88.51,-98.53,-66.36,-78.72,-90.38,-102.81;
-69.90,Inf,-72.40,-85.20,-74.28,-69.16,-77.41,-90.38;
-85.50,-69.39,Inf,-69.46,-87.34,-77.51,-68.92,-77.45;
-98.53,-85.20,-72.47,Inf,-99.78,-90.61,-77.34,-68.49;
-66.36,-74.28,-90.35,-99.78,Inf,-72.77,-88.30,-101.49;
-75.71,-66.15,-77.51,-87.60,-69.76,Inf,-73.62,-88.61;
-87.37,-74.40,-68.92,-74.33,-85.29,-73.62,Inf,-72.38;
-99.80,-87.37,-77.45,-65.48,-98.48,-88.61,-72.38,Inf
Inf,-69.90,-88.51,-98.53,-66.36,-78.72,-90.38,-102.81;
-69.90,Inf,-72.40,-85.20,-74.28,-69.16,-77.41,-90.38;
-85.50,-69.39,Inf,-69.46,-87.34,-77.51,-68.92,-77.45;
-98.53,-85.20,-72.47,Inf,-99.78,-90.61,-77.34,-68.49;
-66.36,-74.28,-90.35,-99.78,Inf,-72.77,-88.30,-101.49;
-75.71,-66.15,-77.51,-87.60,-69.76,Inf,-73.62,-88.61;
-87.37,-74.40,-68.92,-74.33,-85.29,-73.62,Inf,-72.38;
-99.80,-87.37,-77.45,-65.48,-98.48,-88.61,-72.38,Inf
Inf,-69.90,-88.51,-98.53,-66.36,-78.72,-90.38,-102.81;
-69.90,Inf,-72.40,-85.20,-74.28,-69.16,-77.41,-90.38;
-85.50,-69.39,Inf,-69.46,-87.34,-77.51,-68.92,-77.45;
-98.53,-85.20,-72.47,Inf,-99.78,-90.61,-77.34,-68.49;
-66.36,-74.28,-90.35,-99.78,Inf,-72.77,-88.30,-101.49;
-75.71,-66.15,-77.51,-87.60,-69.76,Inf,-73.62,-88.61;
-87.37,-74.40,-68.92,-74.33,-85.29,-73.62,Inf,-72.38;
-99.80,-87.37,-77.45,-65.48,-98.48,-88.61,-72.38,Inf
