Inf,-74.26,-86.17,-98.48,-68.47,-76.04,-87.43,-99.84;
-77.27,Inf,-69.40,-85.62,-78.45,-65.50,-74.83,-87.58;
-92.20,-72.41,Inf,-70.89,-91.13,-74.28,-67.03,-75.02;
-104.50,-88.63,-70.89,Inf,-102.79,-87.90,-74.30,-65.51;
-71.48,-78.45,-88.12,-99.78,Inf,-71.50,-85.26,-98.50;
-82.07,-68.51,-74.28,-87.90,-74.51,Inf,-70.55,-85.61;
-93.45,-77.84,-67.03,-74.30,-88.27,-70.55,Inf,-69.37;
-105.86,-90.59,-75.02,-65.51,-101.51,-85.61,-69.37,Inf
Inf,-74.26,-86.17,-98.48,-68.47,-76.04,-87.43,-99.84;
-77.27,Inf,-69.40,-85.62,-78.45,-65.50,-74.83,-87.58;
-92.20,-72.41,Inf,-70.89,-91.13,-74.28,-67.03,-75.02;
-104.50,-88.63,-70.89,Inf,-102.79,-87.90,-74.30,-65.51;
-71.48,-78.45,-88.12,-99.78,Inf,-71.50,-85.26,-98.50;
-82.07,-68.51,-74.28,-87.90,-74.51,Inf,-70.55,-85.61;
-93.45,-77.84,-67.03,-74.30,-88.27,-70.55,Inf,-69.37;
-105.86,-90.59,-75.02,-65.51,-101.51,-85.61,-69.37,Inf
Inf,-74.26,-86.17,-98.48,-68.47,-76.04,-87.43,-99.84;
-77.27,Inf,-69.40,-85.62,-78.45,-65.50,-74.83,-87.58;
-92.20,-72.41,Inf,-70.89,-91.13,-74.28,-67.03,-75.02;
-104.50,-88.63,-70.89,Inf,-102.79,-87.90,-74.30,-65.51;
-71.48,-78.45,-88.12,-99.78,Inf,-71.50,-85.26,-98.50;
-82.07,-68.51,-74.28,-87.90,-74.51,Inf,-70.55,-85.61;
-93.45,-77.84,-67.03,-74.30,-88.27,-70.55,Inf,-69.37;
-105.86,-90.59,-75.02,-65.51,-101.51,-85.61,-69.37,Inf
Inf,-74.26,-86.17,-98.48,-68.47,-76.04,-87.43,-99.84;
-77.27,Inf,-69.40,-85.62,-78.45,-65.50,-74.83,-87.58;
-92.20,-72.41,Inf,-70.89,-91.13,-74.28,-67.03,-75.02;
-104.50,-88.63,-70.89,Inf,-102.79,-87.90,-74.30,-65.51;
-71.48,-78.45,-88.12,-99.78,Inf,-71.50,-85.26,-98.50;
-82.07,-68.51,-74.28,-87.90,-74.51,Inf,-70.55,-85.61;
-93.45,-77.84,-67.03,-74.30,-88.27,-70.55,Inf,-69.37;
-105.86,-90.59,-75.02,-65.51,-101.51,-85.61,-69.37,Inf
Inf,-74.26,-86.17,-98.48,-68.47,-76.04,-87.43,-99.84;
-77.27,Inf,-69.40,-85.62,-78.45,-65.50,-74.83,-87.58;
-92.20,-72.41,Inf,-70.89,-91.13,-74.28,-67.03,-75.02;
-104.50,-88.63,-70.89,Inf,-102.79,-87.90,-74.30,-65.51;
-71.48,-78.45,-88.12,-99.78,Inf,-71.50,-85.26,-98.50;
-82.07,-68.51,-74.28,-87.90,-74.51,Inf,-70.55,-85.61;
-93.45,-77.84,-67.03,-74.30,-88.27,-70.55,Inf,-69.37;
-105.86,-90.59,-75.02,-65.51,-101.51,-85.61,-69.37,Inf
