Inf,-69.87,-88.20,-98.64,-65.47,-74.45,-87.40,-102.84;
-69.87,Inf,-72.91,-86.19,-74.80,-65.50,-74.34,-90.36;
-85.19,-69.90,Inf,-70.15,-87.35,-74.47,-65.69,-77.52;
-98.64,-86.19,-73.16,Inf,-99.89,-88.03,-75.46,-71.17;
-65.47,-74.80,-90.36,-99.89,Inf,-69.79,-85.31,-101.57;
-74.45,-65.50,-77.48,-88.03,-69.79,Inf,-69.37,-88.20;
-87.40,-74.34,-68.70,-75.46,-85.31,-69.37,Inf,-72.40;
-99.83,-87.35,-77.52,-68.16,-98.56,-85.19,-69.38,Inf
Inf,-69.87,-88.20,-98.64,-65.47,-74.45,-87.40,-102.84;
-69.87,Inf,-72.91,-86.19,-74.80,-65.50,-74.34,-90.36;
-85.19,-69.90,Inf,-70.15,-87.35,-74.47,-65.69,-77.52;
-98.64,-86.19,-73.16,Inf,-99.89,-88.03,-75.46,-71.17;
-65.47,-74.80,-90.36,-99.89,Inf,-69.79,-85.31,-101.57;
-74.45,-65.50,-77.48,-88.03,-69.79,Inf,-69.37,-88.20;
-87.40,-74.34,-68.70,-75.46,-85.31,-69.37,Inf,-72.40;
-99.83,-87.35,-77.52,-68.16,-98.56,-85.19,-69.38,Inf
Inf,-69.87,-88.20,-98.64,-65.47,-74.45,-87.40,-102.84;
-69.87,Inf,-72.91,-86.19,-74.80,-65.50,-74.34,-90.36;
-85.19,-69.90,Inf,-70.15,-87.35,-74.47,-65.69,-77.52;
-98.64,-86.19,-73.16,Inf,-99.89,-88.03,-75.46,-71.17;
-65.47,-74.80,-90.36,-99.89,Inf,-69.79,-85.31,-101.57;
-74.45,-65.50,-77.48,-88.03,-69.79,Inf,-69.37,-88.20;
-87.40,-74.34,-68.70,-75.46,-85.31,-69.37,Inf,-72.40;
-99.83,-87.35,-77.52,-68.16,-98.56,-85.19,-69.38,Inf
Inf,-69.87,-88.20,-98.64,-65.47,-74.45,-87.40,-102.84;
-69.87,Inf,-72.91,-86.19,-74.80,-65.50,-74.34,-90.36;
-85.19,-69.90,Inf,-70.15,-87.35,-74.47,-65.69,-77.52;
-98.64,-86.19,-73.16,Inf,-99.89,-88.03,-75.46,-71.17;
-65.47,-74.80,-90.36,-99.89,Inf,-69.79,-85.31,-101.57;
-74.45,-65.50,-77.48,-88.03,-69.79,Inf,-69.37,-88.20;
-87.40,-74.34,-68.70,-75.46,-85.31,-69.37,Inf,-72.40;
-99.83,-87.35,-77.52,-68.16,-98.56,-85.19,-69.38,Inf
Inf,-69.87,-88.20,-98.64,-65.47,-74.45,-87.40,-102.84;
-69.87,Inf,-72.91,-86.19,-74.80,-65.50,-74.34,-90.36;
-85.19,-69.90,Inf,-70.15,-87.35,-74.47,-65.69,-77.52;
-98.64,-86.19,-73.16,Inf,-99.89,-88.03,-75.46,-71.17;
-65.47,-74.80,-90.36,-99.89,Inf,-69.79,-85.31,-101.57;
-74.45,-65.50,-77.48,-88.03,-69.79,Inf,-69.37,-88.20;
-87.40,-74.34,-68.70,-75.46,-85.31,-69.37,Inf,-72.40;
-99.83,-87.35,-77.52,-68.16,-98.56,-85.19,-69.38,Inf
