Inf,-73.07,-85.21,-98.48,-68.94,-77.59,-87.34,-102.82;
-70.06,Inf,-69.76,-85.28,-77.33,-68.50,-74.64,-90.41;
-85.21,-72.77,Inf,-69.38,-90.40,-77.43,-65.45,-77.32;
-98.48,-88.29,-69.38,Inf,-102.79,-90.38,-74.32,-68.46;
-65.93,-77.33,-87.39,-99.78,Inf,-72.38,-85.28,-101.46;
-74.58,-68.50,-74.42,-87.37,-72.38,Inf,-69.65,-88.22;
-87.34,-77.65,-65.45,-74.32,-88.29,-72.66,Inf,-72.47;
-99.80,-90.41,-74.31,-65.45,-101.46,-88.22,-69.46,Inf
Inf,-73.07,-85.21,-98.48,-68.94,-77.59,-87.34,-102.82;
-70.06,Inf,-69.76,-85.28,-77.33,-68.50,-74.64,-90.41;
-85.21,-72.77,Inf,-69.38,-90.40,-77.43,-65.45,-77.32;
-98.48,-88.29,-69.38,Inf,-102.79,-90.38,-74.32,-68.46;
-65.93,-77.33,-87.39,-99.78,Inf,-72.38,-85.28,-101.46;
-74.58,-68.50,-74.42,-87.37,-72.38,Inf,-69.65,-88.22;
-87.34,-77.65,-65.45,-74.32,-88.29,-72.66,Inf,-72.47;
-99.80,-90.41,-74.31,-65.45,-101.46,-88.22,-69.46,Inf
Inf,-73.07,-85.21,-98.48,-68.94,-77.59,-87.34,-102.82;
-70.06,Inf,-69.76,-85.28,-77.33,-68.50,-74.64,-90.41;
-85.21,-72.77,Inf,-69.38,-90.40,-77.43,-65.45,-77.32;
-98.48,-88.29,-69.38,Inf,-102.79,-90.38,-74.32,-68.46;
-65.93,-77.33,-87.39,-99.78,Inf,-72.38,-85.28,-101.46;
-74.58,-68.50,-74.42,-87.37,-72.38,Inf,-69.65,-88.22;
-87.34,-77.65,-65.45,-74.32,-88.29,-72.66,Inf,-72.47;
-99.80,-90.41,-74.31,-65.45,-101.46,-88.22,-69.46,Inf
Inf,-73.07,-85.21,-98.48,-68.94,-77.59,-87.34,-102.82;
-70.06,Inf,-69.76,-85.28,-77.33,-68.50,-74.64,-90.41;
-85.21,-72.77,Inf,-69.38,-90.40,-77.43,-65.45,-77.32;
-98.48,-88.29,-69.38,Inf,-102.79,-90.38,-74.32,-68.46;
-65.93,-77.33,-87.39,-99.78,Inf,-72.38,-85.28,-101.46;
-74.58,-68.50,-74.42,-87.37,-72.38,Inf,-69.65,-88.22;
-87.34,-77.65,-65.45,-74.32,-88.29,-72.66,Inf,-72.47;
-99.80,-90.41,-74.31,-65.45,-101.46,-88.22,-69.46,Inf
Inf,-73.07,-85.21,-98.48,-68.94,-77.59,-87.34,-102.82;
-70.06,Inf,-69.76,-85.28,-77.33,-68.50,-74.64,-90.41;
-85.21,-72.77,Inf,-69.38,-90.40,-77.43,-65.45,-77.32;
-98.48,-88.29,-69.38,Inf,-102.79,-90.38,-74.32,-68.46;
-65.93,-77.33,-87.39,-99.78,Inf,-72.38,-85.28,-101.46;
-74.58,-68.50,-74.42,-87.37,-72.38,Inf,-69.65,-88.22;
-87.34,-77.65,-65.45,-74.32,-88.29,-72.66,Inf,-72.47;
-99.80,-90.41,-74.31,-65.45,-101.46,-88.22,-69.46,Inf
