Inf,-73.22,-88.27,-98.45,-71.48,-74.28,-87.47,-102.87;
-76.23,Inf,-72.63,-85.53,-80.76,-66.74,-74.35,-90.38;
-91.28,-72.63,Inf,-69.55,-93.39,-74.43,-65.49,-77.32;
-104.47,-88.54,-72.56,Inf,-105.79,-87.34,-74.55,-69.05;
-71.48,-77.75,-90.38,-99.77,Inf,-69.39,-85.28,-101.52;
-80.30,-69.75,-77.44,-87.34,-75.41,Inf,-69.79,-88.39;
-93.49,-77.36,-68.50,-74.55,-91.31,-69.79,Inf,-72.37;
-105.88,-90.38,-77.32,-66.04,-104.53,-85.38,-69.36,Inf
Inf,-73.22,-88.27,-98.45,-71.48,-74.28,-87.47,-102.87;
-76.23,Inf,-72.63,-85.53,-80.76,-66.74,-74.35,-90.38;
-91.28,-72.63,Inf,-69.55,-93.39,-74.43,-65.49,-77.32;
-104.47,-88.54,-72.56,Inf,-105.79,-87.34,-74.55,-69.05;
-71.48,-77.75,-90.38,-99.77,Inf,-69.39,-85.28,-101.52;
-80.30,-69.75,-77.44,-87.34,-75.41,Inf,-69.79,-88.39;
-93.49,-77.36,-68.50,-74.55,-91.31,-69.79,Inf,-72.37;
-105.88,-90.38,-77.32,-66.04,-104.53,-85.38,-69.36,Inf
Inf,-73.22,-88.27,-98.45,-71.48,-74.28,-87.47,-102.87;
-76.23,Inf,-72.63,-85.53,-80.76,-66.74,-74.35,-90.38;
-91.28,-72.63,Inf,-69.55,-93.39,-74.43,-65.49,-77.32;
-104.47,-88.54,-72.56,Inf,-105.79,-87.34,-74.55,-69.05;
-71.48,-77.75,-90.38,-99.77,Inf,-69.39,-85.28,-101.52;
-80.30,-69.75,-77.44,-87.34,-75.41,Inf,-69.79,-88.39;
-93.49,-77.36,-68.50,-74.55,-91.31,-69.79,Inf,-72.37;
-105.88,-90.38,-77.32,-66.04,-104.53,-85.38,-69.36,Inf
Inf,-73.22,-88.27,-98.45,-71.48,-74.28,-87.47,-102.87;
-76.23,Inf,-72.63,-85.53,-80.76,-66.74,-74.35,-90.38;
-91.28,-72.63,Inf,-69.55,-93.39,-74.43,-65.49,-77.32;
-104.47,-88.54,-72.56,Inf,-105.79,-87.34,-74.55,-69.05;
-71.48,-77.75,-90.38,-99.77,Inf,-69.39,-85.28,-101.52;
-80.30,-69.75,-77.44,-87.34,-75.41,Inf,-69.79,-88.39;
-93.49,-77.36,-68.50,-74.55,-91.31,-69.79,Inf,-72.37;
-105.88,-90.38,-77.32,-66.04,-104.53,-85.38,-69.36,Inf
Inf,-73.22,-88.27,-98.45,-71.48,-74.28,-87.47,-102.87;
-76.23,Inf,-72.63,-85.53,-80.76,-66.74,-74.35,-90.38;
-91.28,-72.63,Inf,-69.55,-93.39,-74.43,-65.49,-77.32;
-104.47,-88.54,-72.56,Inf,-105.79,-87.34,-74.55,-69.05;
-71.48,-77.75,-90.38,-99.77,Inf,-69.39,-85.28,-101.52;
-80.30,-69.75,-77.44,-87.34,-75.41,Inf,-69.79,-88.39;
-93.49,-77.36,-68.50,-74.55,-91.31,-69.79,Inf,-72.37;
-105.88,-90.38,-77.32,-66.04,-104.53,-85.38,-69.36,Inf
